datetime,membership,bike_id,checkout_id,checkin_id,duration
01-02-2018 18:24:25,month,342,2566,2566,0
01-02-2018 18:24:45,month,342,2566,3686,7
01-02-2018 18:34:04,month,174,3621,2495,4
01-02-2018 18:39:16,year,571,2495,2566,8
01-02-2018 19:01:26,year,647,2562,2544,812
01-02-2018 20:30:51,year,340,2567,2502,2
01-02-2018 21:23:22,year,158,2540,2561,9
01-02-2018 21:48:31,month,201,2547,2501,76
01-02-2018 23:38:18,year,174,2495,2499,1
01-03-2018 06:44:04,year,116,2501,2495,4
01-03-2018 06:48:38,year,479,2542,2544,105
01-03-2018 07:21:00,year,852,2566,3390,7
01-03-2018 07:53:57,month,2204,2498,2496,6
01-03-2018 08:01:05,month,696,2566,2495,5
01-03-2018 08:04:55,year,472,2570,2495,10
01-03-2018 08:11:12,year,588,2542,2494,8
01-03-2018 08:18:17,year,116,2495,2496,2
01-03-2018 08:19:35,year,102,2542,2494,9
01-03-2018 08:22:24,year,553,2566,3619,20
01-03-2018 08:22:47,month,341,2503,2494,10
01-03-2018 08:25:19,month,445,2570,2570,0
01-03-2018 08:26:24,year,885,2498,2499,5
01-03-2018 08:26:36,year,174,2499,1007,3
01-03-2018 08:27:16,year,109,2561,2495,5
01-03-2018 08:28:35,year,334,2539,1007,5
01-03-2018 08:30:51,year,3281,2542,2494,8
01-03-2018 08:52:44,year,563,3660,2495,8
01-03-2018 08:54:34,year,327,2567,2495,8
01-03-2018 08:54:46,month,89,2570,3619,10
01-03-2018 08:57:28,year,920,2822,3619,9
01-03-2018 09:00:17,year,349,2498,2502,7
01-03-2018 09:02:20,day,478,2499,2575,11
01-03-2018 09:14:37,day,156,2575,2572,24
01-03-2018 09:39:26,day,640,2572,2502,712
01-03-2018 09:43:40,year,411,3292,2822,4
01-03-2018 09:44:36,month,109,2495,2552,5
01-03-2018 09:46:06,year,509,2542,2498,5
01-03-2018 10:02:24,nan,3025,3635,2497,3
01-03-2018 10:05:11,weekend,40,2498,2571,7
01-03-2018 10:05:43,weekend,106,2498,2571,7
01-03-2018 10:29:36,nan,72,2548,2503,32
01-03-2018 10:29:39,nan,2126,2548,2503,30
01-03-2018 10:33:29,nan,46,2548,2503,26
01-03-2018 10:33:31,nan,572,2548,2541,13
01-03-2018 10:37:08,nan,395,2548,2541,8
01-03-2018 10:37:11,nan,864,2548,2541,7
01-03-2018 10:38:31,nan,955,2823,2823,0
01-03-2018 10:40:38,year,142,1007,2495,2
01-03-2018 10:40:49,month,663,3513,2497,10
01-03-2018 10:48:36,nan,135,2544,2544,1
01-03-2018 10:51:30,nan,26,2544,2544,5
01-03-2018 10:56:31,nan,135,2544,2544,0
01-03-2018 10:56:43,nan,55,2544,2544,1
01-03-2018 10:56:51,nan,479,2544,2544,1
01-03-2018 10:56:56,nan,135,2544,2544,1
01-03-2018 10:57:13,nan,26,2544,2544,0
01-03-2018 10:57:52,nan,647,2544,2544,0
01-03-2018 10:59:07,year,23,2499,2495,1
01-03-2018 11:00:05,nan,2126,2503,2503,0
01-03-2018 11:03:10,nan,869,2822,2822,0
01-03-2018 11:03:44,nan,411,2822,2822,0
01-03-2018 11:04:06,nan,4399,2822,2822,0
01-03-2018 11:04:20,nan,3212,2822,2822,0
01-03-2018 11:05:32,nan,445,2570,2501,14
01-03-2018 11:05:34,nan,425,2570,2501,14
01-03-2018 11:06:41,year,4,3619,2501,6
01-03-2018 11:07:48,nan,865,2570,2501,10
01-03-2018 11:12:36,nan,272,3292,3292,0
01-03-2018 11:18:27,day,191,3377,3377,119
01-03-2018 11:19:09,day,969,3377,3377,118
01-03-2018 11:30:00,nan,122,2502,2502,0
01-03-2018 11:30:04,nan,2288,2552,2566,9
01-03-2018 11:30:07,nan,558,2552,2566,9
01-03-2018 11:31:14,nan,998,2502,3291,97
01-03-2018 11:31:16,nan,282,2502,3291,97
01-03-2018 11:31:41,nan,877,2552,2566,7
01-03-2018 11:31:43,nan,930,2552,2566,7
01-03-2018 11:32:18,nan,823,2502,3686,20
01-03-2018 11:38:30,nan,466,2567,2567,0
01-03-2018 11:39:01,nan,575,2567,2567,0
01-03-2018 11:39:31,nan,178,2567,2567,0
01-03-2018 11:39:50,nan,30,2567,2567,0
01-03-2018 11:49:47,nan,197,3686,3686,0
01-03-2018 11:50:10,nan,342,3686,3686,0
01-03-2018 12:14:57,year,546,2565,3619,3
01-03-2018 12:15:40,year,115,2571,2552,9
01-03-2018 12:24:30,month,855,3390,2822,10
01-03-2018 12:31:20,year,115,2552,2571,11
01-03-2018 12:36:23,month,388,2567,2711,3
01-03-2018 12:38:03,year,223,2552,2501,1
01-03-2018 12:47:18,year,663,2497,2561,4
01-03-2018 12:52:25,year,223,2501,2552,2
01-03-2018 12:54:32,year,158,2561,2502,14
01-03-2018 12:59:10,year,4,2501,2499,6
01-03-2018 13:03:27,day,854,3660,3687,19
01-03-2018 13:06:13,month,470,2563,2539,4
01-03-2018 13:09:29,nan,2108,2711,3660,29
01-03-2018 13:09:35,nan,422,2711,3684,21
01-03-2018 13:11:24,nan,862,2711,3684,19
01-03-2018 13:11:26,day,577,3684,2503,18
01-03-2018 13:12:19,day,3471,3684,2503,651
01-03-2018 13:12:21,nan,285,2711,3684,13
01-03-2018 13:13:34,nan,866,2711,3684,12
01-03-2018 13:23:58,day,263,3687,3660,78
01-03-2018 13:25:26,day,843,2497,3635,152
01-03-2018 13:29:11,year,430,3621,2495,3
01-03-2018 13:33:18,nan,680,2540,2540,0
01-03-2018 13:33:37,day,484,2575,3685,44
01-03-2018 13:34:35,day,161,2575,3685,44
01-03-2018 13:35:08,day,3405,2575,3685,43
01-03-2018 13:35:45,day,367,2575,3685,42
01-03-2018 13:36:21,day,575,2567,2567,0
01-03-2018 13:37:23,day,478,2575,2575,54
01-03-2018 13:37:56,day,177,2567,2707,36
01-03-2018 13:38:44,nan,252,3660,3660,0
01-03-2018 13:39:55,day,466,2567,2542,126
01-03-2018 13:40:42,year,142,2495,3621,2
01-03-2018 13:41:57,day,575,2567,2707,622
01-03-2018 13:42:34,year,775,2574,2571,18
01-03-2018 13:47:13,day,36,2575,2575,44
01-03-2018 13:48:14,nan,668,2707,2575,16
01-03-2018 13:48:16,nan,110,2707,2575,17
01-03-2018 13:50:38,nan,373,2707,2575,13
01-03-2018 13:50:42,nan,749,2707,2575,13
01-03-2018 13:51:48,day,509,2498,2566,48
01-03-2018 13:55:07,year,224,2499,2552,41
01-03-2018 14:01:18,day,377,2504,3687,43
01-03-2018 14:02:49,day,240,2504,3687,43
01-03-2018 14:03:15,day,2126,2503,3687,40
01-03-2018 14:04:24,day,198,2503,3687,38
01-03-2018 14:05:51,day,68,2504,3687,40
01-03-2018 14:07:47,month,388,2711,2567,5
01-03-2018 14:08:02,day,511,2504,3687,38
01-03-2018 14:08:34,day,759,2504,3687,38
01-03-2018 14:11:05,nan,58,2566,2504,16
01-03-2018 14:11:23,nan,571,2566,2504,16
01-03-2018 14:13:29,nan,655,2566,2504,13
01-03-2018 14:13:34,nan,219,2566,2504,13
01-03-2018 14:39:27,day,5,2822,2494,130
01-03-2018 14:43:39,day,981,3687,2499,59
01-03-2018 14:44:07,day,2126,3687,2499,58
01-03-2018 14:44:14,year,178,2567,2567,8
01-03-2018 14:44:48,day,377,3687,2499,59
01-03-2018 14:45:27,day,240,3687,2499,58
01-03-2018 14:46:01,day,68,3687,2499,56
01-03-2018 14:46:36,day,511,3687,2499,56
01-03-2018 14:47:03,day,759,3687,2499,55
01-03-2018 14:48:45,day,514,2574,2566,16
01-03-2018 14:49:39,year,874,3621,3621,31
01-03-2018 14:49:50,day,412,2574,2566,15
01-03-2018 14:52:02,day,509,2566,2570,22
01-03-2018 14:58:59,day,528,2499,2499,56
01-03-2018 14:59:50,day,885,2499,2499,55
01-03-2018 15:05:23,day,558,2566,2539,24
01-03-2018 15:06:27,year,288,2494,3619,2
01-03-2018 15:07:02,day,877,2566,2539,22
01-03-2018 15:14:50,year,513,3513,2552,7
01-03-2018 15:31:31,day,241,2561,2561,23
01-03-2018 15:32:09,day,287,2561,2561,22
01-03-2018 15:32:29,year,340,2502,2552,6
01-03-2018 15:32:48,day,451,2574,2566,56
01-03-2018 15:35:34,day,127,2574,2566,54
01-03-2018 15:41:10,day,484,3685,3685,65
01-03-2018 15:43:56,year,513,2552,2502,7
01-03-2018 15:45:11,weekend,115,2571,2503,18
01-03-2018 15:45:34,month,342,3686,2501,8
01-03-2018 15:54:59,year,572,2541,2497,5
01-03-2018 16:01:02,year,142,3621,2542,12
01-03-2018 16:05:37,year,349,2502,2498,10
01-03-2018 16:07:01,year,2204,2496,2496,31
01-03-2018 16:07:43,year,860,2571,2571,1
01-03-2018 16:12:54,year,936,3686,2502,11
01-03-2018 16:14:28,day,106,2571,2566,86
01-03-2018 16:15:03,year,321,2707,2499,12
01-03-2018 16:15:09,day,40,2571,2566,86
01-03-2018 16:15:11,year,576,3619,2501,6
01-03-2018 16:15:14,year,356,2538,2496,8
01-03-2018 16:16:20,year,288,3619,2502,11
01-03-2018 16:16:43,year,827,2707,3377,15
01-03-2018 16:23:04,day,849,3513,2501,12
01-03-2018 16:30:14,day,514,2566,2566,3
01-03-2018 16:30:27,year,647,2544,2542,6
01-03-2018 16:31:05,day,412,2566,3687,47
01-03-2018 16:32:55,weekend,928,3619,2497,4
01-03-2018 16:36:18,year,970,2542,2498,5
01-03-2018 16:36:42,day,2288,2566,3687,42
01-03-2018 16:43:13,year,36,2575,2575,27
01-03-2018 16:44:11,month,1641,2562,2542,8
01-03-2018 16:49:34,weekend,421,2565,3292,15
01-03-2018 16:54:26,weekend,861,2497,2563,14
01-03-2018 16:58:23,year,855,2822,2542,5
01-03-2018 17:03:06,year,852,3390,2566,7
01-03-2018 17:05:43,year,3281,2494,2503,9
01-03-2018 17:08:50,year,278,2494,2542,9
01-03-2018 17:10:13,month,134,3619,2501,7
01-03-2018 17:13:27,year,123,2496,2575,7
01-03-2018 17:13:54,year,696,2495,1007,3
01-03-2018 17:16:38,weekend,823,3686,2566,12
01-03-2018 17:19:32,day,854,3687,2575,14
01-03-2018 17:20:18,day,95,3687,2575,13
01-03-2018 17:24:03,weekend,273,2538,2496,49
01-03-2018 17:27:35,year,102,2494,2539,3
01-03-2018 17:30:37,weekend,451,2566,2566,0
01-03-2018 17:30:53,year,625,2539,3660,7
01-03-2018 17:31:02,year,327,2495,2567,6
01-03-2018 17:31:28,weekend,910,2566,2574,24
01-03-2018 17:32:26,year,109,2552,2575,5
01-03-2018 17:33:36,year,223,2552,2575,4
01-03-2018 17:35:03,month,4399,2822,2501,15
01-03-2018 17:38:10,year,540,2495,2570,8
01-03-2018 17:39:33,year,920,3619,3621,4
01-03-2018 17:39:47,year,240,2499,2504,11
01-03-2018 17:41:38,day,106,2566,2574,10
01-03-2018 17:42:05,month,993,2494,2570,9
01-03-2018 17:42:14,day,930,2566,2574,9
01-03-2018 17:46:36,year,430,2495,2499,3
01-03-2018 17:46:59,year,116,2496,2501,6
01-03-2018 17:48:33,year,885,2499,2552,3
01-03-2018 17:50:38,year,123,2575,2566,2
01-03-2018 17:56:35,year,884,2498,2542,5
01-03-2018 17:57:36,weekend,910,2574,3686,8
01-03-2018 17:58:26,year,278,2542,2552,17
01-03-2018 17:59:21,year,1641,2542,2552,16
01-03-2018 18:00:32,year,188,2574,2502,9
01-03-2018 18:06:24,month,399,3390,2566,7
01-03-2018 18:12:52,month,970,2498,2563,4
01-03-2018 18:14:17,weekend,273,2496,2541,5
01-03-2018 18:15:43,year,593,2494,2707,5
01-03-2018 18:18:23,year,553,3619,2822,9
01-03-2018 18:19:11,year,229,3390,2707,6
01-03-2018 18:29:55,weekend,937,3292,3660,6
01-03-2018 18:31:14,day,696,1007,3619,77
01-03-2018 18:33:16,year,661,2496,2822,12
01-03-2018 18:39:31,year,998,3291,2569,4
01-03-2018 18:40:51,day,576,2501,2498,13
01-03-2018 18:42:52,month,278,2552,2495,6
01-03-2018 18:47:25,year,1224,2552,3621,4
01-03-2018 18:48:33,year,220,2552,3292,19
01-03-2018 18:51:27,year,141,3621,2542,13
01-03-2018 18:53:17,month,528,2499,2570,9
01-03-2018 18:59:27,year,430,2499,3390,4
01-03-2018 19:05:23,year,440,2562,3292,9
01-03-2018 19:05:37,month,588,2494,2570,7
01-03-2018 19:07:31,year,894,3390,2822,13
01-03-2018 19:07:43,weekend,937,3660,3619,29
01-03-2018 19:10:55,year,223,2575,2552,8
01-03-2018 19:13:52,year,109,2575,2552,5
01-03-2018 19:17:15,month,452,3619,2503,10
01-03-2018 19:25:56,weekend,853,2711,2570,15
01-03-2018 19:30:48,year,854,2575,3621,4
01-03-2018 19:48:27,year,2126,2499,2565,6
01-03-2018 19:52:48,weekend,247,3390,3292,9
01-03-2018 19:55:22,year,388,2567,3686,5
01-03-2018 20:18:12,year,78,2563,2552,9
01-03-2018 21:12:19,weekend,3281,2503,2711,13
01-03-2018 21:33:38,month,344,2501,3686,8
01-03-2018 22:37:02,year,343,3390,3685,7
01-04-2018 01:14:49,weekend,46,2503,2571,16
01-04-2018 05:29:21,month,894,2822,2498,8
01-04-2018 06:04:29,year,430,3390,3687,8
01-04-2018 06:46:00,year,849,2501,2495,3
01-04-2018 06:49:05,year,141,2542,2544,6
01-04-2018 07:20:41,year,123,2566,3619,8
01-04-2018 07:22:13,year,553,2822,2496,10
01-04-2018 07:53:03,month,588,2570,2494,5
01-04-2018 07:58:47,year,993,2570,2495,9
01-04-2018 07:59:41,year,115,2503,2494,10
01-04-2018 08:05:03,year,109,2552,2496,10
01-04-2018 08:05:10,month,442,2566,2495,4
01-04-2018 08:12:59,year,203,3293,2495,16
01-04-2018 08:16:16,year,849,2495,2496,2
01-04-2018 08:16:58,month,72,2503,2494,8
01-04-2018 08:18:00,year,647,2542,2494,7
01-04-2018 08:25:32,year,979,2498,2499,88
01-04-2018 08:27:11,year,745,2498,2501,10
01-04-2018 08:30:56,year,3212,2822,3619,10
01-04-2018 08:34:18,year,852,2566,3619,8
01-04-2018 08:37:46,year,1932,2501,2499,5
01-04-2018 08:41:08,year,855,2542,2539,5
01-04-2018 08:43:19,day,156,2572,2572,62
01-04-2018 08:49:41,year,252,3660,2498,6
01-04-2018 08:51:41,nan,430,3687,3390,42
01-04-2018 08:51:49,year,855,2539,2822,10
01-04-2018 08:53:30,weekend,273,2541,2538,6
01-04-2018 08:55:32,year,178,2567,2495,7
01-04-2018 08:56:52,year,417,3293,2499,16
01-04-2018 08:56:54,month,78,2552,2495,4
01-04-2018 09:05:45,nan,158,2502,3390,27
01-04-2018 09:05:47,nan,288,2502,3390,27
01-04-2018 09:08:57,weekend,440,3292,3660,7
01-04-2018 09:10:38,year,142,2542,2502,14
01-04-2018 09:20:32,weekend,197,3686,2572,5
01-04-2018 09:26:18,weekend,197,2572,2574,57
01-04-2018 09:30:40,month,452,2503,3619,10
01-04-2018 09:37:39,year,2722,2542,2542,1
01-04-2018 09:37:55,year,815,2542,2822,6
01-04-2018 09:38:11,year,466,2542,2498,5
01-04-2018 09:41:39,month,278,2495,2552,5
01-04-2018 09:53:24,year,157,2569,2562,6
01-04-2018 09:53:52,nan,979,2499,2499,0
01-04-2018 09:54:03,month,3212,3619,2548,17
01-04-2018 10:18:12,day,2122,2539,2575,54
01-04-2018 10:28:57,weekend,183,2574,3684,27
01-04-2018 10:37:34,weekend,440,3660,2552,16
01-04-2018 10:42:26,month,789,3513,2497,10
01-04-2018 10:53:45,nan,979,2499,2499,1
01-04-2018 11:09:43,year,123,3619,2501,4
01-04-2018 11:15:03,weekend,440,2552,3292,20
01-04-2018 11:16:27,day,95,2575,2574,10
01-04-2018 11:17:14,day,343,3685,2572,35
01-04-2018 11:17:41,day,161,3685,3685,2
01-04-2018 11:17:57,day,3405,3685,2572,36
01-04-2018 11:18:22,day,484,3685,2572,34
01-04-2018 11:20:17,day,367,3685,2572,33
01-04-2018 11:20:30,nan,142,2502,3513,7
01-04-2018 11:21:17,nan,513,2502,3513,5
01-04-2018 11:21:21,nan,428,2502,3513,5
01-04-2018 11:23:03,nan,25,2502,3513,3
01-04-2018 11:36:09,year,123,2501,3619,4
01-04-2018 11:52:48,year,2122,2575,2566,3
01-04-2018 11:52:59,year,64,2496,2496,38
01-04-2018 11:55:26,year,141,2544,2822,2
01-04-2018 11:56:16,year,866,3684,3390,5
01-04-2018 12:05:19,year,188,2502,2575,8
01-04-2018 12:06:01,year,640,2502,2575,7
01-04-2018 12:06:50,day,484,2572,3685,24
01-04-2018 12:07:07,day,3405,2572,3685,23
01-04-2018 12:07:24,day,343,2572,3685,23
01-04-2018 12:07:40,day,367,2572,3685,23
01-04-2018 12:19:34,month,957,2563,2495,6
01-04-2018 12:22:17,year,664,2822,2544,3
01-04-2018 12:24:28,year,706,2497,2561,2
01-04-2018 12:24:29,day,529,2569,2502,34
01-04-2018 12:25:34,day,35,2569,2502,33
01-04-2018 12:26:11,year,102,2539,2539,24
01-04-2018 12:32:24,month,528,2570,2494,5
01-04-2018 12:35:44,month,854,3621,2711,7
01-04-2018 12:39:00,day,640,2575,3684,20
01-04-2018 12:42:23,year,174,1007,1007,23
01-04-2018 12:44:18,day,1000,2548,2707,143
01-04-2018 12:44:31,month,327,2567,2711,3
01-04-2018 12:49:11,year,513,3513,2552,11
01-04-2018 12:59:21,nan,64,2496,2567,14
01-04-2018 12:59:29,nan,3541,2496,2567,14
01-04-2018 13:00:11,day,936,2502,2503,8
01-04-2018 13:01:15,day,951,2502,2503,7
01-04-2018 13:01:56,nan,849,2496,2567,10
01-04-2018 13:02:11,nan,2204,2496,2567,9
01-04-2018 13:03:19,year,188,2575,2502,5
01-04-2018 13:03:26,year,800,2575,2502,5
01-04-2018 13:12:02,nan,30,2567,2567,0
01-04-2018 13:12:20,year,26,2544,2495,13
01-04-2018 13:14:44,year,232,2541,2548,6
01-04-2018 13:22:56,year,1932,2499,2496,8
01-04-2018 13:25:28,day,3471,2503,2503,51
01-04-2018 13:26:27,day,951,2503,2503,50
01-04-2018 13:28:33,day,78,2495,2495,123
01-04-2018 13:29:33,day,203,2495,2495,122
01-04-2018 13:41:53,year,1932,2496,2499,8
01-04-2018 13:46:58,year,232,2548,2541,8
01-04-2018 13:47:15,year,356,2496,2495,1
01-04-2018 13:51:36,year,551,2572,2566,22
01-04-2018 13:54:43,day,991,2572,2502,21
01-04-2018 13:55:49,day,863,2572,2502,20
01-04-2018 14:05:15,nan,417,2499,2503,11
01-04-2018 14:05:29,nan,1932,2499,2707,61
01-04-2018 14:07:00,nan,875,2499,2503,9
01-04-2018 14:09:38,day,593,2707,2502,43
01-04-2018 14:13:11,month,327,2711,2567,5
01-04-2018 14:17:26,nan,936,2503,2503,0
01-04-2018 14:17:42,nan,577,2503,2503,1
01-04-2018 14:17:57,weekend,26,2495,2497,5
01-04-2018 14:18:03,nan,3471,2503,2503,585
01-04-2018 14:26:19,year,866,3390,2707,6
01-04-2018 14:28:31,year,356,2495,2501,6
01-04-2018 14:33:08,year,394,2565,3619,2
01-04-2018 14:37:12,year,2108,3660,3619,5
01-04-2018 14:37:43,day,417,2503,2497,47
01-04-2018 14:38:38,day,875,2503,2497,46
01-04-2018 14:43:17,year,800,2502,2707,9
01-04-2018 14:46:13,weekend,395,2541,3685,34
01-04-2018 14:48:42,day,212,2707,2575,34
