Device ID,Vehicle Type,Trip Duration,duration_minutes,Trip Distance,Start Time,End Time,month,Hour,day ,Start District,End District,Origin Cell ID,Destination Cell ID,Year,Start Latitude,Start Longitude,End Latitude,End Longitude,status
3d28b8e3-c57e-4474-beae-418b8d43f2ea,bicycle,2902,48.37,8450,08/26/2018 07:30:00,08/26/2018 08:15:00,8,7,7,9,9,15017,15174,2018,30.256,-97.739,30.253,-97.737,Active
fa0af3f1-072b-4608-8c1d-1563f6e04f57,bicycle,1763,29.38,5987,11/07/2018 02:00:00,11/07/2018 02:30:00,7,2,3,9,9,15179,15022,2018,30.267,-97.737,30.267,-97.739,Active
bfc2ea78-d9a4-4318-a398-c3a057ac9ac9,bicycle,466,7.77,917,11/07/2018 03:45:00,11/07/2018 03:45:00,7,3,3,9,9,15819,15819,2018,30.29,-97.726,30.29,-97.726,Active
bfc2ea78-d9a4-4318-a398-c3a057ac9ac9,bicycle,687,11.45,2382,11/07/2018 06:45:00,11/07/2018 07:00:00,7,6,3,9,9,15819,14401,2018,30.291,-97.726,30.29,-97.748,Active
4d59fc38-80c2-44cd-bf5a-9d21c63ffd05,bicycle,623,10.38,1770,11/07/2018 07:30:00,11/07/2018 07:45:00,7,7,3,9,9,14702,14707,2018,30.255,-97.744,30.268,-97.743,Active
6f84582a-47dc-4683-b597-cb0ff7c613db,bicycle,725,12.08,4281,11/07/2018 07:45:00,11/07/2018 08:00:00,7,7,3,9,9,16451,14865,2018,30.295,-97.718,30.268,-97.741,Active
c08deb8f-4cb3-4197-8ea6-5c1fa6bec662,bicycle,834,13.9,3074,11/07/2018 08:45:00,11/07/2018 09:00:00,7,8,3,9,9,14716,14865,2018,30.29,-97.744,30.268,-97.741,Active
54241bdb-c62c-423b-9e88-66f78051e4d9,bicycle,452,7.53,1191,11/07/2018 08:45:00,11/07/2018 08:45:00,7,8,3,9,9,13920,14550,2018,30.269,-97.756,30.269,-97.746,Active
63b6161c-4ab8-44bc-9987-df661b1ad47f,bicycle,638,10.63,2478,11/07/2018 08:45:00,11/07/2018 09:00:00,7,8,3,9,10,14717,14090,2018,30.291,-97.743,30.299,-97.752,Active
257894d1-2acc-4a5d-bbbf-4494c45f4006,bicycle,965,16.08,5005,11/07/2018 08:45:00,11/07/2018 09:00:00,7,8,3,3,5,15798,13760,2018,30.241,-97.726,30.263,-97.759,Active
205b4b6e-8ed7-465b-bb84-789e08eea3d4,bicycle,597,9.95,27,09/16/2018 10:00:00,09/16/2018 10:00:00,9,22,7,9,9,14863,15018,2018,30.264,-97.742,30.259,-97.739,Active
ff882227-f41e-4ca5-b22b-25b1adbaf0ce,bicycle,644,10.73,2704,11/07/2018 08:45:00,11/07/2018 09:00:00,7,8,3,9,9,13768,14865,2018,30.282,-97.758,30.269,-97.741,Active
b35b5fa4-ce33-44a8-9169-4ff4411d03de,bicycle,1363,22.72,4123,10/13/2018 09:45:00,10/13/2018 10:15:00,10,9,6,9,10,14705,12821,2018,30.263,-97.743,30.277,-97.771,Active
dd3915d7-1892-48ea-9a25-283c2e1970f5,bicycle,1257,20.95,1400,11/07/2018 08:45:00,11/07/2018 09:15:00,7,8,3,3,3,16279,16593,2018,30.26,-97.72,30.259,-97.715,Active
fd206bf6-d975-4706-8953-13c533b33b09,bicycle,300,5,0,09/14/2018 02:15:00,09/14/2018 02:30:00,9,14,5,5,5,13918,13918,2018,30.264,-97.755,30.264,-97.755,Active
98c60efd-4d72-453a-b993-8b5e48197d60,bicycle,589,9.82,2688,11/07/2018 08:45:00,11/07/2018 09:00:00,7,8,3,3,9,15965,14546,2018,30.263,-97.726,30.259,-97.747,Active
954b98d9-baa3-40a0-aadf-f5eb5d4d4491,bicycle,391,6.52,2060,11/07/2018 09:00:00,11/07/2018 09:00:00,7,9,3,3,9,16121,14865,2018,30.26,-97.723,30.268,-97.741,Active
f42ff524-ed37-4757-807c-9c0d3ea9e2b4,bicycle,1880,31.33,4651,11/07/2018 09:00:00,11/07/2018 09:30:00,7,9,3,9,9,13767,13766,2018,30.28,-97.759,30.277,-97.758,Active
3f1d1225-148c-4f2f-baa4-8c6d0e850a7b,bicycle,618,10.3,2044,11/07/2018 09:00:00,11/07/2018 09:15:00,7,9,3,3,9,15807,14707,2018,30.262,-97.726,30.268,-97.743,Active
aecf824d-9c8b-44c6-9198-441ed8916f11,bicycle,443,7.38,1883,11/07/2018 09:00:00,11/07/2018 09:15:00,7,9,3,3,9,15807,14706,2018,30.262,-97.727,30.266,-97.745,Active
542148cd-7b3e-480b-9ee4-cce69dc13097,bicycle,427,7.12,1529,11/07/2018 09:15:00,11/07/2018 09:15:00,7,9,3,9,9,15018,14865,2018,30.258,-97.739,30.268,-97.742,Active
013dae9f-ab4b-4e0d-8bbe-4944ce846909,bicycle,844,14.07,2832,11/07/2018 09:15:00,11/07/2018 09:30:00,7,9,3,5,9,13445,14865,2018,30.263,-97.762,30.269,-97.741,Active
9a5c9e09-6821-4da9-810d-2e244d37dad3,bicycle,60,1,237,09/13/2018 09:00:00,09/13/2018 09:00:00,9,9,4,9,9,14075,13917,2018,30.263,-97.754,30.261,-97.755,Active
08b8d3a4-0b4c-4f7d-8416-ada1a8de5131,bicycle,171,2.85,837,11/07/2018 10:00:00,11/07/2018 10:00:00,7,10,3,9,9,14716,15188,2018,30.29,-97.744,30.288,-97.737,Active
63b6161c-4ab8-44bc-9987-df661b1ad47f,bicycle,1580,26.33,2398,11/07/2018 10:00:00,11/07/2018 10:30:00,7,10,3,10,9,14090,14872,2018,30.299,-97.752,30.286,-97.742,Active
059b9bb3-2079-4130-8fbc-56faebb4567c,bicycle,322,5.37,1400,11/07/2018 10:00:00,11/07/2018 10:15:00,7,10,3,9,9,14544,14706,2018,30.254,-97.747,30.265,-97.744,Active
35a57919-6f40-4a33-97fb-ebca96a75cc2,bicycle,413,6.88,1481,11/07/2018 10:15:00,11/07/2018 10:15:00,7,10,3,9,9,14244,15029,2018,30.29,-97.751,30.285,-97.74,Active
cb3befbe-caec-4f97-9668-2e169e76543c,bicycle,344,5.73,1706,11/07/2018 10:30:00,11/07/2018 10:30:00,7,10,3,9,9,14694,14384,2018,30.238,-97.744,30.249,-97.75,Active
c22caee2-f1d0-40f5-8213-05737591e091,bicycle,979,16.32,5053,11/07/2018 10:30:00,11/07/2018 10:45:00,7,10,3,9,3,14381,16279,2018,30.242,-97.75,30.261,-97.721,Active
54241bdb-c62c-423b-9e88-66f78051e4d9,bicycle,735,12.25,3106,11/07/2018 10:45:00,11/07/2018 11:00:00,7,10,3,9,8,14550,12973,2018,30.268,-97.746,30.264,-97.771,Active
257894d1-2acc-4a5d-bbbf-4494c45f4006,bicycle,1051,17.52,5021,11/07/2018 10:45:00,11/07/2018 11:15:00,7,10,3,5,3,13760,15798,2018,30.263,-97.759,30.241,-97.726,Active
63e4a20c-cc6b-48e2-a371-cb546e072212,bicycle,277,4.62,660,11/07/2018 10:45:00,11/07/2018 11:00:00,7,10,3,9,9,14549,14706,2018,30.267,-97.747,30.265,-97.744,Active
243b973f-f172-4250-9e1f-0f9fea7bf45d,bicycle,1228,20.47,3895,11/07/2018 11:00:00,11/07/2018 11:15:00,7,11,3,9,9,14714,14557,2018,30.284,-97.743,30.285,-97.747,Active
013dae9f-ab4b-4e0d-8bbe-4944ce846909,bicycle,700,11.67,3267,11/07/2018 11:15:00,11/07/2018 11:30:00,7,11,3,9,3,15022,16434,2018,30.268,-97.74,30.255,-97.719,Active
ff882227-f41e-4ca5-b22b-25b1adbaf0ce,bicycle,696,11.6,3090,11/07/2018 11:15:00,11/07/2018 11:30:00,7,11,3,9,3,14865,16434,2018,30.269,-97.741,30.255,-97.719,Active
3df56195-7a5c-42c1-8e68-94bf4477840f,bicycle,2243,37.38,83,08/31/2018 02:15:00,08/31/2018 02:45:00,8,2,5,9,1,15174,15340,2018,30.254,-97.737,30.275,-97.734,Active
dd3915d7-1892-48ea-9a25-283c2e1970f5,bicycle,1540,25.67,8079,11/07/2018 11:30:00,11/07/2018 11:45:00,7,11,3,3,3,16593,16436,2018,30.259,-97.715,30.26,-97.718,Active
fea8e348-cd48-446b-a4b3-07ce4b1abea9,bicycle,458,7.63,708,11/07/2018 11:30:00,11/07/2018 11:45:00,7,11,3,9,9,15188,14874,2018,30.288,-97.737,30.291,-97.742,Active
08b8d3a4-0b4c-4f7d-8416-ada1a8de5131,bicycle,3070,51.17,3267,11/07/2018 11:30:00,11/07/2018 12:30:00,7,11,3,9,9,15188,15187,2018,30.288,-97.737,30.285,-97.736,Active
71e8d08d-40a3-46d5-9c63-ff69ec499709,bicycle,451,7.52,1786,11/07/2018 11:45:00,11/07/2018 11:45:00,7,11,3,9,9,14874,15186,2018,30.291,-97.742,30.284,-97.737,Active
73e0d486-b51f-440a-b833-b6a0098ec1b0,bicycle,486,8.1,1658,11/07/2018 11:45:00,11/07/2018 11:45:00,7,11,3,1,9,14868,14078,2018,30.277,-97.742,30.271,-97.753,Active
f7930dbe-20be-49f5-a21d-6b1edc06cbfa,bicycle,1372,22.87,843,08/09/2018 10:15:00,08/09/2018 10:30:00,9,10,6,9,0,14874,OUT_OF_BOUNDS,2018,30.291,-97.741,41.693,-86.229,Active
c22caee2-f1d0-40f5-8213-05737591e091,bicycle,1190,19.83,5681,11/07/2018 11:45:00,11/07/2018 12:15:00,7,11,3,3,3,16279,13907,2018,30.261,-97.721,30.239,-97.755,Active
ff882227-f41e-4ca5-b22b-25b1adbaf0ce,bicycle,759,12.65,3009,11/07/2018 11:45:00,11/07/2018 12:00:00,7,11,3,3,9,16434,14865,2018,30.255,-97.719,30.269,-97.741,Active
013dae9f-ab4b-4e0d-8bbe-4944ce846909,bicycle,677,11.28,2961,11/07/2018 11:45:00,11/07/2018 12:00:00,7,11,3,3,9,16434,14865,2018,30.255,-97.719,30.268,-97.741,Active
73e0d486-b51f-440a-b833-b6a0098ec1b0,bicycle,494,8.23,1819,11/07/2018 12:00:00,11/07/2018 12:00:00,7,12,3,9,9,14078,14869,2018,30.271,-97.753,30.278,-97.742,Active
aecf824d-9c8b-44c6-9198-441ed8916f11,bicycle,1645,27.42,7757,11/07/2018 12:00:00,11/07/2018 12:30:00,7,12,3,9,7,14393,15834,2018,30.27,-97.749,30.325,-97.728,Active
63b6161c-4ab8-44bc-9987-df661b1ad47f,bicycle,107,1.78,257,11/07/2018 12:00:00,11/07/2018 12:00:00,7,12,3,9,9,14872,14871,2018,30.286,-97.742,30.284,-97.742,Active
c2e3ddb0-462f-4377-942f-bc1344b0f5c6,bicycle,480,8,1010,09/16/2018 12:30:00,09/16/2018 12:30:00,9,12,7,9,9,14860,15178,2018,30.257,-97.74,30.264,-97.737,Active
839d2c0d-133c-4262-b7bd-0a174b143575,bicycle,330,5.5,1030,11/07/2018 12:00:00,11/07/2018 12:00:00,7,12,3,3,3,15650,15332,2018,30.263,-97.73,30.255,-97.735,Active
63b6161c-4ab8-44bc-9987-df661b1ad47f,bicycle,571,9.52,1400,11/07/2018 12:00:00,11/07/2018 12:15:00,7,12,3,9,9,14871,14243,2018,30.284,-97.742,30.289,-97.751,Active
fea8e348-cd48-446b-a4b3-07ce4b1abea9,bicycle,969,16.15,2478,11/07/2018 12:15:00,11/07/2018 12:30:00,7,12,3,9,9,14874,15344,2018,30.291,-97.742,30.285,-97.735,Active
bfc2ea78-d9a4-4318-a398-c3a057ac9ac9,bicycle,715,11.92,1400,11/07/2018 12:30:00,11/07/2018 12:45:00,7,12,3,9,9,14401,15029,2018,30.289,-97.748,30.285,-97.74,Active
059b9bb3-2079-4130-8fbc-56faebb4567c,bicycle,282,4.7,998,11/07/2018 13:00:00,11/07/2018 13:15:00,7,13,3,9,3,14706,15335,2018,30.265,-97.743,30.263,-97.735,Active
63e4a20c-cc6b-48e2-a371-cb546e072212,bicycle,1505,25.08,5327,11/07/2018 13:15:00,11/07/2018 13:45:00,7,13,3,9,9,14706,14863,2018,30.265,-97.744,30.265,-97.742,Active
007bcc39-5b2c-4844-8507-feb0bedffe02,bicycle,3383,56.38,4957,11/07/2018 13:15:00,11/07/2018 14:15:00,7,13,3,0,9,OUT_OF_BOUNDS,14548,2018,,,30.265,-97.747,Active
ebc04233-e4d8-4148-9ddc-ff3971481941,bicycle,300,5,660,11/07/2018 13:15:00,11/07/2018 13:30:00,7,13,3,9,9,14548,14392,2018,30.265,-97.746,30.269,-97.748,Active
35a57919-6f40-4a33-97fb-ebca96a75cc2,bicycle,1006,16.77,3235,11/07/2018 13:30:00,11/07/2018 13:45:00,7,13,3,9,9,15029,15019,2018,30.285,-97.74,30.262,-97.739,Active
71e8d08d-40a3-46d5-9c63-ff69ec499709,bicycle,542,9.03,1754,11/07/2018 13:30:00,11/07/2018 13:45:00,7,13,3,9,9,15186,14865,2018,30.284,-97.737,30.27,-97.741,Active
