idstation,lat1,lon1
15019,30.261,-97.738
15638,30.234,-97.73
14546,30.26,-97.747
15335,30.263,-97.734
15180,30.269,-97.736
15199,30.314,-97.736
16604,30.285,-97.715
15021,30.266,-97.739
14712,30.281,-97.744
14392,30.268,-97.749
14385,30.251,-97.749
16433,30.252,-97.718
13912,30.25,-97.755
14546,30.259,-97.747
14708,30.27,-97.744
14384,30.249,-97.75
14549,30.266,-97.747
15807,30.262,-97.727
15807,30.262,-97.727
13760,30.263,-97.759
14884,30.315,-97.741
14869,30.279,-97.742
14716,30.289,-97.743
14392,30.267,-97.748
14234,30.266,-97.752
14711,30.278,-97.745
14235,30.269,-97.75
14235,30.269,-97.75
15033,30.294,-97.739
14877,30.297,-97.742
16426,30.236,-97.718
14234,30.267,-97.752
16594,30.261,-97.715
12973,30.264,-97.771
16594,30.261,-97.715
12973,30.264,-97.77
14392,30.267,-97.749
15798,30.24,-97.728
15028,30.282,-97.739
14706,30.265,-97.744
15494,30.267,-97.733
14077,30.267,-97.753
15962,30.257,-97.724
16426,30.236,-97.718
12973,30.264,-97.771
14559,30.29,-97.747
15965,30.263,-97.725
15008,30.235,-97.739
15965,30.263,-97.725
14708,30.27,-97.745
15810,30.268,-97.727
14080,30.276,-97.752
14549,30.266,-97.746
16426,30.236,-97.718
14549,30.267,-97.746
15650,30.264,-97.729
15017,30.256,-97.74
15017,30.256,-97.74
16285,30.275,-97.72
14226,30.248,-97.75
15180,30.268,-97.737
14705,30.262,-97.744
15019,30.26,-97.738
13292,30.274,-97.764
15019,30.26,-97.739
15021,30.265,-97.738
14388,30.259,-97.749
14546,30.259,-97.747
14875,30.294,-97.742
14559,30.291,-97.746
14546,30.259,-97.746
14227,30.25,-97.75
14708,30.27,-97.743
14077,30.267,-97.752
14389,30.261,-97.747
15335,30.264,-97.735
12965,30.245,-97.769
14717,30.291,-97.744
15180,30.27,-97.736
14699,30.248,-97.744
14385,30.251,-97.749
14712,30.281,-97.744
13428,30.224,-97.763
15019,30.261,-97.738
15018,30.259,-97.739
16593,30.259,-97.715
15018,30.259,-97.739
13441,30.254,-97.763
14080,30.276,-97.752
15022,30.267,-97.739
14717,30.291,-97.744
14230,30.257,-97.75
16118,30.252,-97.723
14549,30.266,-97.747
14549,30.266,-97.747
15020,30.262,-97.738
14080,30.274,-97.752
14707,30.267,-97.743
15032,30.292,-97.74
14385,30.251,-97.749
14714,30.285,-97.743
16122,30.262,-97.722
14863,30.265,-97.742
13603,30.264,-97.76
14866,30.272,-97.741
14077,30.267,-97.753
14861,30.26,-97.741
15022,30.267,-97.74
12973,30.264,-97.769
15179,30.266,-97.736
13288,30.265,-97.765
13442,30.255,-97.761
15179,30.266,-97.736
14862,30.261,-97.741
13288,30.264,-97.763
16285,30.275,-97.72
14389,30.261,-97.749
13610,30.282,-97.761
15018,30.258,-97.739
14550,30.269,-97.745
13131,30.265,-97.767
16285,30.275,-97.72
14549,30.265,-97.745
14707,30.268,-97.742
13131,30.265,-97.767
14548,30.265,-97.747
14225,30.246,-97.751
14225,30.246,-97.751
12821,30.277,-97.771
13760,30.263,-97.759
15018,30.258,-97.739
15493,30.264,-97.733
15800,30.245,-97.727
12972,30.263,-97.77
15022,30.267,-97.739
14391,30.265,-97.748
15495,30.27,-97.731
12821,30.277,-97.773
14706,30.265,-97.744
14548,30.265,-97.746
16460,30.316,-97.718
13602,30.262,-97.761
14389,30.26,-97.748
14551,30.271,-97.747
15493,30.265,-97.732
13442,30.256,-97.763
13442,30.256,-97.763
14864,30.267,-97.741
15031,30.29,-97.738
14546,30.259,-97.747
13916,30.26,-97.755
14862,30.261,-97.741
14870,30.28,-97.741
14861,30.26,-97.742
12493,30.247,-97.778
14396,30.277,-97.748
15176,30.26,-97.738
15493,30.265,-97.732
15799,30.244,-97.727
14389,30.261,-97.749
13450,30.275,-97.762
14864,30.265,-97.741
14707,30.268,-97.743
13759,30.26,-97.758
14707,30.268,-97.743
15807,30.262,-97.727
13441,30.253,-97.764
16270,30.239,-97.72
15178,30.264,-97.738
14707,30.268,-97.745
13275,30.233,-97.765
13603,30.264,-97.76
14389,30.261,-97.749
13753,30.247,-97.757
15019,30.261,-97.738
14716,30.289,-97.743
14225,30.245,-97.751
14705,30.262,-97.744
13920,30.268,-97.755
13920,30.268,-97.755
14544,30.255,-97.745
13760,30.263,-97.759
14384,30.249,-97.75
15018,30.258,-97.739
13441,30.253,-97.764
14706,30.266,-97.743
14233,30.265,-97.75
14402,30.292,-97.748
13442,30.256,-97.762
13442,30.256,-97.762
15495,30.269,-97.731
14707,30.268,-97.743
14718,30.295,-97.744
14386,30.254,-97.748
14718,30.295,-97.744
15021,30.266,-97.739
13450,30.274,-97.762
14550,30.269,-97.746
14718,30.295,-97.744
15184,30.279,-97.738
14707,30.268,-97.742
13289,30.266,-97.765
16285,30.274,-97.72
15343,30.282,-97.734
16285,30.274,-97.72
14701,30.254,-97.744
15019,30.262,-97.739
13920,30.268,-97.755
14864,30.267,-97.741
14393,30.27,-97.749
14079,30.272,-97.754
13921,30.271,-97.755
13600,30.257,-97.76
14394,30.273,-97.75
13600,30.257,-97.761
14863,30.265,-97.742
15964,30.26,-97.725
13283,30.252,-97.763
14863,30.265,-97.742
14389,30.26,-97.747
13918,30.264,-97.756
14547,30.261,-97.747
14234,30.266,-97.751
13282,30.251,-97.766
14706,30.265,-97.743
13919,30.267,-97.754
12973,30.264,-97.771
13758,30.258,-97.758
14389,30.261,-97.75
15178,30.264,-97.737
14706,30.265,-97.743
14705,30.264,-97.744
14705,30.264,-97.744
14395,30.276,-97.749
12804,30.237,-97.771
13765,30.276,-97.758
14705,30.264,-97.743
14391,30.266,-97.748
14701,30.254,-97.744
15493,30.264,-97.73
14704,30.262,-97.744
16121,30.26,-97.723
16907,30.256,-97.71
14714,30.285,-97.743
15964,30.261,-97.726
15647,30.255,-97.73
16119,30.256,-97.723
12826,30.288,-97.773
15017,30.256,-97.74
13760,30.263,-97.759
13760,30.263,-97.759
13759,30.261,-97.758
13760,30.263,-97.759
14243,30.288,-97.751
14864,30.265,-97.742
14385,30.251,-97.749
14077,30.268,-97.753
14716,30.29,-97.744
15964,30.261,-97.725
14234,30.266,-97.75
15495,30.27,-97.732
13288,30.264,-97.766
15180,30.27,-97.736
14863,30.264,-97.741
14230,30.257,-97.75
14863,30.264,-97.741
15186,30.283,-97.737
13603,30.264,-97.76
13442,30.256,-97.763
15022,30.267,-97.739
14550,30.269,-97.745
14550,30.269,-97.745
13760,30.263,-97.759
14391,30.265,-97.747
15962,30.257,-97.724
14393,30.269,-97.749
14871,30.283,-97.742
14550,30.269,-97.746
16285,30.275,-97.72
15343,30.282,-97.734
14231,30.259,-97.749
13437,30.245,-97.763
15018,30.258,-97.739
13594,30.242,-97.76
13445,30.262,-97.762
13917,30.261,-97.755
13907,30.238,-97.757
14065,30.239,-97.754
12817,30.268,-97.771
11868,30.258,-97.787
15016,30.254,-97.739
14862,30.262,-97.743
15021,30.265,-97.74
14233,30.265,-97.749
16279,30.261,-97.721
14865,30.268,-97.741
12494,30.248,-97.777
14548,30.264,-97.747
13760,30.263,-97.759
14389,30.262,-97.749
14705,30.264,-97.744
14706,30.265,-97.744
14863,30.265,-97.742
14065,30.238,-97.752
14388,30.259,-97.747
14389,30.261,-97.75
13917,30.263,-97.755
14705,30.264,-97.744
14226,30.246,-97.75
14705,30.264,-97.744
14863,30.265,-97.742
15807,30.262,-97.727
14391,30.265,-97.748
15187,30.285,-97.736
14869,30.279,-97.742
13919,30.267,-97.755
15807,30.262,-97.726
14701,30.254,-97.744
13760,30.263,-97.759
14230,30.257,-97.749
13760,30.263,-97.759
15032,30.292,-97.74
14714,30.285,-97.743
15020,30.262,-97.738
15188,30.287,-97.736
13917,30.263,-97.755
12967,30.25,-97.769
14392,30.268,-97.748
16436,30.26,-97.717
13764,30.272,-97.758
14077,30.269,-97.754
14077,30.268,-97.753
15665,30.299,-97.73
14705,30.263,-97.745
14705,30.263,-97.745
13132,30.269,-97.768
14701,30.254,-97.744
16907,30.257,-97.711
14549,30.266,-97.746
14385,30.251,-97.749
14079,30.272,-97.754
16446,30.284,-97.717
16122,30.262,-97.722
15008,30.235,-97.739
13270,30.221,-97.766
15800,30.245,-97.726
16120,30.257,-97.723
14077,30.268,-97.752
14078,30.271,-97.753
14874,30.29,-97.741
14074,30.26,-97.753
15021,30.265,-97.739
16285,30.275,-97.72
12972,30.262,-97.77
13442,30.255,-97.763
13918,30.264,-97.756
14078,30.271,-97.753
14705,30.264,-97.743
15810,30.269,-97.728
13445,30.263,-97.762
13282,30.251,-97.765
13920,30.269,-97.755
16600,30.275,-97.714
15810,30.269,-97.728
15023,30.271,-97.738
15176,30.259,-97.735
15343,30.282,-97.734
15187,30.286,-97.737
12804,30.237,-97.771
13442,30.256,-97.762
15962,30.257,-97.725
13760,30.263,-97.759
13916,30.259,-97.754
13441,30.253,-97.764
13603,30.264,-97.76
15178,30.264,-97.738
14225,30.246,-97.751
14706,30.265,-97.744
15017,30.256,-97.738
13917,30.263,-97.755
12972,30.263,-97.77
16122,30.262,-97.723
13917,30.263,-97.755
16601,30.278,-97.715
14234,30.266,-97.752
14225,30.245,-97.75
12972,30.263,-97.77
12973,30.264,-97.77
14389,30.261,-97.749
13760,30.263,-97.758
14557,30.285,-97.747
13761,30.265,-97.758
15031,30.29,-97.74
15960,30.251,-97.726
14551,30.272,-97.745
13917,30.263,-97.755
13928,30.289,-97.756
12821,30.277,-97.773
13920,30.268,-97.755
13919,30.267,-97.755
15493,30.265,-97.731
15186,30.284,-97.737
12973,30.264,-97.771
14873,30.288,-97.741
13289,30.266,-97.765
13294,30.278,-97.766
13131,30.266,-97.769
15648,30.258,-97.73
15018,30.259,-97.739
15018,30.259,-97.739
15648,30.258,-97.73
13446,30.265,-97.762
15799,30.242,-97.727
15799,30.242,-97.727
12973,30.264,-97.77
14548,30.264,-97.747
15954,30.238,-97.725
14713,30.283,-97.744
18007,30.25,-97.695
15495,30.27,-97.731
14864,30.266,-97.742
14544,30.256,-97.746
14859,30.255,-97.743
14385,30.251,-97.749
15495,30.27,-97.731
15807,30.262,-97.727
14705,30.264,-97.743
14544,30.256,-97.746
16279,30.261,-97.72
14389,30.261,-97.75
15178,30.265,-97.737
15018,30.258,-97.738
14712,30.28,-97.743
14078,30.27,-97.753
14863,30.265,-97.742
15332,30.256,-97.735
14077,30.268,-97.754
14546,30.26,-97.747
14864,30.267,-97.742
14705,30.264,-97.744
14080,30.275,-97.753
14389,30.261,-97.75
15022,30.267,-97.74
13289,30.267,-97.765
14544,30.254,-97.747
13919,30.266,-97.756
15178,30.265,-97.737
12972,30.263,-97.77
13445,30.264,-97.763
14546,30.259,-97.747
14389,30.26,-97.748
14864,30.267,-97.741
14716,30.29,-97.744
13441,30.254,-97.762
14387,30.257,-97.748
15964,30.261,-97.726
14545,30.257,-97.747
14864,30.267,-97.741
15017,30.257,-97.739
14401,30.289,-97.749
14546,30.259,-97.747
14226,30.247,-97.751
14705,30.264,-97.743
15019,30.261,-97.738
14713,30.282,-97.743
13917,30.261,-97.755
15019,30.261,-97.738
14864,30.267,-97.742
15963,30.258,-97.725
14237,30.273,-97.75
15963,30.258,-97.725
14548,30.264,-97.746
13761,30.265,-97.758
13920,30.27,-97.756
13760,30.263,-97.759
14706,30.266,-97.744
14544,30.254,-97.747
14232,30.261,-97.75
14868,30.276,-97.742
14549,30.266,-97.746
14388,30.258,-97.748
14549,30.266,-97.746
13289,30.267,-97.765
16594,30.262,-97.716
17063,30.252,-97.707
15017,30.255,-97.739
12974,30.266,-97.771
12974,30.266,-97.771
17063,30.252,-97.707
13440,30.252,-97.764
12020,30.245,-97.785
16122,30.261,-97.722
15178,30.264,-97.737
14547,30.261,-97.747
13759,30.26,-97.757
15017,30.255,-97.739
13588,30.229,-97.762
14545,30.257,-97.747
14545,30.257,-97.747
13918,30.264,-97.756
15493,30.265,-97.731
15962,30.257,-97.724
15962,30.257,-97.724
13446,30.266,-97.763
13759,30.261,-97.758
14548,30.265,-97.747
16593,30.257,-97.715
13599,30.255,-97.762
14548,30.265,-97.747
14871,30.284,-97.742
14706,30.265,-97.745
14706,30.265,-97.745
14550,30.268,-97.745
15799,30.244,-97.728
14705,30.264,-97.744
14718,30.294,-97.745
13762,30.267,-97.759
14238,30.276,-97.75
14389,30.261,-97.749
16133,30.288,-97.722
14714,30.285,-97.745
14557,30.286,-97.745
14391,30.266,-97.748
14877,30.297,-97.742
15021,30.264,-97.738
14877,30.298,-97.741
14546,30.259,-97.747
13282,30.248,-97.764
14546,30.26,-97.747
14706,30.266,-97.745
15808,30.264,-97.727
15017,30.257,-97.739
16270,30.239,-97.72
14548,30.264,-97.745
14226,30.247,-97.75
14059,30.225,-97.754
15329,30.248,-97.734
14225,30.245,-97.751
13283,30.252,-97.765
14533,30.228,-97.747
13283,30.252,-97.765
14702,30.255,-97.744
15960,30.252,-97.724
14233,30.265,-97.751
16285,30.275,-97.719
14559,30.291,-97.747
14077,30.268,-97.754
15807,30.262,-97.727
15963,30.258,-97.725
15018,30.258,-97.739
16285,30.275,-97.719
13450,30.275,-97.762
13603,30.263,-97.761
16917,30.281,-97.71
14685,30.216,-97.743
12973,30.264,-97.771
13123,30.246,-97.768
14707,30.267,-97.744
14390,30.263,-97.747
14707,30.268,-97.742
14862,30.263,-97.741
14714,30.285,-97.743
12805,30.239,-97.772
13918,30.264,-97.755
17075,30.28,-97.709
14546,30.259,-97.747
12817,30.268,-97.771
14557,30.286,-97.745
13127,30.255,-97.768
13290,30.268,-97.765
14391,30.266,-97.749
15018,30.258,-97.739
14544,30.256,-97.746
12972,30.263,-97.77
12972,30.263,-97.77
14387,30.256,-97.747
14865,30.269,-97.741
14863,30.265,-97.742
14865,30.269,-97.741
12976,30.272,-97.769
14386,30.254,-97.748
14385,30.251,-97.747
12976,30.272,-97.769
14702,30.255,-97.744
14705,30.264,-97.744
15018,30.258,-97.739
16751,30.259,-97.712
14704,30.261,-97.745
16434,30.255,-97.718
15022,30.267,-97.739
14544,30.256,-97.746
14707,30.267,-97.742
14544,30.256,-97.746
14859,30.255,-97.743
12973,30.264,-97.771
16275,30.252,-97.721
16919,30.285,-97.711
14393,30.269,-97.748
14546,30.26,-97.747
14391,30.266,-97.749
14861,30.26,-97.742
12662,30.275,-97.774
15805,30.258,-97.727
15186,30.284,-97.737
12974,30.266,-97.771
13918,30.264,-97.755
15171,30.248,-97.738
13130,30.264,-97.768
14078,30.27,-97.754
14078,30.27,-97.754
13442,30.256,-97.763
16285,30.275,-97.719
13760,30.263,-97.759
14401,30.289,-97.748
14074,30.259,-97.753
15174,30.253,-97.737
14401,30.289,-97.748
13292,30.274,-97.764
13600,30.257,-97.76
14077,30.269,-97.754
14233,30.264,-97.749
13123,30.246,-97.768
13600,30.257,-97.76
12973,30.265,-97.771
12973,30.265,-97.771
13758,30.258,-97.759
14864,30.266,-97.741
14385,30.251,-97.749
13599,30.255,-97.762
15179,30.266,-97.737
14557,30.286,-97.745
12974,30.266,-97.771
14227,30.25,-97.749
15493,30.264,-97.731
14238,30.276,-97.752
12974,30.266,-97.771
14544,30.256,-97.746
13442,30.256,-97.763
14391,30.265,-97.749
14549,30.267,-97.747
14714,30.284,-97.744
14392,30.269,-97.749
14871,30.283,-97.742
14080,30.276,-97.753
14389,30.261,-97.75
14547,30.261,-97.747
15652,30.268,-97.728
15812,30.274,-97.728
14715,30.287,-97.745
14234,30.266,-97.751
15017,30.256,-97.739
14556,30.283,-97.745
16758,30.277,-97.713
14385,30.252,-97.748
14234,30.267,-97.75
14078,30.27,-97.753
13130,30.263,-97.768
13602,30.262,-97.761
14861,30.26,-97.741
15810,30.269,-97.728
13292,30.274,-97.764
14243,30.289,-97.751
14865,30.269,-97.742
14871,30.283,-97.742
14391,30.266,-97.748
14235,30.269,-97.751
16132,30.286,-97.721
16438,30.265,-97.717
16438,30.265,-97.717
14549,30.267,-97.745
14865,30.27,-97.742
15022,30.267,-97.739
14557,30.285,-97.747
14865,30.27,-97.742
12335,30.245,-97.78
12335,30.245,-97.78
13920,30.269,-97.756
14077,30.269,-97.753
12657,30.262,-97.775
15022,30.268,-97.74
16270,30.239,-97.72
14863,30.264,-97.741
14871,30.283,-97.742
15807,30.263,-97.727
13442,30.256,-97.762
15965,30.263,-97.723
14077,30.268,-97.754
14718,30.294,-97.745
16424,30.232,-97.718
15810,30.269,-97.728
14862,30.263,-97.742
14702,30.256,-97.744
16751,30.259,-97.712
15187,30.285,-97.736
16267,30.233,-97.72
14550,30.269,-97.746
14550,30.269,-97.746
14073,30.259,-97.753
14391,30.266,-97.748
14549,30.267,-97.745
15335,30.262,-97.733
14549,30.266,-97.747
15343,30.283,-97.734
14707,30.268,-97.743
14234,30.267,-97.752
14706,30.265,-97.743
15188,30.289,-97.737
13759,30.261,-97.757
14234,30.266,-97.751
14244,30.291,-97.75
13907,30.239,-97.755
14703,30.258,-97.743
14863,30.265,-97.742
15187,30.285,-97.736
14705,30.262,-97.744
13131,30.265,-97.766
15173,30.251,-97.736
13917,30.261,-97.755
14871,30.283,-97.741
14865,30.27,-97.742
14877,30.297,-97.742
16133,30.288,-97.723
15186,30.284,-97.737
14390,30.263,-97.749
14077,30.269,-97.754
15639,30.237,-97.73
14873,30.289,-97.742
14549,30.267,-97.747
14863,30.265,-97.742
14545,30.256,-97.746
14388,30.258,-97.748
15964,30.261,-97.725
14543,30.253,-97.747
14872,30.286,-97.742
15493,30.264,-97.733
16592,30.255,-97.715
14863,30.264,-97.741
14078,30.27,-97.754
15019,30.262,-97.739
14547,30.261,-97.745
14389,30.261,-97.747
14871,30.283,-97.741
14385,30.251,-97.749
15964,30.261,-97.725
15805,30.258,-97.727
13286,30.26,-97.766
14861,30.26,-97.741
13441,30.253,-97.764
14705,30.264,-97.744
14702,30.255,-97.744
14075,30.263,-97.753
13759,30.261,-97.758
15807,30.262,-97.727
14385,30.251,-97.749
14541,30.247,-97.746
15798,30.241,-97.726
13283,30.251,-97.765
13760,30.263,-97.758
13921,30.272,-97.756
15178,30.265,-97.737
15179,30.266,-97.737
14713,30.282,-97.745
15495,30.269,-97.732
14731,30.325,-97.744
15486,30.247,-97.731
14560,30.293,-97.746
13603,30.264,-97.76
13602,30.262,-97.762
14548,30.265,-97.747
14379,30.238,-97.748
16121,30.26,-97.723
13760,30.263,-97.759
14392,30.267,-97.748
14078,30.271,-97.753
14387,30.256,-97.747
14544,30.254,-97.747
15799,30.244,-97.727
14705,30.264,-97.744
14864,30.266,-97.74
15807,30.262,-97.727
14690,30.227,-97.744
14864,30.267,-97.741
14391,30.264,-97.749
14077,30.268,-97.753
15191,30.295,-97.737
14713,30.282,-97.743
15022,30.268,-97.74
14871,30.283,-97.741
14871,30.284,-97.741
14714,30.285,-97.744
15967,30.268,-97.725
12941,30.189,-97.769
14707,30.269,-97.743
15019,30.262,-97.739
14864,30.267,-97.741
13446,30.265,-97.762
15341,30.278,-97.735
14862,30.263,-97.742
15967,30.267,-97.725
14394,30.273,-97.75
15335,30.263,-97.734
14548,30.264,-97.747
13920,30.269,-97.755
14872,30.286,-97.742
15187,30.285,-97.736
15800,30.245,-97.726
14705,30.264,-97.743
14705,30.262,-97.743
15017,30.256,-97.74
16279,30.261,-97.721
14865,30.268,-97.742
13441,30.253,-97.764
14865,30.269,-97.741
14863,30.265,-97.742
14706,30.265,-97.743
14864,30.266,-97.742
14229,30.255,-97.752
15335,30.264,-97.734
13603,30.264,-97.76
18197,30.327,-97.691
14075,30.262,-97.754
14244,30.29,-97.75
14708,30.27,-97.743
13446,30.265,-97.762
14706,30.266,-97.744
15330,30.251,-97.735
14079,30.272,-97.753
14389,30.261,-97.75
14407,30.303,-97.748
13603,30.264,-97.76
14708,30.27,-97.745
16280,30.263,-97.72
15021,30.266,-97.738
15646,30.253,-97.728
15808,30.264,-97.728
14708,30.27,-97.743
16267,30.233,-97.72
14078,30.271,-97.754
14393,30.27,-97.748
16751,30.259,-97.711
17077,30.286,-97.708
14244,30.29,-97.751
14233,30.264,-97.749
14391,30.265,-97.748
14075,30.262,-97.754
13284,30.255,-97.764
14385,30.251,-97.749
14225,30.246,-97.751
14705,30.264,-97.744
14863,30.265,-97.742
14708,30.271,-97.745
15495,30.269,-97.732
16280,30.263,-97.72
13917,30.262,-97.755
14871,30.283,-97.741
14385,30.251,-97.749
15795,30.233,-97.726
13760,30.263,-97.759
14232,30.261,-97.75
13441,30.253,-97.764
14705,30.263,-97.744
13760,30.263,-97.759
13924,30.279,-97.755
14235,30.27,-97.751
14078,30.271,-97.753
15031,30.289,-97.739
12174,30.236,-97.782
15964,30.261,-97.725
13760,30.263,-97.758
14078,30.271,-97.754
15798,30.241,-97.726
14389,30.261,-97.749
13446,30.265,-97.762
15335,30.264,-97.735
15022,30.266,-97.739
13759,30.259,-97.758
14389,30.262,-97.749
14865,30.268,-97.742
14705,30.264,-97.744
14713,30.283,-97.744
14870,30.281,-97.741
14395,30.276,-97.749
14078,30.269,-97.752
14391,30.265,-97.749
13292,30.274,-97.764
14864,30.266,-97.74
15017,30.256,-97.738
15799,30.244,-97.727
14715,30.287,-97.745
16591,30.254,-97.715
14549,30.266,-97.747
16594,30.261,-97.716
14391,30.265,-97.749
14707,30.267,-97.743
13441,30.253,-97.764
14392,30.269,-97.749
13917,30.262,-97.756
14387,30.257,-97.748
15964,30.261,-97.725
15967,30.268,-97.725
13920,30.269,-97.756
14548,30.264,-97.746
14073,30.259,-97.752
14391,30.265,-97.748
15360,30.323,-97.734
14558,30.287,-97.747
15967,30.268,-97.724
13600,30.258,-97.76
14233,30.264,-97.749
15178,30.264,-97.736
14706,30.266,-97.743
14391,30.266,-97.749
13603,30.264,-97.76
14550,30.269,-97.746
15502,30.285,-97.732
14859,30.254,-97.742
14077,30.267,-97.752
14545,30.256,-97.746
15493,30.264,-97.731
14234,30.266,-97.75
14235,30.27,-97.751
14863,30.265,-97.742
14550,30.269,-97.746
14717,30.291,-97.744
14707,30.267,-97.743
14548,30.264,-97.747
14862,30.262,-97.741
14707,30.268,-97.744
15188,30.289,-97.737
14389,30.261,-97.75
13445,30.264,-97.763
14707,30.267,-97.743
15335,30.264,-97.734
14090,30.299,-97.752
14863,30.265,-97.742
14865,30.269,-97.742
12977,30.275,-97.77
16751,30.259,-97.712
13760,30.263,-97.759
17201,30.206,-97.706
13912,30.249,-97.755
14716,30.289,-97.745
14863,30.265,-97.742
14707,30.268,-97.743
14234,30.266,-97.75
15193,30.3,-97.736
14546,30.26,-97.745
14546,30.26,-97.745
15022,30.269,-97.74
14548,30.265,-97.747
14234,30.266,-97.751
14548,30.265,-97.747
14075,30.263,-97.754
14706,30.265,-97.744
13919,30.267,-97.755
16920,30.286,-97.71
16120,30.256,-97.722
15799,30.244,-97.727
13764,30.272,-97.757
14870,30.28,-97.741
13292,30.274,-97.764
13916,30.26,-97.755
13292,30.274,-97.764
15334,30.261,-97.734
15964,30.261,-97.725
14871,30.284,-97.742
14548,30.264,-97.747
13760,30.263,-97.759
13918,30.263,-97.756
12973,30.264,-97.771
14865,30.269,-97.742
13760,30.263,-97.759
15030,30.287,-97.74
15964,30.261,-97.725
13760,30.263,-97.758
14393,30.271,-97.749
13917,30.261,-97.755
15798,30.241,-97.726
13760,30.263,-97.757
14224,30.243,-97.752
16279,30.262,-97.72
14077,30.268,-97.754
15027,30.28,-97.738
13760,30.263,-97.758
14866,30.272,-97.742
14711,30.277,-97.745
14557,30.285,-97.747
15024,30.272,-97.739
14391,30.266,-97.749
14863,30.265,-97.742
14707,30.268,-97.743
14391,30.266,-97.749
14557,30.285,-97.747
14389,30.262,-97.749
14078,30.271,-97.754
14701,30.254,-97.744
14243,30.288,-97.75
14550,30.27,-97.747
15018,30.259,-97.739
13767,30.28,-97.759
15493,30.264,-97.732
14389,30.261,-97.75
14389,30.261,-97.749
13764,30.273,-97.758
14390,30.263,-97.747
15018,30.259,-97.739
15017,30.256,-97.74
16280,30.263,-97.72
13444,30.261,-97.762
15336,30.265,-97.734
15493,30.264,-97.733
12984,30.289,-97.77
14389,30.262,-97.749
15495,30.269,-97.732
14402,30.291,-97.748
14385,30.251,-97.749
12972,30.262,-97.77
14705,30.263,-97.743
14077,30.268,-97.754
14705,30.264,-97.743
16907,30.256,-97.71
15178,30.264,-97.736
15799,30.244,-97.727
14077,30.268,-97.753
13599,30.255,-97.762
14870,30.28,-97.741
12965,30.245,-97.769
14878,30.299,-97.741
14705,30.264,-97.743
13915,30.258,-97.756
16122,30.262,-97.723
15799,30.244,-97.728
13289,30.267,-97.765
14859,30.255,-97.743
12651,30.247,-97.775
14710,30.274,-97.744
14712,30.281,-97.744
14234,30.266,-97.752
14559,30.29,-97.747
13442,30.256,-97.763
14869,30.279,-97.74
16114,30.243,-97.723
12965,30.245,-97.769
15640,30.24,-97.729
13441,30.253,-97.764
14077,30.268,-97.752
14385,30.251,-97.749
14223,30.241,-97.751
15022,30.268,-97.739
16436,30.26,-97.717
15799,30.244,-97.727
15022,30.268,-97.739
14078,30.271,-97.753
13919,30.267,-97.755
15807,30.262,-97.726
15186,30.283,-97.737
13917,30.262,-97.756
13917,30.262,-97.756
14077,30.268,-97.753
14864,30.266,-97.741
14079,30.271,-97.754
12977,30.274,-97.77
13911,30.248,-97.755
13440,30.252,-97.764
15957,30.245,-97.725
14386,30.252,-97.748
14707,30.268,-97.744
15964,30.261,-97.725
14863,30.265,-97.741
16604,30.285,-97.715
15034,30.296,-97.739
14700,30.251,-97.744
15180,30.27,-97.736
13441,30.253,-97.764
15180,30.27,-97.736
12804,30.237,-97.771
14389,30.261,-97.749
14556,30.283,-97.746
14067,30.244,-97.752
14859,30.255,-97.743
15180,30.268,-97.736
14391,30.266,-97.748
15019,30.262,-97.739
14558,30.288,-97.747
14558,30.288,-97.747
13760,30.263,-97.757
14558,30.288,-97.747
14558,30.288,-97.747
14071,30.253,-97.754
14546,30.259,-97.747
14707,30.267,-97.743
14071,30.254,-97.754
14391,30.266,-97.748
14385,30.251,-97.749
14401,30.289,-97.748
15018,30.259,-97.739
14075,30.264,-97.754
13442,30.256,-97.763
14075,30.264,-97.754
14077,30.269,-97.754
14230,30.257,-97.752
16434,30.255,-97.717
15176,30.26,-97.738
14549,30.267,-97.746
15179,30.267,-97.738
15179,30.267,-97.738
14078,30.269,-97.753
15179,30.267,-97.738
15018,30.258,-97.739
14391,30.264,-97.749
13921,30.272,-97.756
16279,30.261,-97.721
13917,30.262,-97.756
13759,30.261,-97.758
15019,30.262,-97.739
13446,30.265,-97.762
15642,30.245,-97.73
14242,30.286,-97.75
15180,30.268,-97.736
12657,30.261,-97.774
13132,30.269,-97.768
14866,30.271,-97.741
14866,30.271,-97.741
14557,30.286,-97.745
12973,30.264,-97.771
15020,30.264,-97.74
14863,30.265,-97.742
15176,30.26,-97.738
15188,30.289,-97.736
13123,30.246,-97.768
14705,30.264,-97.743
13293,30.276,-97.765
14548,30.265,-97.747
15178,30.264,-97.738
12494,30.248,-97.777
16279,30.261,-97.721
14552,30.273,-97.746
14073,30.258,-97.753
16916,30.278,-97.71
14234,30.266,-97.75
14234,30.266,-97.75
13126,30.253,-97.767
14870,30.28,-97.742
14549,30.267,-97.745
14548,30.264,-97.747
14075,30.263,-97.753
14394,30.273,-97.75
14077,30.269,-97.753
14864,30.266,-97.741
12820,30.275,-97.771
14863,30.264,-97.741
14548,30.265,-97.746
14077,30.267,-97.752
14863,30.265,-97.742
15493,30.265,-97.732
14863,30.265,-97.742
14234,30.267,-97.752
13288,30.264,-97.766
13446,30.265,-97.764
15332,30.255,-97.735
14391,30.266,-97.749
14235,30.269,-97.75
15493,30.264,-97.731
14548,30.264,-97.746
14391,30.266,-97.749
