idstation,lat1,lon1
14552,30.274,-97.745
14552,30.274,-97.745
14225,30.245,-97.751
14706,30.265,-97.743
14080,30.276,-97.753
13442,30.256,-97.763
14388,30.258,-97.749
13764,30.273,-97.758
14385,30.251,-97.748
14398,30.283,-97.748
14078,30.27,-97.753
14863,30.265,-97.742
14238,30.277,-97.75
16119,30.256,-97.722
14389,30.26,-97.749
14863,30.265,-97.742
15650,30.264,-97.729
14232,30.262,-97.75
16119,30.256,-97.722
14702,30.256,-97.743
14865,30.268,-97.742
14866,30.271,-97.742
14557,30.285,-97.747
13130,30.263,-97.767
15021,30.265,-97.74
15178,30.265,-97.737
14385,30.251,-97.749
14549,30.265,-97.746
14392,30.267,-97.749
14707,30.268,-97.743
14858,30.252,-97.741
14393,30.27,-97.749
14078,30.271,-97.753
14399,30.285,-97.749
13279,30.243,-97.764
14550,30.269,-97.746
13440,30.252,-97.763
13285,30.257,-97.765
13442,30.256,-97.763
15650,30.263,-97.728
15186,30.282,-97.737
12345,30.269,-97.779
15021,30.264,-97.738
16279,30.262,-97.72
14379,30.237,-97.749
14712,30.281,-97.744
13603,30.264,-97.76
14230,30.257,-97.752
15799,30.244,-97.727
14707,30.268,-97.745
14077,30.269,-97.753
14390,30.264,-97.748
15021,30.265,-97.74
16289,30.284,-97.72
14870,30.28,-97.741
14702,30.255,-97.744
15493,30.264,-97.733
14077,30.268,-97.752
14716,30.29,-97.744
14389,30.261,-97.748
13605,30.268,-97.76
14559,30.29,-97.747
12972,30.263,-97.77
13760,30.263,-97.759
16114,30.242,-97.723
14701,30.254,-97.744
14544,30.254,-97.747
16593,30.258,-97.715
14712,30.28,-97.744
15010,30.24,-97.739
14234,30.267,-97.75
15335,30.263,-97.735
14388,30.259,-97.748
13288,30.264,-97.766
15495,30.269,-97.732
14391,30.265,-97.747
14232,30.263,-97.751
12018,30.241,-97.784
15180,30.27,-97.736
12973,30.264,-97.77
14230,30.257,-97.752
14389,30.261,-97.748
16595,30.263,-97.715
14078,30.271,-97.753
14878,30.299,-97.741
14230,30.257,-97.752
15019,30.26,-97.739
16280,30.263,-97.72
14242,30.285,-97.75
14395,30.274,-97.749
14550,30.268,-97.745
14395,30.274,-97.749
15022,30.267,-97.74
13442,30.255,-97.762
15489,30.256,-97.732
14870,30.28,-97.741
14548,30.265,-97.746
14546,30.259,-97.747
14557,30.285,-97.747
14701,30.254,-97.744
14700,30.251,-97.744
14389,30.261,-97.749
14401,30.289,-97.748
13442,30.255,-97.761
14705,30.264,-97.744
14705,30.264,-97.744
13444,30.262,-97.763
14075,30.264,-97.754
13446,30.264,-97.762
13441,30.253,-97.764
14401,30.289,-97.749
13441,30.253,-97.764
13760,30.263,-97.759
14560,30.292,-97.745
15018,30.258,-97.739
15018,30.258,-97.739
14075,30.263,-97.753
14550,30.269,-97.747
14230,30.257,-97.751
14230,30.257,-97.752
14230,30.257,-97.752
15810,30.269,-97.728
13760,30.263,-97.758
14389,30.261,-97.749
16286,30.277,-97.721
14714,30.284,-97.745
14075,30.263,-97.754
14557,30.285,-97.747
16287,30.28,-97.72
14077,30.269,-97.754
15176,30.26,-97.736
14870,30.281,-97.741
14385,30.25,-97.749
14718,30.295,-97.744
15807,30.262,-97.726
13446,30.265,-97.762
12965,30.245,-97.768
16121,30.26,-97.723
12973,30.264,-97.771
14078,30.27,-97.754
14873,30.287,-97.741
13444,30.262,-97.763
15018,30.259,-97.738
14705,30.264,-97.744
14548,30.265,-97.747
12657,30.262,-97.775
14234,30.266,-97.75
14391,30.266,-97.749
14863,30.264,-97.742
14864,30.267,-97.742
13292,30.275,-97.765
14863,30.265,-97.742
14234,30.266,-97.75
14234,30.266,-97.75
14073,30.258,-97.753
14707,30.268,-97.743
14066,30.242,-97.753
14076,30.266,-97.753
14863,30.265,-97.742
14717,30.29,-97.744
14863,30.265,-97.742
14394,30.272,-97.748
14548,30.264,-97.745
14548,30.264,-97.746
14392,30.268,-97.75
16267,30.233,-97.72
14859,30.254,-97.742
13764,30.273,-97.757
15019,30.262,-97.739
15019,30.262,-97.739
16136,30.296,-97.723
16751,30.259,-97.712
13760,30.263,-97.759
14863,30.265,-97.742
14073,30.258,-97.753
14560,30.292,-97.746
13764,30.273,-97.757
14712,30.281,-97.744
14864,30.267,-97.741
15180,30.269,-97.737
15807,30.262,-97.726
14864,30.267,-97.741
14234,30.266,-97.75
14233,30.264,-97.751
13602,30.262,-97.762
12973,30.264,-97.77
14870,30.28,-97.741
14238,30.276,-97.75
15189,30.29,-97.736
15486,30.248,-97.733
15503,30.287,-97.732
14863,30.265,-97.742
16295,30.3,-97.72
14865,30.269,-97.741
14707,30.268,-97.743
16118,30.252,-97.723
14557,30.285,-97.747
14388,30.258,-97.749
13603,30.264,-97.76
15017,30.257,-97.739
13602,30.262,-97.762
15010,30.24,-97.739
14391,30.264,-97.749
14864,30.267,-97.741
15340,30.275,-97.735
14715,30.287,-97.743
13917,30.262,-97.757
15964,30.262,-97.725
14702,30.256,-97.743
15493,30.264,-97.733
13442,30.256,-97.762
13441,30.253,-97.764
14870,30.28,-97.741
15489,30.256,-97.732
15807,30.262,-97.727
11869,30.261,-97.787
14880,30.304,-97.742
15964,30.261,-97.725
12820,30.275,-97.771
13447,30.268,-97.764
15807,30.262,-97.726
14389,30.26,-97.747
14877,30.298,-97.742
13446,30.265,-97.764
14234,30.267,-97.75
16748,30.253,-97.714
16748,30.253,-97.714
14706,30.265,-97.744
14864,30.267,-97.74
13441,30.253,-97.764
15493,30.264,-97.731
16122,30.261,-97.722
13759,30.261,-97.756
14401,30.289,-97.748
16604,30.285,-97.715
14391,30.265,-97.749
14552,30.273,-97.747
15022,30.267,-97.739
14854,30.244,-97.741
15168,30.241,-97.738
14232,30.261,-97.75
14712,30.281,-97.744
16447,30.285,-97.718
15023,30.269,-97.739
14391,30.266,-97.749
13917,30.262,-97.755
16598,30.271,-97.715
15019,30.262,-97.739
13917,30.262,-97.756
15022,30.267,-97.739
14877,30.298,-97.741
15810,30.269,-97.728
13917,30.262,-97.756
16285,30.274,-97.72
16285,30.274,-97.72
14549,30.266,-97.747
16923,30.293,-97.711
14848,30.228,-97.741
14230,30.257,-97.752
12973,30.264,-97.77
15330,30.251,-97.734
14871,30.283,-97.742
15018,30.258,-97.738
14385,30.251,-97.749
16593,30.259,-97.716
16293,30.294,-97.72
14864,30.266,-97.742
14237,30.274,-97.751
13446,30.265,-97.762
13921,30.272,-97.756
16439,30.267,-97.719
14556,30.283,-97.746
13764,30.273,-97.759
15495,30.269,-97.731
14241,30.284,-97.75
15964,30.262,-97.725
16311,30.337,-97.72
15338,30.271,-97.735
16751,30.259,-97.712
16594,30.259,-97.715
14707,30.268,-97.744
12973,30.264,-97.771
14865,30.268,-97.741
14232,30.263,-97.75
16885,30.203,-97.71
14391,30.265,-97.749
14863,30.264,-97.741
14234,30.266,-97.75
14549,30.267,-97.745
14234,30.266,-97.75
14866,30.271,-97.742
14864,30.267,-97.742
14864,30.267,-97.742
14862,30.262,-97.743
14547,30.261,-97.747
14394,30.273,-97.75
14548,30.264,-97.747
16907,30.257,-97.711
14707,30.267,-97.743
14548,30.265,-97.746
14234,30.266,-97.75
14708,30.271,-97.744
14077,30.268,-97.753
14865,30.268,-97.741
14863,30.265,-97.742
14707,30.267,-97.742
15342,30.28,-97.734
14548,30.264,-97.745
14545,30.256,-97.747
12973,30.263,-97.768
14067,30.244,-97.752
14706,30.265,-97.743
15021,30.264,-97.738
13123,30.246,-97.768
14863,30.265,-97.742
15018,30.258,-97.739
14234,30.266,-97.75
14394,30.272,-97.749
14389,30.261,-97.75
14389,30.261,-97.75
14389,30.261,-97.75
14389,30.261,-97.75
15021,30.265,-97.74
14078,30.27,-97.754
13918,30.264,-97.756
14234,30.266,-97.751
14079,30.272,-97.754
16751,30.259,-97.712
14546,30.259,-97.747
14223,30.241,-97.751
14868,30.277,-97.742
14706,30.264,-97.743
14398,30.283,-97.748
15495,30.27,-97.732
15027,30.279,-97.739
12821,30.277,-97.772
14400,30.287,-97.748
14230,30.257,-97.752
13292,30.274,-97.764
16119,30.256,-97.722
14077,30.268,-97.753
14077,30.268,-97.752
14705,30.264,-97.744
15180,30.269,-97.735
14705,30.264,-97.744
14549,30.267,-97.745
16748,30.253,-97.713
12814,30.261,-97.771
14391,30.265,-97.749
13130,30.263,-97.768
15186,30.284,-97.737
14234,30.267,-97.752
16907,30.256,-97.71
14705,30.263,-97.744
12975,30.269,-97.77
15807,30.262,-97.727
15799,30.244,-97.727
15959,30.247,-97.724
12029,30.266,-97.784
15021,30.266,-97.74
16595,30.263,-97.714
14391,30.264,-97.749
17075,30.281,-97.709
14543,30.253,-97.747
16118,30.252,-97.723
14384,30.249,-97.75
14385,30.251,-97.749
15011,30.241,-97.74
14558,30.288,-97.745
13134,30.271,-97.768
14853,30.24,-97.742
15964,30.262,-97.725
13289,30.267,-97.765
15348,30.293,-97.735
14548,30.265,-97.746
13441,30.253,-97.764
14545,30.256,-97.746
15965,30.263,-97.726
14393,30.269,-97.748
14701,30.254,-97.744
13760,30.263,-97.759
15964,30.261,-97.725
14389,30.261,-97.75
12972,30.263,-97.77
14235,30.27,-97.75
14390,30.264,-97.748
15800,30.245,-97.726
15800,30.245,-97.726
15964,30.26,-97.725
16600,30.275,-97.715
12973,30.264,-97.768
15799,30.244,-97.727
15965,30.263,-97.725
15965,30.263,-97.726
15031,30.29,-97.74
15019,30.26,-97.739
15335,30.264,-97.735
14862,30.261,-97.742
14079,30.272,-97.753
14068,30.246,-97.754
14864,30.267,-97.741
14238,30.277,-97.752
14872,30.286,-97.742
14233,30.265,-97.752
14402,30.291,-97.748
16286,30.277,-97.721
13764,30.272,-97.757
14704,30.261,-97.742
12973,30.264,-97.77
14705,30.263,-97.745
14707,30.268,-97.743
14705,30.263,-97.745
15495,30.269,-97.732
13917,30.262,-97.756
14393,30.27,-97.749
15179,30.265,-97.737
16122,30.262,-97.723
14880,30.304,-97.742
13442,30.255,-97.761
14557,30.285,-97.747
13918,30.264,-97.756
13130,30.263,-97.766
14544,30.256,-97.746
14864,30.266,-97.741
14230,30.257,-97.75
14550,30.269,-97.746
14864,30.267,-97.742
14864,30.267,-97.742
15175,30.257,-97.736
14075,30.264,-97.754
14863,30.263,-97.742
14875,30.292,-97.741
14550,30.269,-97.746
14713,30.283,-97.743
16604,30.285,-97.715
14230,30.257,-97.752
16280,30.263,-97.72
15178,30.264,-97.737
15018,30.258,-97.739
14078,30.271,-97.753
14547,30.26,-97.746
13451,30.278,-97.764
15021,30.266,-97.74
15021,30.266,-97.739
15808,30.264,-97.727
15018,30.258,-97.738
15020,30.264,-97.74
16749,30.255,-97.712
14549,30.266,-97.746
14558,30.289,-97.747
14716,30.29,-97.745
14392,30.269,-97.748
13442,30.255,-97.763
14391,30.265,-97.747
15647,30.257,-97.729
14707,30.268,-97.745
15808,30.263,-97.727
14557,30.285,-97.747
14393,30.27,-97.749
15486,30.248,-97.733
14389,30.261,-97.749
12814,30.261,-97.771
14389,30.261,-97.749
15486,30.248,-97.733
14859,30.255,-97.743
14241,30.284,-97.751
14401,30.289,-97.748
14855,30.245,-97.742
14705,30.263,-97.745
16439,30.267,-97.719
16423,30.23,-97.717
14549,30.266,-97.746
14385,30.251,-97.747
15334,30.261,-97.733
15348,30.293,-97.735
14546,30.259,-97.746
16607,30.292,-97.714
14399,30.284,-97.749
14863,30.263,-97.741
14874,30.29,-97.742
15020,30.263,-97.739
14557,30.285,-97.747
14557,30.285,-97.747
14872,30.286,-97.742
14872,30.286,-97.742
14706,30.265,-97.743
14077,30.268,-97.752
16595,30.263,-97.714
15183,30.277,-97.737
14548,30.265,-97.747
15493,30.265,-97.732
14385,30.251,-97.749
14392,30.267,-97.748
15651,30.265,-97.729
15019,30.262,-97.739
14877,30.298,-97.741
14544,30.254,-97.747
16436,30.26,-97.717
13598,30.252,-97.759
14388,30.259,-97.748
14227,30.249,-97.749
15798,30.241,-97.726
13450,30.274,-97.763
15650,30.264,-97.729
14706,30.265,-97.744
14238,30.277,-97.752
15964,30.262,-97.725
14707,30.268,-97.743
12809,30.248,-97.772
15020,30.262,-97.738
15964,30.262,-97.725
14235,30.27,-97.75
14235,30.27,-97.75
13445,30.262,-97.762
14861,30.26,-97.742
14235,30.27,-97.75
14389,30.261,-97.75
14230,30.257,-97.751
14384,30.249,-97.75
16596,30.265,-97.715
15338,30.271,-97.734
15018,30.258,-97.74
13760,30.263,-97.759
13131,30.265,-97.767
14550,30.269,-97.746
12657,30.262,-97.776
14869,30.279,-97.741
14550,30.269,-97.746
16122,30.262,-97.723
15964,30.262,-97.724
14232,30.261,-97.751
15347,30.291,-97.735
16749,30.254,-97.713
14724,30.308,-97.744
13603,30.265,-97.761
13603,30.265,-97.761
13599,30.255,-97.762
15807,30.262,-97.726
14549,30.266,-97.745
16591,30.254,-97.716
13760,30.263,-97.759
14544,30.254,-97.747
14874,30.29,-97.742
12973,30.263,-97.769
17075,30.281,-97.709
16292,30.292,-97.72
14544,30.254,-97.747
14232,30.262,-97.751
14707,30.268,-97.743
12804,30.237,-97.773
15037,30.304,-97.74
14385,30.251,-97.749
16917,30.281,-97.711
16917,30.28,-97.711
14713,30.281,-97.743
14385,30.251,-97.749
16285,30.275,-97.72
15017,30.257,-97.739
15174,30.253,-97.737
15964,30.26,-97.725
14859,30.255,-97.743
15018,30.258,-97.74
16270,30.239,-97.721
15017,30.257,-97.74
16593,30.259,-97.716
13907,30.239,-97.755
14874,30.29,-97.742
14549,30.267,-97.746
16127,30.274,-97.721
15793,30.23,-97.727
15022,30.268,-97.738
15179,30.267,-97.737
12657,30.262,-97.775
14077,30.269,-97.753
16443,30.276,-97.718
14547,30.261,-97.747
15031,30.29,-97.74
14707,30.267,-97.744
14234,30.267,-97.752
14234,30.266,-97.75
14548,30.265,-97.747
13600,30.257,-97.76
14549,30.266,-97.747
15810,30.269,-97.728
14074,30.26,-97.753
14545,30.256,-97.746
14546,30.259,-97.746
14707,30.268,-97.743
14230,30.257,-97.75
14390,30.264,-97.749
13918,30.264,-97.756
14864,30.265,-97.742
14549,30.266,-97.747
14707,30.267,-97.743
14550,30.269,-97.746
13603,30.264,-97.76
14234,30.266,-97.75
14548,30.265,-97.747
15022,30.269,-97.74
14706,30.265,-97.743
14710,30.276,-97.744
15024,30.273,-97.739
15649,30.26,-97.729
14230,30.258,-97.75
15330,30.251,-97.735
13130,30.263,-97.768
13603,30.264,-97.76
12973,30.264,-97.771
14862,30.262,-97.741
15020,30.262,-97.738
15172,30.25,-97.737
13919,30.267,-97.754
14864,30.266,-97.74
14546,30.259,-97.746
14391,30.266,-97.749
15964,30.26,-97.725
14863,30.265,-97.742
14234,30.266,-97.75
14863,30.265,-97.742
15022,30.269,-97.74
12973,30.264,-97.771
14389,30.261,-97.749
15187,30.286,-97.737
15021,30.264,-97.738
15020,30.263,-97.739
17075,30.28,-97.709
16908,30.259,-97.711
14866,30.272,-97.741
16118,30.252,-97.722
14234,30.265,-97.751
14864,30.267,-97.741
14547,30.261,-97.745
12977,30.274,-97.77
14235,30.269,-97.75
14863,30.265,-97.742
15021,30.266,-97.739
15179,30.267,-97.736
14232,30.261,-97.75
14870,30.28,-97.741
17075,30.281,-97.709
15179,30.266,-97.736
14230,30.257,-97.752
14850,30.233,-97.742
14230,30.257,-97.752
16111,30.236,-97.722
14867,30.274,-97.741
15021,30.265,-97.74
13442,30.256,-97.763
15178,30.264,-97.738
14557,30.285,-97.746
16115,30.244,-97.722
16112,30.239,-97.723
13600,30.257,-97.76
13293,30.275,-97.764
14078,30.271,-97.753
14236,30.27,-97.751
14391,30.266,-97.748
15021,30.265,-97.738
15957,30.244,-97.726
15022,30.267,-97.74
14077,30.268,-97.753
15029,30.284,-97.737
15021,30.264,-97.738
15017,30.257,-97.74
14863,30.265,-97.742
13759,30.261,-97.758
15022,30.269,-97.74
14379,30.237,-97.749
14705,30.264,-97.743
14401,30.29,-97.748
14726,30.312,-97.744
14078,30.27,-97.754
15011,30.241,-97.74
14384,30.249,-97.75
13446,30.265,-97.762
15799,30.244,-97.727
13130,30.264,-97.767
13759,30.261,-97.758
15019,30.261,-97.738
14077,30.267,-97.752
12973,30.264,-97.77
14549,30.267,-97.746
15010,30.24,-97.739
16593,30.259,-97.715
14862,30.263,-97.742
14707,30.268,-97.743
16122,30.262,-97.722
14866,30.272,-97.741
16593,30.259,-97.715
14866,30.272,-97.741
14863,30.265,-97.742
16593,30.259,-97.715
14863,30.265,-97.742
14708,30.271,-97.744
15493,30.265,-97.731
14549,30.266,-97.747
14389,30.261,-97.749
14708,30.27,-97.743
14706,30.266,-97.743
14065,30.239,-97.753
14546,30.259,-97.747
16912,30.268,-97.71
15178,30.264,-97.737
14722,30.304,-97.743
15018,30.258,-97.739
14864,30.267,-97.741
13279,30.243,-97.764
14227,30.249,-97.749
13920,30.268,-97.755
14226,30.248,-97.75
15022,30.267,-97.74
14387,30.255,-97.748
14075,30.264,-97.754
14705,30.263,-97.743
14707,30.269,-97.743
14392,30.267,-97.748
16434,30.255,-97.717
14544,30.256,-97.746
14706,30.265,-97.744
16114,30.243,-97.722
14067,30.244,-97.752
14858,30.252,-97.74
12826,30.289,-97.772
14392,30.267,-97.749
13293,30.276,-97.765
15805,30.258,-97.727
14546,30.259,-97.747
14544,30.256,-97.747
13453,30.282,-97.763
13292,30.275,-97.765
15029,30.285,-97.74
14707,30.269,-97.743
13293,30.276,-97.765
14395,30.276,-97.749
13607,30.273,-97.759
14708,30.27,-97.745
13917,30.261,-97.755
14705,30.264,-97.744
13123,30.246,-97.768
12821,30.277,-97.772
15021,30.266,-97.738
14546,30.259,-97.746
14244,30.29,-97.75
15188,30.289,-97.737
14714,30.285,-97.743
14706,30.266,-97.742
15335,30.263,-97.734
13918,30.264,-97.756
14078,30.269,-97.753
14078,30.27,-97.753
15188,30.287,-97.737
12040,30.294,-97.784
14558,30.288,-97.747
15017,30.256,-97.739
16593,30.259,-97.715
13921,30.271,-97.756
14075,30.263,-97.754
14078,30.27,-97.753
15827,30.31,-97.727
14385,30.251,-97.749
15807,30.262,-97.726
14234,30.266,-97.75
14707,30.267,-97.743
15016,30.253,-97.738
13918,30.264,-97.756
14548,30.265,-97.747
15178,30.264,-97.737
14717,30.291,-97.744
14859,30.255,-97.743
14389,30.261,-97.749
15964,30.262,-97.725
15500,30.281,-97.732
16118,30.252,-97.723
13442,30.256,-97.763
13442,30.256,-97.763
14397,30.279,-97.749
16289,30.284,-97.721
15018,30.259,-97.739
14386,30.252,-97.748
15018,30.259,-97.739
14225,30.246,-97.751
13440,30.252,-97.763
15021,30.266,-97.74
13759,30.261,-97.759
14075,30.264,-97.754
14393,30.27,-97.748
14393,30.27,-97.748
15652,30.268,-97.731
14393,30.269,-97.748
15493,30.265,-97.731
14393,30.27,-97.748
12494,30.248,-97.777
12494,30.248,-97.777
14547,30.262,-97.745
14546,30.258,-97.746
14223,30.241,-97.751
14546,30.259,-97.747
16750,30.257,-97.712
14226,30.248,-97.75
14226,30.248,-97.75
14076,30.265,-97.752
14863,30.264,-97.741
13132,30.269,-97.768
14546,30.26,-97.747
15016,30.254,-97.739
15799,30.242,-97.728
14865,30.268,-97.741
15817,30.286,-97.728
14861,30.26,-97.742
14078,30.27,-97.753
14392,30.267,-97.749
15343,30.282,-97.735
14873,30.287,-97.742
15180,30.269,-97.736
13602,30.262,-97.759
14714,30.285,-97.743
14871,30.284,-97.742
13442,30.256,-97.763
12019,30.242,-97.783
15020,30.264,-97.74
14078,30.27,-97.753
13607,30.273,-97.76
14865,30.268,-97.742
14717,30.291,-97.744
15181,30.271,-97.737
16285,30.275,-97.72
13134,30.271,-97.768
14226,30.248,-97.751
14708,30.269,-97.743
14073,30.259,-97.752
14231,30.259,-97.75
12814,30.261,-97.771
13917,30.261,-97.755
14385,30.251,-97.749
14076,30.265,-97.752
14389,30.26,-97.749
15652,30.269,-97.729
13602,30.261,-97.759
14705,30.263,-97.744
14869,30.278,-97.741
14385,30.251,-97.749
14546,30.259,-97.747
14234,30.267,-97.752
14708,30.27,-97.745
14234,30.266,-97.75
15018,30.258,-97.739
15495,30.269,-97.731
16119,30.256,-97.723
13130,30.263,-97.767
14864,30.267,-97.74
13768,30.283,-97.759
14872,30.285,-97.742
14705,30.262,-97.744
14071,30.254,-97.754
14391,30.266,-97.749
15799,30.244,-97.727
16118,30.252,-97.723
16118,30.252,-97.723
12967,30.249,-97.77
12967,30.249,-97.77
14550,30.268,-97.745
13764,30.273,-97.758
15180,30.269,-97.736
14393,30.269,-97.748
15188,30.289,-97.737
14863,30.265,-97.742
14872,30.285,-97.741
14706,30.265,-97.743
14706,30.265,-97.745
13920,30.27,-97.756
14078,30.27,-97.754
14867,30.274,-97.74
14558,30.289,-97.747
14071,30.254,-97.754
14393,30.27,-97.749
14546,30.26,-97.747
14235,30.27,-97.751
15179,30.266,-97.737
15808,30.264,-97.727
14074,30.259,-97.753
15492,30.262,-97.733
16758,30.276,-97.714
15009,30.236,-97.738
17248,30.319,-97.706
14077,30.267,-97.752
14865,30.27,-97.742
14077,30.267,-97.753
14862,30.262,-97.743
14707,30.268,-97.743
14392,30.268,-97.75
14708,30.27,-97.744
13437,30.245,-97.763
12659,30.266,-97.774
14707,30.268,-97.743
14706,30.266,-97.744
14705,30.264,-97.743
14389,30.262,-97.749
14549,30.266,-97.747
13134,30.272,-97.768
14389,30.262,-97.749
16119,30.254,-97.722
14235,30.27,-97.751
15350,30.3,-97.734
14550,30.269,-97.745
14706,30.266,-97.743
13445,30.264,-97.763
14389,30.261,-97.749
14393,30.27,-97.748
14549,30.267,-97.745
14708,30.27,-97.743
14549,30.267,-97.746
14863,30.265,-97.742
13920,30.269,-97.757
16429,30.243,-97.718
14705,30.263,-97.743
13437,30.245,-97.763
14226,30.248,-97.751
12339,30.254,-97.78
15338,30.27,-97.734
14079,30.271,-97.754
12339,30.254,-97.78
15023,30.271,-97.738
14556,30.283,-97.746
14244,30.29,-97.75
15017,30.256,-97.74
14716,30.289,-97.743
15010,30.24,-97.739
12335,30.245,-97.779
14077,30.269,-97.753
14701,30.254,-97.744
14705,30.264,-97.743
16613,30.306,-97.715
14075,30.263,-97.754
14077,30.269,-97.754
16285,30.275,-97.72
13603,30.264,-97.76
12804,30.237,-97.771
14225,30.245,-97.752
14864,30.267,-97.741
14863,30.264,-97.742
14225,30.245,-97.752
14706,30.266,-97.743
14235,30.27,-97.751
12658,30.263,-97.775
14221,30.236,-97.751
15641,30.242,-97.731
15965,30.263,-97.726
15334,30.262,-97.735
13603,30.264,-97.76
14389,30.261,-97.749
15018,30.259,-97.739
17239,30.297,-97.707
14706,30.266,-97.743
14077,30.268,-97.753
16920,30.286,-97.711
15332,30.255,-97.735
15019,30.261,-97.738
15335,30.264,-97.735
14079,30.271,-97.753
15018,30.259,-97.739
13760,30.263,-97.759
13918,30.263,-97.756
14389,30.26,-97.749
13609,30.278,-97.761
11702,30.239,-97.789
13764,30.272,-97.759
15661,30.289,-97.729
15020,30.262,-97.738
14385,30.251,-97.749
13442,30.256,-97.763
12972,30.262,-97.77
17075,30.28,-97.709
13917,30.263,-97.755
13760,30.263,-97.759
14385,30.252,-97.748
15018,30.258,-97.739
16284,30.273,-97.72
15031,30.289,-97.739
14078,30.271,-97.754
13759,30.261,-97.758
14077,30.268,-97.753
15017,30.256,-97.74
14706,30.265,-97.745
14716,30.29,-97.743
13599,30.255,-97.762
14706,30.265,-97.743
14077,30.269,-97.754
15019,30.261,-97.738
13599,30.255,-97.762
15021,30.265,-97.738
13437,30.245,-97.763
14870,30.282,-97.742
15964,30.26,-97.725
17075,30.28,-97.709
14714,30.285,-97.743
15350,30.3,-97.734
15493,30.264,-97.732
13925,30.281,-97.757
13602,30.262,-97.761
12493,30.247,-97.777
12494,30.248,-97.777
15975,30.288,-97.725
15176,30.26,-97.738
15967,30.268,-97.724
14394,30.273,-97.75
14865,30.27,-97.742
14389,30.261,-97.747
15807,30.262,-97.727
14388,30.258,-97.749
14705,30.262,-97.743
15374,30.355,-97.734
14873,30.287,-97.742
14862,30.262,-97.743
15496,30.271,-97.731
15646,30.253,-97.728
15024,30.273,-97.739
14865,30.268,-97.741
14706,30.265,-97.743
15493,30.264,-97.731
14550,30.269,-97.746
14707,30.268,-97.743
14865,30.268,-97.741
14546,30.26,-97.745
15188,30.289,-97.736
15029,30.285,-97.74
15485,30.246,-97.732
12973,30.264,-97.771
15177,30.261,-97.737
14706,30.265,-97.744
14549,30.267,-97.746
14705,30.264,-97.743
15808,30.264,-97.727
14235,30.27,-97.751
14390,30.262,-97.748
15019,30.261,-97.738
14546,30.26,-97.747
15343,30.281,-97.735
13912,30.249,-97.755
15807,30.262,-97.727
17393,30.287,-97.703
15344,30.285,-97.735
16429,30.242,-97.717
15020,30.263,-97.739
14714,30.285,-97.743
14079,30.272,-97.754
14865,30.269,-97.741
15187,30.285,-97.736
16917,30.281,-97.71
15344,30.285,-97.734
14864,30.267,-97.74
15495,30.269,-97.732
14393,30.269,-97.748
14704,30.26,-97.745
17075,30.281,-97.709
15494,30.266,-97.731
14244,30.29,-97.75
14862,30.262,-97.743
12973,30.264,-97.771
12973,30.264,-97.771
17075,30.281,-97.709
14234,30.266,-97.752
17075,30.281,-97.709
14706,30.264,-97.744
14389,30.261,-97.749
16279,30.26,-97.72
15033,30.295,-97.739
13605,30.268,-97.76
14872,30.285,-97.742
13599,30.255,-97.76
14714,30.285,-97.743
17075,30.28,-97.709
17075,30.28,-97.709
15178,30.265,-97.737
15334,30.262,-97.735
12973,30.264,-97.771
12973,30.264,-97.771
14716,30.29,-97.743
8674,30.153,-97.834
14227,30.25,-97.75
16279,30.262,-97.72
14385,30.251,-97.749
14077,30.269,-97.754
16138,30.299,-97.722
14702,30.255,-97.744
14080,30.275,-97.752
12819,30.272,-97.772
14707,30.267,-97.743
14862,30.263,-97.741
14079,30.272,-97.753
15967,30.268,-97.725
14709,30.272,-97.743
15343,30.283,-97.734
14559,30.291,-97.747
15975,30.288,-97.725
17075,30.28,-97.709
14401,30.29,-97.749
15805,30.258,-97.728
14389,30.261,-97.748
15178,30.265,-97.737
16600,30.275,-97.714
14864,30.267,-97.741
14386,30.254,-97.748
14705,30.263,-97.745
14400,30.288,-97.748
14384,30.25,-97.749
15964,30.261,-97.725
15810,30.269,-97.728
14717,30.291,-97.744
15965,30.263,-97.725
12493,30.247,-97.778
17075,30.281,-97.709
14389,30.261,-97.749
14231,30.26,-97.75
13917,30.263,-97.755
12649,30.243,-97.774
16285,30.274,-97.72
14705,30.263,-97.745
14705,30.263,-97.745
14705,30.263,-97.745
15808,30.264,-97.728
16119,30.256,-97.723
14704,30.261,-97.743
16436,30.26,-97.718
16751,30.259,-97.714
16920,30.286,-97.711
14077,30.267,-97.753
14707,30.268,-97.742
14863,30.264,-97.74
14546,30.258,-97.746
15330,30.251,-97.734
16593,30.259,-97.715
14075,30.262,-97.754
14705,30.262,-97.744
13764,30.272,-97.756
13917,30.261,-97.755
13442,30.254,-97.762
16121,30.26,-97.723
14550,30.269,-97.746
14546,30.259,-97.746
14547,30.261,-97.746
14707,30.268,-97.743
15019,30.26,-97.737
13759,30.261,-97.758
15180,30.268,-97.736
14544,30.255,-97.745
14388,30.258,-97.748
14548,30.264,-97.746
14707,30.267,-97.743
16281,30.266,-97.72
15178,30.264,-97.738
16293,30.294,-97.719
14075,30.263,-97.753
14702,30.256,-97.742
14226,30.248,-97.75
14077,30.268,-97.752
14390,30.264,-97.748
12814,30.261,-97.771
13603,30.263,-97.759
14862,30.262,-97.741
12973,30.264,-97.77
12973,30.264,-97.77
14391,30.264,-97.747
15798,30.241,-97.726
13912,30.25,-97.755
14713,30.282,-97.743
