duration,Trip Distance,datetime,month,hour,checkout_kiosk_id
1299,1304,09/07/2018 11:45:00,7,11,14389
0,0,12/10/2018 20:45:00,10,20,15178
1052,1722,09/07/2018 12:00:00,7,12,14863
730,1947,09/07/2018 12:15:00,7,12,13760
767,2028,09/07/2018 12:15:00,7,12,13913
443,1255,09/07/2018 12:15:00,7,12,14234
857,3428,09/07/2018 12:30:00,7,12,13917
680,2511,09/07/2018 13:45:00,7,13,13600
92,161,09/07/2018 14:00:00,7,14,14705
4310,50,02/09/2018 08:45:00,9,8,14391
419,1754,09/07/2018 14:15:00,7,14,14863
1121,3003,08/28/2018 03:00:00,8,15,14866
404,1368,09/07/2018 14:15:00,7,14,15018
748,1931,09/07/2018 14:30:00,7,14,15021
451,1513,09/07/2018 14:45:00,7,14,16121
244,837,09/07/2018 15:00:00,7,15,15187
333,1175,09/07/2018 16:00:00,7,16,15335
120,315,09/23/2018 10:00:00,9,10,16116
763,3122,09/07/2018 16:15:00,7,16,14391
660,1488,06/10/2018 23:00:00,10,23,12979
584,2317,09/07/2018 16:45:00,7,16,14708
741,2108,09/07/2018 17:00:00,7,17,14705
750,2655,09/07/2018 17:00:00,7,17,14705
660,0,04/09/2018 11:45:00,9,11,13759
678,2189,09/07/2018 17:00:00,7,17,14705
2010,4442,09/07/2018 17:15:00,7,17,13442
600,1123,01/09/2018 17:30:00,9,17,14234
395,1110,09/07/2018 17:30:00,7,17,14546
1585,3895,09/07/2018 17:30:00,7,17,13765
1005,3235,09/07/2018 17:45:00,7,17,13921
569,901,09/07/2018 17:45:00,7,17,15964
5968,63,10/28/2018 03:45:00,10,15,15964
418,1030,09/07/2018 18:15:00,7,18,14866
240,1818,08/25/2018 08:00:00,8,20,13289
2654,4426,09/07/2018 18:15:00,7,18,15021
398,1368,09/07/2018 18:30:00,7,18,14077
938,2141,10/10/2018 22:15:00,10,22,15178
1320,3862,09/07/2018 18:45:00,7,18,14869
447,1336,09/07/2018 19:00:00,7,19,14716
120,373,10/14/2018 03:45:00,10,15,13446
522,1255,09/07/2018 19:00:00,7,19,13760
358,1561,09/07/2018 19:15:00,7,19,15964
375,515,09/07/2018 19:45:00,7,19,14393
357,483,09/07/2018 19:45:00,7,19,14393
632,2527,09/07/2018 20:00:00,7,20,13441
1837,3519,08/09/2018 16:45:00,9,16,14389
177,90,09/29/2018 04:30:00,9,16,15962
1020,1463,01/09/2018 15:15:00,9,15,14080
1777,3830,09/07/2018 20:45:00,7,20,14863
3638,10123,09/07/2018 21:00:00,7,21,14550
597,3106,09/07/2018 21:00:00,7,21,14394
487,1642,09/07/2018 21:15:00,7,21,15186
240,881,10/10/2018 20:15:00,10,20,14389
736,4136,09/07/2018 22:30:00,7,22,14863
402,1062,09/07/2018 22:45:00,7,22,14862
657,2639,09/07/2018 22:45:00,7,22,13442
1020,2234,09/22/2018 10:00:00,9,22,14705
754,2591,01/09/2018 00:15:00,9,0,14859
268,1110,09/07/2018 23:15:00,7,23,13751
218,483,09/07/2018 23:15:00,7,23,13907
2292,3310,10/22/2018 12:15:00,10,12,13918
1775,6453,10/07/2018 00:15:00,7,0,15019
2990,8011,09/24/2018 01:00:00,9,13,12973
686,3476,10/07/2018 07:45:00,7,7,13437
1218,998,10/07/2018 08:00:00,7,8,15021
240,742,09/28/2018 05:45:00,9,5,14389
1513,5150,10/07/2018 08:15:00,7,8,13442
775,3090,10/07/2018 08:30:00,7,8,14558
905,4056,10/07/2018 08:30:00,7,8,14077
419,1094,10/07/2018 08:45:00,7,8,14077
976,4474,10/07/2018 09:00:00,7,9,15799
1210,4152,10/07/2018 09:00:00,7,9,16285
774,2800,10/07/2018 09:30:00,7,9,13442
549,1674,10/07/2018 09:30:00,7,9,14385
353,1513,10/07/2018 10:30:00,7,10,14701
772,652,01/09/2018 20:30:00,9,20,14065
87,63,09/21/2018 11:15:00,9,11,14546
3298,11845,10/07/2018 11:30:00,7,11,14389
2449,2414,10/07/2018 11:45:00,7,11,13917
731,2060,10/07/2018 11:45:00,7,11,13760
840,974,03/09/2018 17:30:00,9,17,14225
703,2060,10/07/2018 11:45:00,7,11,13760
184,531,10/07/2018 12:15:00,7,12,14865
792,3846,10/07/2018 12:15:00,7,12,15188
572,1545,10/07/2018 12:15:00,7,12,13760
342,1030,10/07/2018 12:45:00,7,12,14714
335,1271,10/07/2018 13:00:00,7,13,15499
388,1416,10/07/2018 13:00:00,7,13,14863
488,1931,10/07/2018 13:15:00,7,13,14706
498,1770,10/07/2018 13:45:00,7,13,14391
1755,2494,10/07/2018 14:15:00,7,14,14705
360,597,09/20/2018 12:00:00,9,12,14389
307,1094,10/07/2018 14:30:00,7,14,14076
618,2140,10/07/2018 14:45:00,7,14,14711
664,1046,10/07/2018 14:45:00,7,14,15187
8,7,07/09/2018 10:15:00,9,10,15020
668,3637,10/07/2018 15:00:00,7,15,15807
2682,7306,10/07/2018 15:00:00,7,15,13917
1670,5649,10/07/2018 15:30:00,7,15,14862
634,2350,10/07/2018 15:30:00,7,15,14714
1058,4249,10/07/2018 15:45:00,7,15,16279
402,1127,10/07/2018 16:15:00,7,16,14077
414,1030,10/07/2018 16:45:00,7,16,14550
232,901,10/07/2018 17:15:00,7,17,14548
395,1706,10/07/2018 17:15:00,7,17,15188
2107,6212,10/07/2018 17:15:00,7,17,14385
2371,6389,10/07/2018 17:15:00,7,17,14385
1312,7613,08/23/2018 05:00:00,8,17,13132
694,2221,10/07/2018 17:30:00,7,17,14705
648,3589,10/07/2018 17:30:00,7,17,16447
343,917,10/07/2018 17:45:00,7,17,14077
607,2221,10/07/2018 18:00:00,7,18,14705
758,8,09/24/2018 05:30:00,9,17,14079
1594,6453,10/07/2018 18:00:00,7,18,14386
3258,6437,10/07/2018 18:00:00,7,18,14864
29,34,10/23/2018 02:45:00,10,14,15008
1098,5922,10/07/2018 18:00:00,7,18,14392
1030,4506,10/07/2018 18:15:00,7,18,15807
781,2704,10/07/2018 18:30:00,7,18,16119
258,1127,10/07/2018 18:45:00,7,18,14392
1605,2623,10/07/2018 19:00:00,7,19,14077
1558,6212,10/07/2018 19:00:00,7,19,16907
871,3927,10/07/2018 19:15:00,7,19,15799
60,131,06/10/2018 23:00:00,10,23,15021
1733,7226,10/07/2018 19:15:00,7,19,12973
3720,7321,12/09/2018 12:15:00,9,12,12972
348,1127,10/07/2018 19:15:00,7,19,13760
58,151,09/25/2018 02:00:00,9,14,13918
859,3943,10/07/2018 19:30:00,7,19,16285
535,1487,10/13/2018 10:30:00,10,22,14074
4036,7387,10/07/2018 19:45:00,7,19,15493
418,2237,10/07/2018 20:00:00,7,20,13912
464,1642,10/07/2018 20:00:00,7,20,13760
600,1956,02/09/2018 21:45:00,9,21,13446
1730,7145,10/07/2018 20:00:00,7,20,14865
2904,5971,10/07/2018 20:00:00,7,20,15494
227,869,10/07/2018 20:00:00,7,20,14707
931,2558,08/26/2018 12:45:00,8,0,15020
792,1770,10/07/2018 20:00:00,7,20,15343
1025,1963,10/07/2018 20:15:00,7,20,14718
2066,10960,10/07/2018 20:30:00,7,20,16608
484,724,10/07/2018 20:30:00,7,20,13282
1909,6502,10/07/2018 20:30:00,7,20,15962
595,2060,10/07/2018 20:45:00,7,20,13442
5940,11623,02/09/2018 13:30:00,9,13,14873
1032,2430,10/07/2018 20:45:00,7,20,14389
180,415,06/10/2018 14:15:00,10,14,13445
4833,3637,10/07/2018 21:00:00,7,21,15018
1304,821,07/09/2018 11:30:00,9,11,13911
2531,7612,07/21/2018 10:15:00,7,10,14706
1019,2993,07/21/2018 10:15:00,7,10,14868
778,2430,07/21/2018 10:45:00,7,10,14706
1917,3701,07/21/2018 11:00:00,7,11,14705
1392,4780,07/21/2018 11:00:00,7,11,13920
4068,12666,07/21/2018 11:15:00,7,11,13917
681,3718,07/21/2018 11:15:00,7,11,15962
1080,3161,10/26/2018 02:00:00,10,14,13918
481,1336,07/21/2018 11:30:00,7,11,14225
1074,3879,07/21/2018 11:30:00,7,11,13293
2879,2934,09/13/2018 04:45:00,9,16,12973
60,397,07/09/2018 12:00:00,9,12,14389
1271,4136,07/21/2018 11:30:00,7,11,15964
843,3203,07/21/2018 11:45:00,7,11,13764
46,0,12/10/2018 21:00:00,10,21,13761
339,837,07/21/2018 11:45:00,7,11,14715
437,1867,07/21/2018 12:00:00,7,12,16118
2004,3,08/31/2018 10:30:00,8,22,14551
2284,4764,07/21/2018 12:00:00,7,12,13917
2739,681,10/20/2018 04:15:00,10,16,14078
931,5037,07/21/2018 12:15:00,7,12,14701
306,628,07/21/2018 12:15:00,7,12,14235
271,628,07/21/2018 12:15:00,7,12,14235
2468,5472,07/21/2018 12:15:00,7,12,12972
230,901,07/21/2018 12:45:00,7,12,15031
480,1609,07/21/2018 12:45:00,7,12,13760
1620,574,04/10/2018 19:45:00,10,19,14391
55,88,09/17/2018 03:45:00,9,15,13288
979,3347,07/21/2018 01:15:00,7,13,12972
3404,5842,07/21/2018 01:15:00,7,13,14225
1397,2704,07/21/2018 01:30:00,7,13,14706
2059,3508,07/21/2018 01:30:00,7,13,14706
1962,3653,07/21/2018 01:45:00,7,13,14706
1062,2382,07/21/2018 01:45:00,7,13,14706
60,179,08/22/2018 10:30:00,8,10,13446
1830,6293,07/21/2018 01:45:00,7,13,13917
1883,6341,07/21/2018 01:45:00,7,13,13917
1,0,10/26/2018 03:00:00,10,15,12973
1641,2317,07/21/2018 01:45:00,7,13,14075
2103,7081,07/21/2018 01:45:00,7,13,14867
2304,5971,07/21/2018 02:00:00,7,14,15820
1176,5053,07/21/2018 02:00:00,7,14,17075
1852,3026,07/21/2018 02:15:00,7,14,14714
864,772,07/21/2018 02:15:00,7,14,15179
2404,7097,07/21/2018 02:15:00,7,14,12972
1363,5745,07/21/2018 02:30:00,7,14,12821
2779,4554,07/21/2018 02:30:00,7,14,15022
655,2382,07/21/2018 02:30:00,7,14,14870
740,3009,07/21/2018 03:00:00,7,15,14387
1628,3235,07/21/2018 03:00:00,7,15,15493
221,612,07/21/2018 03:00:00,7,15,14859
3704,14597,07/21/2018 03:00:00,7,15,15797
2276,5601,07/21/2018 03:15:00,7,15,14389
359,1175,07/21/2018 03:15:00,7,15,15807
300,9,09/25/2018 12:30:00,9,12,15018
866,3573,07/21/2018 03:15:00,7,15,14713
2605,8948,07/21/2018 03:30:00,7,15,15329
2218,6888,07/21/2018 03:30:00,7,15,15186
485,1754,07/21/2018 03:45:00,7,15,15495
1395,4764,07/21/2018 03:45:00,7,15,15799
2914,5391,07/21/2018 03:45:00,7,15,14389
1337,2173,07/21/2018 04:00:00,7,16,14385
1502,3589,07/21/2018 04:15:00,7,16,14716
295,241,07/21/2018 04:15:00,7,16,14080
2338,7982,07/21/2018 04:30:00,7,16,14389
315,772,07/21/2018 04:45:00,7,16,15493
769,2301,07/21/2018 04:45:00,7,16,14077
936,3621,07/21/2018 05:00:00,7,17,15022
2765,410,09/10/2018 18:00:00,10,18,13760
960,2419,05/10/2018 14:00:00,10,14,14385
994,2688,07/21/2018 05:00:00,7,17,13920
1070,3313,10/13/2018 08:15:00,10,8,15174
1779,4233,07/21/2018 05:00:00,7,17,15018
1689,1947,07/21/2018 05:15:00,7,17,14546
1007,0,01/09/2018 17:00:00,9,17,14864
3583,5697,07/21/2018 05:15:00,7,17,14716
2126,5729,07/21/2018 05:15:00,7,17,14705
940,2285,07/21/2018 05:30:00,7,17,14544
659,1931,07/21/2018 05:45:00,7,17,14862
2662,3573,07/21/2018 05:45:00,7,17,14544
357,1191,07/21/2018 06:00:00,7,18,14546
636,1819,07/21/2018 06:00:00,7,18,15495
81557,1674,07/21/2018 06:30:00,7,18,14870
2667,7065,07/21/2018 06:30:00,7,18,14389
890,2752,07/21/2018 06:45:00,7,18,15020
810,1287,07/21/2018 06:45:00,7,18,15017
1280,3879,07/21/2018 06:45:00,7,18,13289
3486,8465,07/21/2018 06:45:00,7,18,14545
59,33,09/28/2018 12:45:00,9,12,13917
1100,3846,07/21/2018 06:45:00,7,18,13289
764,1851,07/21/2018 07:00:00,7,19,15964
4673,8192,07/21/2018 07:00:00,7,19,15962
4740,21014,10/21/2018 04:30:00,10,16,14239
4650,8224,07/21/2018 07:00:00,7,19,15962
3375,10267,01/10/2018 13:15:00,10,13,13916
479,1384,07/21/2018 07:00:00,7,19,13599
1844,2849,07/21/2018 07:15:00,7,19,12972
971,4538,07/21/2018 07:15:00,7,19,15799
843,2398,07/21/2018 07:15:00,7,19,14714
532,1899,07/21/2018 07:30:00,7,19,14865
180,752,04/10/2018 18:45:00,10,18,13918
4252,6115,07/21/2018 07:30:00,7,19,14868
424,1159,07/21/2018 07:45:00,7,19,13920
540,3,04/11/2018 17:45:00,11,17,14385
333,1078,07/21/2018 07:45:00,7,19,13919
1780,4120,07/21/2018 07:45:00,7,19,15019
424,1690,07/21/2018 07:45:00,7,19,15648
2903,6663,07/21/2018 08:00:00,7,20,14225
3527,6743,07/21/2018 08:00:00,7,20,15017
1655,4554,07/21/2018 08:00:00,7,20,15179
1528,4731,07/21/2018 08:00:00,7,20,15179
2285,6357,07/21/2018 08:00:00,7,20,14226
683,2849,07/21/2018 08:00:00,7,20,14544
1140,2539,05/10/2018 20:30:00,10,20,12971
3180,4095,02/09/2018 15:00:00,9,15,15022
1,0,07/10/2018 14:15:00,10,14,15178
3853,5150,07/21/2018 08:00:00,7,20,14546
480,661,05/10/2018 11:45:00,10,11,14075
2701,6357,07/21/2018 08:15:00,7,20,15017
990,5230,07/21/2018 08:15:00,7,20,13760
2479,7194,07/21/2018 08:15:00,7,20,14386
2450,7081,07/21/2018 08:15:00,7,20,14386
1857,2414,07/21/2018 08:30:00,7,20,14706
723,2688,07/21/2018 08:30:00,7,20,14870
763,2704,07/21/2018 08:30:00,7,20,14549
742,2688,07/21/2018 08:30:00,7,20,14549
1365,1170,10/21/2018 09:15:00,10,9,12973
7,1,09/16/2018 11:15:00,9,11,13759
849,2832,07/21/2018 08:45:00,7,20,15963
2344,30365,09/16/2018 12:15:00,9,0,16121
895,3782,07/21/2018 09:00:00,7,21,14868
583,2591,07/21/2018 09:00:00,7,21,15962
2805,3573,07/21/2018 09:00:00,7,21,13918
3353,6164,07/21/2018 09:00:00,7,21,15799
3069,5874,07/21/2018 09:15:00,7,21,15799
60,7,09/15/2018 03:00:00,9,15,14550
1324,6695,07/21/2018 09:15:00,7,21,13588
672,740,07/21/2018 09:15:00,7,21,14546
930,3009,07/21/2018 09:15:00,7,21,15341
1,0,09/14/2018 02:30:00,9,14,13762
485,2108,07/21/2018 09:30:00,7,21,14705
1588,4,09/22/2018 09:45:00,9,9,14389
5027,11346,07/21/2018 09:30:00,7,21,16133
6688,16721,07/21/2018 09:45:00,7,21,14717
6597,18797,07/21/2018 09:45:00,7,21,14716
206,435,07/21/2018 10:15:00,7,22,14549
853,3557,07/21/2018 10:15:00,7,22,14393
39,26,04/09/2018 14:00:00,9,14,15021
793,3605,07/21/2018 11:00:00,7,23,14391
300,157,09/16/2018 12:00:00,9,0,14546
2149,1580,10/20/2018 04:00:00,10,16,14392
651,1819,07/21/2018 11:15:00,7,23,13602
1669,2881,07/21/2018 11:15:00,7,23,13599
259,1094,07/22/2018 12:00:00,7,0,15178
480,770,10/28/2018 12:45:00,10,12,14548
347,966,07/22/2018 12:00:00,7,0,15799
4995,9462,08/10/2018 11:00:00,10,11,14548
1807,3244,09/23/2018 05:30:00,9,17,15180
1558,7097,07/22/2018 12:15:00,7,0,15807
420,50,09/16/2018 12:00:00,9,0,15330
4290,7210,07/22/2018 12:15:00,7,0,14389
1592,3524,07/22/2018 12:15:00,7,0,14864
5454,10107,07/22/2018 12:15:00,7,0,14389
1646,3557,07/22/2018 12:15:00,7,0,14864
280,1287,07/22/2018 12:30:00,7,0,14705
625,1352,07/22/2018 01:00:00,7,1,15960
874,662,05/10/2018 20:30:00,10,20,14548
3412,3186,07/22/2018 01:15:00,7,1,16443
863,4200,07/22/2018 01:15:00,7,1,15021
264,772,07/22/2018 01:30:00,7,1,14392
611,2945,07/22/2018 01:30:00,7,1,14387
287,805,07/22/2018 01:45:00,7,1,15807
240,837,07/22/2018 02:30:00,7,2,15021
674,1127,07/22/2018 03:15:00,7,3,16285
828,2285,07/22/2018 03:15:00,7,3,14548
27000,132,03/09/2018 01:00:00,9,1,14393
1002,3492,07/22/2018 03:30:00,7,3,15340
2097,7387,07/22/2018 06:15:00,7,6,15962
479,24,02/10/2018 18:15:00,10,18,12973
11420,28244,07/22/2018 07:30:00,7,7,13283
586,2768,07/22/2018 07:45:00,7,7,14701
2853,728,01/09/2018 07:45:00,9,7,14390
2051,0,07/10/2018 22:45:00,10,22,14707
525,1947,07/22/2018 08:15:00,7,8,14385
412,1384,07/22/2018 08:45:00,7,8,14877
843,4007,07/22/2018 09:30:00,7,9,14075
600,7,09/25/2018 11:30:00,9,11,14389
3106,4345,07/22/2018 09:45:00,7,9,17075
155,3,09/24/2018 07:45:00,9,7,14546
2253,3,10/22/2018 12:15:00,10,12,13918
1235,853,07/22/2018 10:45:00,7,10,14557
943,1593,07/22/2018 11:15:00,7,11,13123
560,805,07/22/2018 11:30:00,7,11,13131
810,2720,07/22/2018 11:45:00,7,11,13283
1090,2382,07/22/2018 12:00:00,7,12,14077
342,1255,07/22/2018 12:00:00,7,12,14706
917,1625,07/22/2018 12:15:00,7,12,13442
654,1577,07/22/2018 12:15:00,7,12,13442
240,658,09/16/2018 09:15:00,9,9,14389
3629,3428,07/22/2018 12:30:00,7,12,14862
964,290,07/22/2018 12:30:00,7,12,14863
2749,2511,07/22/2018 12:45:00,7,12,14864
3114,8771,07/22/2018 12:45:00,7,12,14389
3994,2319,02/09/2018 22:30:00,9,22,14705
1888,3,09/24/2018 03:45:00,9,15,14385
3075,8835,07/22/2018 12:45:00,7,12,14389
152,402,07/22/2018 12:45:00,7,12,14544
831,1899,07/22/2018 12:45:00,7,12,13761
2420,3782,07/22/2018 01:00:00,7,13,14863
468,2269,07/22/2018 01:15:00,7,13,15960
648,1,09/14/2018 07:45:00,9,19,14704
1848,3508,07/22/2018 01:30:00,7,13,14548
1755,6614,07/22/2018 01:30:00,7,13,12973
762,1819,07/22/2018 01:30:00,7,13,13917
120,479,08/24/2018 10:00:00,8,10,14707
724,1738,07/22/2018 01:30:00,7,13,13917
1436,7516,07/22/2018 01:30:00,7,13,14699
2109,78,09/25/2018 06:30:00,9,18,12973
455,1529,07/22/2018 01:45:00,7,13,16751
602,1239,07/22/2018 01:45:00,7,13,16917
600,0,03/10/2018 21:45:00,10,21,14393
492,1931,07/22/2018 02:00:00,7,14,15017
735,1738,07/22/2018 02:00:00,7,14,15018
120,193,07/22/2018 02:15:00,7,14,14860
1499,3637,07/22/2018 02:15:00,7,14,13442
5188,6711,07/22/2018 02:30:00,7,14,14075
389,917,07/22/2018 02:30:00,7,14,14715
4101,13180,07/22/2018 02:45:00,7,14,15022
1,0,10/13/2018 09:15:00,10,21,13918
1778,8063,07/22/2018 02:45:00,7,14,14705
788,1754,07/22/2018 03:00:00,7,15,14076
833,2028,07/22/2018 03:00:00,7,15,12976
774,2060,07/22/2018 03:00:00,7,15,12976
816,1609,07/22/2018 03:00:00,7,15,13445
7694,7226,07/22/2018 03:00:00,7,15,16285
628,2108,07/22/2018 03:00:00,7,15,14705
1323,3557,07/22/2018 03:45:00,7,15,14078
37,5,09/29/2018 11:15:00,9,23,14074
660,2161,12/10/2018 22:45:00,10,22,14546
1322,3541,07/22/2018 03:45:00,7,15,14078
373,2253,07/22/2018 03:45:00,7,15,14706
3472,2688,07/22/2018 04:00:00,7,16,14389
1517,2768,07/22/2018 04:00:00,7,16,13130
420,31,06/10/2018 19:00:00,10,19,14233
3991,1947,07/22/2018 04:15:00,7,16,12805
1156,5005,07/22/2018 04:15:00,7,16,14401
1185,966,07/22/2018 04:15:00,7,16,12974
897,1239,07/22/2018 04:15:00,7,16,12974
2091,3814,07/22/2018 04:30:00,7,16,12972
513,1529,07/22/2018 04:45:00,7,16,14544
4710,4007,07/22/2018 04:45:00,7,16,14385
1222,3380,07/22/2018 04:45:00,7,16,12662
832,1738,07/22/2018 04:45:00,7,16,14548
784,1191,07/22/2018 05:00:00,7,17,15186
3999,9479,07/22/2018 05:15:00,7,17,12974
710,11,09/16/2018 03:15:00,9,15,14227
240,103,09/14/2018 10:45:00,9,22,15493
2013,7226,07/22/2018 05:15:00,7,17,16751
3149,6180,07/22/2018 05:30:00,7,17,12973
1103,4249,07/22/2018 05:30:00,7,17,15022
337,1030,07/22/2018 05:30:00,7,17,13758
257,901,07/22/2018 05:45:00,7,17,14078
698,1561,07/22/2018 05:45:00,7,17,15179
414,1191,07/22/2018 05:45:00,7,17,14553
191,563,07/22/2018 06:00:00,7,18,14077
561,998,07/22/2018 06:30:00,7,18,14716
2437,5601,07/22/2018 06:30:00,7,18,16434
1727,3508,07/22/2018 06:45:00,7,18,14389
1790,2012,07/22/2018 06:45:00,7,18,13600
300,1230,10/14/2018 11:00:00,10,11,15812
1821,4571,07/22/2018 07:00:00,7,19,16601
2309,3412,07/22/2018 07:00:00,7,19,14557
180,0,08/09/2018 13:45:00,9,13,14234
480,1634,12/10/2018 17:15:00,10,17,14863
1665,3203,07/22/2018 07:30:00,7,19,14714
2674,3444,07/22/2018 07:30:00,7,19,15812
1860,67,09/21/2018 03:00:00,9,15,14707
1648,6984,05/09/2018 08:00:00,9,8,14234
1336,1062,07/22/2018 07:45:00,7,19,14080
1572,2472,09/23/2018 01:15:00,9,13,14389
1920,495,06/10/2018 17:15:00,10,17,13603
960,2083,02/09/2018 14:30:00,9,14,13762
2638,5697,07/22/2018 08:00:00,7,20,13442
595,2012,07/22/2018 08:00:00,7,20,13292
938,4426,07/22/2018 08:00:00,7,20,13758
1160,4233,07/22/2018 08:30:00,7,20,16762
554,2366,07/22/2018 08:30:00,7,20,14391
993,869,07/22/2018 08:30:00,7,20,14078
946,499,07/22/2018 08:45:00,7,20,14235
2257,2768,07/22/2018 08:45:00,7,20,15810
398,1915,07/22/2018 09:00:00,7,21,16758
1320,2124,07/22/2018 09:30:00,7,21,16438
348,1979,07/22/2018 09:30:00,7,21,14871
1860,1674,07/22/2018 09:45:00,7,21,14865
298,193,07/22/2018 09:45:00,7,21,15022
799,2028,07/22/2018 10:00:00,7,22,14399
1827,2301,07/22/2018 10:15:00,7,22,14865
3060,5681,07/22/2018 10:15:00,7,22,14548
2894,5246,07/22/2018 10:15:00,7,22,14705
295,1062,07/22/2018 10:45:00,7,22,13450
303,998,07/23/2018 12:00:00,7,0,14549
699,3347,07/23/2018 12:30:00,7,0,14233
769,1996,07/23/2018 01:00:00,7,1,14393
1500,5025,09/30/2018 02:00:00,9,14,14859
4089,20020,07/23/2018 01:00:00,7,1,14863
552,1802,07/23/2018 01:15:00,7,1,14865
278,1352,07/23/2018 01:30:00,7,1,15021
840,2444,09/26/2018 12:30:00,9,0,14392
180,0,11/10/2018 15:00:00,10,15,15965
423,1529,07/23/2018 02:00:00,7,2,13450
633,1384,07/23/2018 02:45:00,7,2,14561
1688,6019,07/23/2018 03:15:00,7,3,15807
427,1802,07/23/2018 06:45:00,7,6,15332
423,1770,07/23/2018 07:45:00,7,7,15807
1103,3830,07/23/2018 07:45:00,7,7,13123
1395,7387,07/23/2018 07:45:00,7,7,13599
687,1947,07/23/2018 08:15:00,7,8,14243
99987,19891,07/23/2018 08:15:00,7,8,16424
527,2028,07/23/2018 08:15:00,7,8,14543
541,1239,07/23/2018 08:30:00,7,8,13920
4680,15348,03/09/2018 09:30:00,9,9,14075
340,547,07/23/2018 08:45:00,7,8,14235
561,1867,07/23/2018 09:00:00,7,9,14859
300,0,03/10/2018 09:00:00,10,9,15335
290,821,07/23/2018 09:00:00,7,9,14077
486,1062,07/23/2018 09:00:00,7,9,14714
529,1899,07/23/2018 09:15:00,7,9,15964
344,853,07/23/2018 09:30:00,7,9,14549
737,3605,07/23/2018 09:45:00,7,9,15014
180,885,07/23/2018 10:00:00,7,10,14716
5040,84,10/28/2018 04:00:00,10,16,13759
1592,2784,07/23/2018 10:00:00,7,10,14702
7624,1899,07/23/2018 10:45:00,7,10,15187
936,3444,07/23/2018 10:45:00,7,10,13917
651,1745,09/24/2018 11:00:00,9,11,14863
410,1851,07/23/2018 11:00:00,7,11,15965
531,1191,07/23/2018 11:15:00,7,11,14399
900,2335,09/27/2018 05:15:00,9,17,13911
1260,27,02/09/2018 12:15:00,9,12,13131
1538,5,08/25/2018 11:15:00,8,11,15173
5403,4522,07/23/2018 11:45:00,7,11,14863
235,885,07/23/2018 12:00:00,7,12,15188
329,1078,07/23/2018 12:00:00,7,12,14549
417,1819,07/23/2018 12:15:00,7,12,14877
3836,7741,07/23/2018 12:45:00,7,12,16132
478,306,07/23/2018 12:45:00,7,12,15187
344,837,07/23/2018 01:15:00,7,13,14074
345,1014,07/23/2018 01:15:00,7,13,14550
652,3138,07/23/2018 01:45:00,7,13,14544
363,1143,07/23/2018 02:30:00,7,14,15029
531,0,10/10/2018 15:15:00,10,15,14549
293,644,07/23/2018 03:30:00,7,15,14863
534,905,08/09/2018 22:15:00,9,22,14705
240,75,09/14/2018 06:00:00,9,18,14388
2106,7419,07/23/2018 03:30:00,7,15,14865
562,1996,07/23/2018 03:45:00,7,15,14234
804,3009,07/23/2018 03:45:00,7,15,15810
472,1046,07/23/2018 04:00:00,7,16,14863
626,3557,07/23/2018 04:15:00,7,16,15023
3354,24528,08/25/2018 02:00:00,8,14,14863
301,1368,07/23/2018 04:15:00,7,16,14865
5874,9881,07/23/2018 04:30:00,7,16,15020
1968,3457,08/25/2018 01:30:00,8,1,14389
2187,313,05/10/2018 17:30:00,10,17,14389
462,1416,07/23/2018 04:45:00,7,16,15498
495,2285,07/23/2018 04:45:00,7,16,14865
575,2494,07/23/2018 04:45:00,7,16,14550
416,1658,07/23/2018 05:00:00,7,17,16749
458,901,07/23/2018 05:15:00,7,17,13442
744,515,09/23/2018 11:45:00,9,11,14705
1193,5069,07/23/2018 05:15:00,7,17,15964
484,1239,07/23/2018 05:15:00,7,17,14386
1627,6196,07/23/2018 05:30:00,7,17,12657
17,0,05/10/2018 22:30:00,10,22,14075
2498,6370,09/30/2018 05:45:00,9,17,15178
503,1819,07/23/2018 05:45:00,7,17,14863
6347,1,11/23/2018 04:30:00,11,16,13759
1512,6985,07/23/2018 05:45:00,7,17,13294
1203,4377,07/23/2018 05:45:00,7,17,14705
769,588,05/10/2018 22:30:00,10,22,13442
570,1642,07/23/2018 06:00:00,7,18,14549
719,1448,07/23/2018 06:00:00,7,18,14549
1038,5423,07/23/2018 06:00:00,7,18,16133
480,14,09/29/2018 03:30:00,9,15,15179
605,2028,07/23/2018 06:15:00,7,18,14392
576,1336,07/23/2018 06:15:00,7,18,14865
2669,8320,07/23/2018 06:30:00,7,18,14863
1415,4345,07/23/2018 06:45:00,7,18,14078
800,3444,07/23/2018 06:45:00,7,18,14549
1620,3926,10/13/2018 05:30:00,10,17,15019
541,1609,07/23/2018 07:30:00,7,19,14077
710,2366,07/23/2018 07:30:00,7,19,15807
1455,6341,07/23/2018 07:45:00,7,19,14862
1675,4699,07/23/2018 07:45:00,7,19,15964
2778,5037,07/23/2018 07:45:00,7,19,13760
5660,12311,07/23/2018 08:00:00,7,20,16438
4257,8063,07/23/2018 08:00:00,7,20,13920
232,34,08/10/2018 17:15:00,10,17,14387
503,1642,07/23/2018 08:15:00,7,20,14863
1069,4844,07/23/2018 08:30:00,7,20,13760
4692,11861,07/23/2018 08:45:00,7,20,14731
660,2378,09/30/2018 08:00:00,9,20,13916
644,2237,07/23/2018 08:45:00,7,20,14548
2651,9640,07/23/2018 09:00:00,7,21,14877
240,0,10/27/2018 05:00:00,10,17,14864
