Vehicle Type,Trip Duration,duration,Trip Distance,datetime,End Time,month,hour,day ,Start District,End District,checkout_kiosk_id,checkin_kiosk_id,year,lat,lon,lat1,lon1,status
bicycle,60,1,52,10/23/2018 12:30:00,10/23/2018 12:30:00,10,12,2,5,9,13918,13918,2018,30.263,-97.756,30.263,-97.755,Active
bicycle,715,11.92,2140,07/29/2018 07:00:00,07/29/2018 07:15:00,7,19,7,5,5,13602,12972,2018,30.262,-97.759,30.263,-97.77,Active
bicycle,549,9.15,1947,07/29/2018 07:15:00,07/29/2018 07:30:00,7,19,7,9,9,14230,14383,2018,30.257,-97.75,30.247,-97.748,Active
bicycle,765,12.75,3267,08-01-2018 15:00,08-01-2018 15:15,8,15,3,3,5,15335,13603,2018,30.264,-97.734,30.265,-97.761,Active
bicycle,1261,21.02,2462,07-02-2018 11:00,07-02-2018 11:30,7,11,1,3,1,15965,14866,2018,30.263,-97.725,30.272,-97.741,Active
bicycle,898,14.97,2285,07-02-2018 11:15,07-02-2018 11:30,7,11,1,3,1,15965,14866,2018,30.263,-97.725,30.272,-97.741,Active
bicycle,1751,29.18,5488,07-08-2018 14:45,07-08-2018 15:15,7,14,7,9,8,15800,13289,2018,30.245,-97.726,30.267,-97.765,Active
bicycle,1920,32,3039,09-02-2018 15:00,09-02-2018 15:30,9,15,7,9,9,14861,14706,2018,30.26,-97.741,30.264,-97.744,Active
bicycle,2220,37,789,09-02-2018 21:30,09-02-2018 22:15,9,21,7,9,9,13916,13916,2018,30.26,-97.755,30.26,-97.755,Active
bicycle,51,0.85,89,10/23/2018 02:00:00,10/23/2018 02:00:00,10,14,2,8,8,12973,12973,2018,30.264,-97.771,30.264,-97.77,Active
bicycle,231,3.85,622,08/22/2018 09:45:00,08/22/2018 09:45:00,8,21,3,9,9,14236,14393,2018,30.27,-97.751,30.269,-97.748,Active
bicycle,480,8,455,10-07-2018 18:30,10-07-2018 18:45,10,18,7,9,9,14707,15180,2018,30.267,-97.743,30.269,-97.735,Active
bicycle,1020,17,830,10-06-2018 20:15,10-06-2018 20:30,10,20,6,5,9,13603,14390,2018,30.264,-97.76,30.263,-97.747,Active
bicycle,1020,17,2410,09/25/2018 11:00:00,09/25/2018 11:15:00,9,23,2,9,9,15180,14392,2018,30.268,-97.736,30.267,-97.749,Active
bicycle,5571,92.85,5,10/28/2018 03:15:00,10/28/2018 04:45:00,10,15,7,5,5,13760,12972,2018,30.263,-97.757,30.262,-97.77,Active
bicycle,240,4,144,10-05-2018 13:30,10-05-2018 13:30,10,13,5,5,5,13602,13445,2018,30.262,-97.762,30.264,-97.763,Active
bicycle,314,5.23,803,10-06-2018 10:30,10-06-2018 10:30,10,10,6,9,1,14710,14868,2018,30.275,-97.742,30.276,-97.742,Active
bicycle,1576,26.27,4040,09-11-2018 12:00,09-11-2018 12:30,9,12,2,9,5,14389,12972,2018,30.261,-97.748,30.262,-97.77,Active
bicycle,1453,24.22,44,10-10-2018 22:15,10-10-2018 22:45,10,22,3,5,5,13442,13599,2018,30.255,-97.761,30.255,-97.761,Active
bicycle,3276,54.6,2835,10-06-2018 10:15,10-06-2018 11:00,10,10,6,9,9,13919,13919,2018,30.267,-97.754,30.266,-97.755,Active
bicycle,108,1.8,5,09/23/2018 04:00:00,09/23/2018 04:00:00,9,16,7,9,9,15336,15336,2018,30.265,-97.735,30.265,-97.735,Active
bicycle,25,0.42,1,08/25/2018 11:45:00,08/25/2018 11:45:00,8,23,6,9,9,14389,14389,2018,30.26,-97.749,30.26,-97.749,Active
bicycle,1500,25,706,09-02-2018 16:45,09-02-2018 17:00,9,16,7,9,9,14389,14389,2018,30.26,-97.747,30.26,-97.749,Active
bicycle,1706,28.43,5087,09/21/2018 06:00:00,09/21/2018 06:30:00,9,18,5,9,3,14546,16588,2018,30.259,-97.746,30.245,-97.716,Active
bicycle,459,7.65,1545,07-06-2018 16:15,07-06-2018 16:15,7,16,5,9,3,15020,15807,2018,30.264,-97.74,30.262,-97.727,Active
bicycle,397,6.62,1577,07-10-2018 12:45,07-10-2018 13:00,7,12,2,9,9,14706,14389,2018,30.265,-97.743,30.26,-97.748,Active
bicycle,361,6.02,1722,07/24/2018 11:15:00,07/24/2018 11:15:00,7,23,2,3,9,15808,15018,2018,30.264,-97.727,30.259,-97.739,Active
bicycle,2621,43.68,5166,07-10-2018 22:00,07-10-2018 22:45,7,22,2,9,9,15662,15504,2018,30.291,-97.73,30.291,-97.732,Active
bicycle,466,7.77,1931,07-10-2018 22:00,07-10-2018 22:00,7,22,2,1,9,15660,14876,2018,30.287,-97.73,30.296,-97.742,Active
bicycle,1362,22.7,3460,07-10-2018 22:15,07-10-2018 22:30,7,22,2,9,9,14385,14393,2018,30.251,-97.749,30.27,-97.749,Active
bicycle,1744,29.07,5649,07-10-2018 22:30,07-10-2018 22:45,7,22,2,5,3,13442,15964,2018,30.256,-97.763,30.261,-97.725,Active
bicycle,548,9.13,2800,07-10-2018 22:30,07-10-2018 22:30,7,22,2,9,9,14226,15018,2018,30.248,-97.75,30.258,-97.739,Active
bicycle,355,5.92,1802,07-10-2018 23:00,07-10-2018 23:00,7,23,2,3,3,15007,15798,2018,30.232,-97.738,30.241,-97.726,Active
bicycle,903,15.05,2832,07-11-2018 00:30,07-11-2018 00:45,7,0,3,9,9,15177,13920,2018,30.261,-97.737,30.269,-97.756,Active
bicycle,729,12.15,2221,07-11-2018 01:45,07-11-2018 02:00,7,1,3,9,9,14393,15179,2018,30.271,-97.749,30.267,-97.737,Active
bicycle,2520,42,5,10/28/2018 03:15:00,10/28/2018 04:00:00,10,15,7,9,5,14389,13760,2018,30.261,-97.749,30.262,-97.757,Active
bicycle,563,9.38,2060,07-11-2018 01:45,07-11-2018 02:00,7,1,3,1,1,16285,16604,2018,30.274,-97.72,30.285,-97.715,Active
bicycle,2902,48.37,8450,08/26/2018 07:30:00,08/26/2018 08:15:00,8,7,7,9,9,15017,15174,2018,30.256,-97.739,30.253,-97.737,Active
bicycle,1763,29.38,5987,07-11-2018 02:00,07-11-2018 02:30,7,2,3,9,9,15179,15022,2018,30.267,-97.737,30.267,-97.739,Active
bicycle,466,7.77,917,07-11-2018 03:45,07-11-2018 03:45,7,3,3,9,9,15819,15819,2018,30.29,-97.726,30.29,-97.726,Active
bicycle,687,11.45,2382,07-11-2018 06:45,07-11-2018 07:00,7,6,3,9,9,15819,14401,2018,30.291,-97.726,30.29,-97.748,Active
bicycle,623,10.38,1770,07-11-2018 07:30,07-11-2018 07:45,7,7,3,9,9,14702,14707,2018,30.255,-97.744,30.268,-97.743,Active
bicycle,725,12.08,4281,07-11-2018 07:45,07-11-2018 08:00,7,7,3,9,9,16451,14865,2018,30.295,-97.718,30.268,-97.741,Active
bicycle,834,13.9,3074,07-11-2018 08:45,07-11-2018 09:00,7,8,3,9,9,14716,14865,2018,30.29,-97.744,30.268,-97.741,Active
bicycle,452,7.53,1191,07-11-2018 08:45,07-11-2018 08:45,7,8,3,9,9,13920,14550,2018,30.269,-97.756,30.269,-97.746,Active
bicycle,638,10.63,2478,07-11-2018 08:45,07-11-2018 09:00,7,8,3,9,10,14717,14090,2018,30.291,-97.743,30.299,-97.752,Active
bicycle,965,16.08,5005,07-11-2018 08:45,07-11-2018 09:00,7,8,3,3,5,15798,13760,2018,30.241,-97.726,30.263,-97.759,Active
bicycle,597,9.95,27,09/16/2018 10:00:00,09/16/2018 10:00:00,9,22,7,9,9,14863,15018,2018,30.264,-97.742,30.259,-97.739,Active
bicycle,644,10.73,2704,07-11-2018 08:45,07-11-2018 09:00,7,8,3,9,9,13768,14865,2018,30.282,-97.758,30.269,-97.741,Active
bicycle,1363,22.72,4123,10/13/2018 09:45:00,10/13/2018 10:15:00,10,9,6,9,10,14705,12821,2018,30.263,-97.743,30.277,-97.771,Active
bicycle,1257,20.95,1400,07-11-2018 08:45,07-11-2018 09:15,7,8,3,3,3,16279,16593,2018,30.26,-97.72,30.259,-97.715,Active
bicycle,300,5,0,09/14/2018 02:15:00,09/14/2018 02:30:00,9,14,5,5,5,13918,13918,2018,30.264,-97.755,30.264,-97.755,Active
bicycle,589,9.82,2688,07-11-2018 08:45,07-11-2018 09:00,7,8,3,3,9,15965,14546,2018,30.263,-97.726,30.259,-97.747,Active
bicycle,391,6.52,2060,07-11-2018 09:00,07-11-2018 09:00,7,9,3,3,9,16121,14865,2018,30.26,-97.723,30.268,-97.741,Active
bicycle,1880,31.33,4651,07-11-2018 09:00,07-11-2018 09:30,7,9,3,9,9,13767,13766,2018,30.28,-97.759,30.277,-97.758,Active
bicycle,618,10.3,2044,07-11-2018 09:00,07-11-2018 09:15,7,9,3,3,9,15807,14707,2018,30.262,-97.726,30.268,-97.743,Active
bicycle,443,7.38,1883,07-11-2018 09:00,07-11-2018 09:15,7,9,3,3,9,15807,14706,2018,30.262,-97.727,30.266,-97.745,Active
bicycle,427,7.12,1529,07-11-2018 09:15,07-11-2018 09:15,7,9,3,9,9,15018,14865,2018,30.258,-97.739,30.268,-97.742,Active
bicycle,844,14.07,2832,07-11-2018 09:15,07-11-2018 09:30,7,9,3,5,9,13445,14865,2018,30.263,-97.762,30.269,-97.741,Active
bicycle,60,1,237,09/13/2018 09:00:00,09/13/2018 09:00:00,9,9,4,9,9,14075,13917,2018,30.263,-97.754,30.261,-97.755,Active
bicycle,171,2.85,837,07-11-2018 10:00,07-11-2018 10:00,7,10,3,9,9,14716,15188,2018,30.29,-97.744,30.288,-97.737,Active
bicycle,1580,26.33,2398,07-11-2018 10:00,07-11-2018 10:30,7,10,3,10,9,14090,14872,2018,30.299,-97.752,30.286,-97.742,Active
bicycle,322,5.37,1400,07-11-2018 10:00,07-11-2018 10:15,7,10,3,9,9,14544,14706,2018,30.254,-97.747,30.265,-97.744,Active
bicycle,413,6.88,1481,07-11-2018 10:15,07-11-2018 10:15,7,10,3,9,9,14244,15029,2018,30.29,-97.751,30.285,-97.74,Active
bicycle,344,5.73,1706,07-11-2018 10:30,07-11-2018 10:30,7,10,3,9,9,14694,14384,2018,30.238,-97.744,30.249,-97.75,Active
bicycle,979,16.32,5053,07-11-2018 10:30,07-11-2018 10:45,7,10,3,9,3,14381,16279,2018,30.242,-97.75,30.261,-97.721,Active
bicycle,735,12.25,3106,07-11-2018 10:45,07-11-2018 11:00,7,10,3,9,8,14550,12973,2018,30.268,-97.746,30.264,-97.771,Active
bicycle,1051,17.52,5021,07-11-2018 10:45,07-11-2018 11:15,7,10,3,5,3,13760,15798,2018,30.263,-97.759,30.241,-97.726,Active
bicycle,277,4.62,660,07-11-2018 10:45,07-11-2018 11:00,7,10,3,9,9,14549,14706,2018,30.267,-97.747,30.265,-97.744,Active
bicycle,1228,20.47,3895,07-11-2018 11:00,07-11-2018 11:15,7,11,3,9,9,14714,14557,2018,30.284,-97.743,30.285,-97.747,Active
bicycle,700,11.67,3267,07-11-2018 11:15,07-11-2018 11:30,7,11,3,9,3,15022,16434,2018,30.268,-97.74,30.255,-97.719,Active
bicycle,696,11.6,3090,07-11-2018 11:15,07-11-2018 11:30,7,11,3,9,3,14865,16434,2018,30.269,-97.741,30.255,-97.719,Active
bicycle,2243,37.38,83,08/31/2018 02:15:00,08/31/2018 02:45:00,8,2,5,9,1,15174,15340,2018,30.254,-97.737,30.275,-97.734,Active
bicycle,1540,25.67,8079,07-11-2018 11:30,07-11-2018 11:45,7,11,3,3,3,16593,16436,2018,30.259,-97.715,30.26,-97.718,Active
bicycle,458,7.63,708,07-11-2018 11:30,07-11-2018 11:45,7,11,3,9,9,15188,14874,2018,30.288,-97.737,30.291,-97.742,Active
bicycle,3070,51.17,3267,07-11-2018 11:30,07-11-2018 12:30,7,11,3,9,9,15188,15187,2018,30.288,-97.737,30.285,-97.736,Active
bicycle,451,7.52,1786,07-11-2018 11:45,07-11-2018 11:45,7,11,3,9,9,14874,15186,2018,30.291,-97.742,30.284,-97.737,Active
bicycle,486,8.1,1658,07-11-2018 11:45,07-11-2018 11:45,7,11,3,1,9,14868,14078,2018,30.277,-97.742,30.271,-97.753,Active
bicycle,1190,19.83,5681,07-11-2018 11:45,07-11-2018 12:15,7,11,3,3,3,16279,13907,2018,30.261,-97.721,30.239,-97.755,Active
bicycle,759,12.65,3009,07-11-2018 11:45,07-11-2018 12:00,7,11,3,3,9,16434,14865,2018,30.255,-97.719,30.269,-97.741,Active
bicycle,677,11.28,2961,07-11-2018 11:45,07-11-2018 12:00,7,11,3,3,9,16434,14865,2018,30.255,-97.719,30.268,-97.741,Active
bicycle,494,8.23,1819,07-11-2018 12:00,07-11-2018 12:00,7,12,3,9,9,14078,14869,2018,30.271,-97.753,30.278,-97.742,Active
bicycle,1645,27.42,7757,07-11-2018 12:00,07-11-2018 12:30,7,12,3,9,7,14393,15834,2018,30.27,-97.749,30.325,-97.728,Active
bicycle,107,1.78,257,07-11-2018 12:00,07-11-2018 12:00,7,12,3,9,9,14872,14871,2018,30.286,-97.742,30.284,-97.742,Active
bicycle,480,8,1010,09/16/2018 12:30:00,09/16/2018 12:30:00,9,12,7,9,9,14860,15178,2018,30.257,-97.74,30.264,-97.737,Active
bicycle,330,5.5,1030,07-11-2018 12:00,07-11-2018 12:00,7,12,3,3,3,15650,15332,2018,30.263,-97.73,30.255,-97.735,Active
bicycle,571,9.52,1400,07-11-2018 12:00,07-11-2018 12:15,7,12,3,9,9,14871,14243,2018,30.284,-97.742,30.289,-97.751,Active
bicycle,969,16.15,2478,07-11-2018 12:15,07-11-2018 12:30,7,12,3,9,9,14874,15344,2018,30.291,-97.742,30.285,-97.735,Active
bicycle,715,11.92,1400,07-11-2018 12:30,07-11-2018 12:45,7,12,3,9,9,14401,15029,2018,30.289,-97.748,30.285,-97.74,Active
bicycle,282,4.7,998,07-11-2018 13:00,07-11-2018 13:15,7,13,3,9,3,14706,15335,2018,30.265,-97.743,30.263,-97.735,Active
bicycle,1505,25.08,5327,07-11-2018 13:15,07-11-2018 13:45,7,13,3,9,9,14706,14863,2018,30.265,-97.744,30.265,-97.742,Active
bicycle,300,5,660,07-11-2018 13:15,07-11-2018 13:30,7,13,3,9,9,14548,14392,2018,30.265,-97.746,30.269,-97.748,Active
bicycle,1006,16.77,3235,07-11-2018 13:30,07-11-2018 13:45,7,13,3,9,9,15029,15019,2018,30.285,-97.74,30.262,-97.739,Active
bicycle,542,9.03,1754,07-11-2018 13:30,07-11-2018 13:45,7,13,3,9,9,15186,14865,2018,30.284,-97.737,30.27,-97.741,Active
bicycle,955,15.92,2317,07-11-2018 14:00,07-11-2018 14:15,7,14,3,9,9,13607,14395,2018,30.273,-97.76,30.276,-97.749,Active
bicycle,3615,60.25,0,10-11-2018 22:00,10-11-2018 23:00,10,22,4,9,9,14080,14080,2018,30.276,-97.752,30.276,-97.752,Active
bicycle,5978,99.63,9350,07-11-2018 14:15,07-11-2018 15:45,7,14,3,9,5,14384,12339,2018,30.249,-97.75,30.254,-97.78,Active
bicycle,311,5.18,628,07-11-2018 14:15,07-11-2018 14:15,7,14,3,9,9,13607,13293,2018,30.273,-97.76,30.276,-97.765,Active
bicycle,5782,96.37,8916,07-11-2018 14:15,07-11-2018 15:45,7,14,3,9,5,14226,12339,2018,30.248,-97.75,30.254,-97.78,Active
bicycle,829,13.82,4474,07-11-2018 14:15,07-11-2018 14:30,7,14,3,3,9,15798,14707,2018,30.241,-97.726,30.269,-97.743,Active
bicycle,2230,37.17,2961,07-11-2018 14:30,07-11-2018 15:15,7,14,3,9,9,14384,14385,2018,30.249,-97.75,30.252,-97.749,Active
bicycle,278,4.63,837,07-11-2018 14:45,07-11-2018 14:45,7,14,3,9,9,15187,14714,2018,30.286,-97.736,30.285,-97.743,Active
bicycle,60,1,142,09-05-2018 13:45,09-05-2018 13:45,9,13,3,10,10,12663,12821,2018,30.276,-97.773,30.277,-97.773,Active
bicycle,293,4.88,837,07-11-2018 14:45,07-11-2018 14:45,7,14,3,9,9,15345,14714,2018,30.286,-97.735,30.285,-97.743,Active
bicycle,1452,24.2,1175,07-11-2018 14:45,07-11-2018 15:15,7,14,3,9,9,14715,15344,2018,30.286,-97.743,30.285,-97.735,Active
bicycle,602,10.03,2140,07-11-2018 15:00,07-11-2018 15:15,7,15,3,9,9,14392,14705,2018,30.269,-97.749,30.264,-97.743,Active
bicycle,395,6.58,1690,07-11-2018 15:15,07-11-2018 15:30,7,15,3,9,9,14714,15186,2018,30.285,-97.743,30.284,-97.737,Active
bicycle,1318,21.97,590,09-02-2018 16:15,09-02-2018 16:30,9,16,7,9,9,14080,14391,2018,30.275,-97.753,30.265,-97.747,Active
bicycle,406,6.77,1191,07-11-2018 15:15,07-11-2018 15:30,7,15,3,9,9,14714,14244,2018,30.285,-97.745,30.29,-97.751,Active
bicycle,934,15.57,4619,07-11-2018 15:15,07-11-2018 15:30,7,15,3,3,5,15335,12657,2018,30.263,-97.735,30.262,-97.775,Active
bicycle,602,10.03,1722,07-11-2018 15:15,07-11-2018 15:30,7,15,3,9,9,15029,14244,2018,30.285,-97.74,30.29,-97.75,Active
bicycle,364,6.07,1143,07-11-2018 15:15,07-11-2018 15:30,7,15,3,3,3,15639,15007,2018,30.237,-97.73,30.232,-97.738,Active
bicycle,1231,20.52,3203,07-11-2018 15:15,07-11-2018 15:45,7,15,3,9,5,14865,13445,2018,30.268,-97.741,30.263,-97.762,Active
bicycle,1492,24.87,4216,07-11-2018 15:30,07-11-2018 16:00,7,15,3,9,9,14244,15021,2018,30.29,-97.751,30.265,-97.738,Active
bicycle,151,2.52,418,07-11-2018 15:45,07-11-2018 15:45,7,15,3,5,5,12657,12814,2018,30.262,-97.775,30.261,-97.771,Active
bicycle,845,14.08,1690,07-11-2018 15:45,07-11-2018 16:00,7,15,3,8,5,13447,13602,2018,30.268,-97.764,30.263,-97.76,Active
bicycle,681,11.35,3009,07-11-2018 16:00,07-11-2018 16:15,7,16,3,9,1,16604,15810,2018,30.285,-97.716,30.269,-97.728,Active
bicycle,267,4.45,515,07-11-2018 16:30,07-11-2018 16:30,7,16,3,9,9,15021,14863,2018,30.265,-97.738,30.264,-97.742,Active
bicycle,341,5.68,789,07-11-2018 16:45,07-11-2018 16:45,7,16,3,9,9,14863,15021,2018,30.264,-97.742,30.266,-97.738,Active
bicycle,360,6,29,09-01-2018 15:45,09-01-2018 16:00,9,15,6,9,9,15018,15018,2018,30.257,-97.739,30.257,-97.739,Active
bicycle,355,5.92,1851,07-11-2018 16:45,07-11-2018 16:45,7,16,3,3,3,15332,16277,2018,30.255,-97.735,30.255,-97.72,Active
bicycle,302,5.03,950,07-11-2018 16:45,07-11-2018 16:45,7,16,3,9,9,15344,14714,2018,30.285,-97.735,30.285,-97.743,Active
bicycle,983,16.38,3508,07-11-2018 16:45,07-11-2018 17:00,7,16,3,9,5,14707,13599,2018,30.268,-97.743,30.255,-97.762,Active
bicycle,1410,23.5,2672,07-11-2018 16:45,07-11-2018 17:15,7,16,3,9,9,14863,14863,2018,30.265,-97.742,30.265,-97.742,Active
bicycle,272,4.53,821,07-11-2018 16:45,07-11-2018 17:00,7,16,3,9,9,14714,15188,2018,30.285,-97.744,30.287,-97.737,Active
bicycle,3807,63.45,3396,07-11-2018 17:00,07-11-2018 18:00,7,17,3,9,9,14707,15329,2018,30.267,-97.743,30.249,-97.735,Active
bicycle,1482,24.7,3766,07-11-2018 17:00,07-11-2018 17:15,7,17,3,5,8,13602,13447,2018,30.263,-97.76,30.267,-97.762,Active
bicycle,608,10.13,2157,07-11-2018 17:15,07-11-2018 17:15,7,17,3,9,9,14865,13924,2018,30.269,-97.741,30.279,-97.755,Active
bicycle,1058,17.63,3502,10-06-2018 18:30,10-06-2018 18:45,10,18,6,9,5,14863,13445,2018,30.264,-97.741,30.264,-97.763,Active
bicycle,420,7,1645,09/27/2018 05:30:00,09/27/2018 05:30:00,9,17,4,9,9,14548,14859,2018,30.263,-97.745,30.254,-97.742,Active
bicycle,526,8.77,1722,07-11-2018 17:15,07-11-2018 17:15,7,17,3,9,3,14707,15493,2018,30.268,-97.743,30.265,-97.731,Active
bicycle,501,8.35,950,07-11-2018 17:15,07-11-2018 17:30,7,17,3,9,9,14557,15186,2018,30.286,-97.745,30.284,-97.737,Active
bicycle,433,7.22,2012,07-11-2018 17:15,07-11-2018 17:30,7,17,3,9,9,14243,15187,2018,30.289,-97.751,30.286,-97.737,Active
bicycle,122,2.03,435,07-11-2018 17:30,07-11-2018 17:30,7,17,3,3,3,15493,15807,2018,30.264,-97.731,30.263,-97.727,Active
bicycle,3879,64.65,1738,07-11-2018 17:30,07-11-2018 18:30,7,17,3,9,9,14546,15018,2018,30.259,-97.747,30.258,-97.739,Active
bicycle,241,4.02,1191,07-11-2018 17:30,07-11-2018 17:30,7,17,3,9,9,15021,15018,2018,30.266,-97.739,30.258,-97.739,Active
bicycle,360,6,400,08/28/2018 09:45:00,08/28/2018 10:00:00,8,9,2,9,9,14075,14075,2018,30.263,-97.753,30.262,-97.752,Active
bicycle,780,13,738,10-03-2018 18:30,10-03-2018 18:45,10,18,3,9,9,14547,14545,2018,30.261,-97.747,30.257,-97.746,Active
bicycle,420,7,240,09/16/2018 12:00:00,09/16/2018 12:15:00,9,0,7,9,9,14546,14546,2018,30.259,-97.747,30.259,-97.746,Active
bicycle,675,11.25,2301,07-11-2018 17:30,07-11-2018 17:45,7,17,3,9,3,14707,15807,2018,30.269,-97.743,30.262,-97.726,Active
bicycle,1018,16.97,5504,07-11-2018 17:30,07-11-2018 17:45,7,17,3,3,9,15807,14401,2018,30.263,-97.727,30.29,-97.749,Active
bicycle,15,0.25,3,09/18/2018 12:30:00,09/18/2018 12:30:00,9,12,2,5,5,13758,13758,2018,30.259,-97.758,30.259,-97.758,Active
bicycle,1693,28.22,6695,07-11-2018 17:45,07-11-2018 18:15,7,17,3,9,9,13917,13917,2018,30.263,-97.755,30.263,-97.755,Active
bicycle,3236,53.93,5648,08/28/2018 05:45:00,08/28/2018 06:45:00,8,17,2,9,9,14547,15643,2018,30.261,-97.747,30.246,-97.73,Active
bicycle,2386,39.77,3347,07-11-2018 17:45,07-11-2018 18:30,7,17,3,9,9,14389,14389,2018,30.261,-97.75,30.262,-97.749,Active
bicycle,1634,27.23,5584,07-11-2018 17:45,07-11-2018 18:15,7,17,3,9,9,13917,13917,2018,30.263,-97.755,30.263,-97.755,Active
bicycle,463,7.72,1883,07-11-2018 17:45,07-11-2018 18:00,7,17,3,9,3,14865,15807,2018,30.268,-97.741,30.262,-97.726,Active
bicycle,1234,20.57,6341,07-11-2018 17:45,07-11-2018 18:15,7,17,3,3,10,15962,12820,2018,30.257,-97.725,30.275,-97.771,Active
bicycle,379,6.32,2414,07-11-2018 18:00,07-11-2018 18:15,7,18,3,9,3,14864,15807,2018,30.267,-97.742,30.262,-97.726,Active
bicycle,5248,87.47,4957,07-11-2018 18:00,07-11-2018 19:30,7,18,3,1,9,15652,14548,2018,30.269,-97.729,30.265,-97.746,Active
bicycle,1854,30.9,4439,09/18/2018 08:30:00,09/18/2018 09:00:00,9,8,2,9,9,13598,14078,2018,30.252,-97.759,30.27,-97.753,Active
bicycle,5244,87.4,4088,07-11-2018 18:00,07-11-2018 19:30,7,18,3,1,9,15652,14706,2018,30.269,-97.729,30.265,-97.745,Active
bicycle,1269,21.15,1545,07-11-2018 18:30,07-11-2018 18:45,7,18,3,8,5,13447,13760,2018,30.267,-97.762,30.263,-97.759,Active
bicycle,752,12.53,2655,07-11-2018 18:30,07-11-2018 18:45,7,18,3,3,9,15493,14232,2018,30.264,-97.732,30.261,-97.751,Active
bicycle,120,2,0,08/25/2018 09:45:00,08/25/2018 09:45:00,8,21,6,5,5,13600,13600,2018,30.257,-97.759,30.257,-97.759,Active
bicycle,294,4.9,1030,07-11-2018 18:30,07-11-2018 18:45,7,18,3,9,9,15186,14714,2018,30.284,-97.737,30.284,-97.744,Active
bicycle,1915,31.92,5093,10-12-2018 18:30,10-12-2018 19:00,10,18,5,5,9,13603,15019,2018,30.264,-97.76,30.26,-97.738,Active
bicycle,1166,19.43,4667,07-11-2018 18:30,07-11-2018 19:00,7,18,3,5,9,13599,14401,2018,30.255,-97.762,30.29,-97.749,Active
bicycle,720,12,1462,09-02-2018 17:00,09-02-2018 17:15,9,17,7,8,5,12973,13445,2018,30.264,-97.771,30.263,-97.763,Active
bicycle,2297,38.28,3943,07-11-2018 18:30,07-11-2018 19:15,7,18,3,9,9,13917,13917,2018,30.263,-97.755,30.263,-97.755,Active
bicycle,718,11.97,917,07-11-2018 18:45,07-11-2018 19:00,7,18,3,9,9,14714,14714,2018,30.284,-97.744,30.285,-97.743,Active
bicycle,646,10.77,1593,07-11-2018 19:00,07-11-2018 19:00,7,19,3,1,1,16282,16442,2018,30.267,-97.72,30.274,-97.719,Active
bicycle,541,9.02,1674,07-11-2018 19:00,07-11-2018 19:15,7,19,3,9,9,14865,14389,2018,30.27,-97.741,30.26,-97.749,Active
bicycle,625,10.42,2752,07-11-2018 19:15,07-11-2018 19:30,7,19,3,3,9,16121,14392,2018,30.26,-97.723,30.269,-97.749,Active
bicycle,5345,89.08,6083,07-11-2018 19:15,07-11-2018 20:45,7,19,3,9,9,15504,15662,2018,30.29,-97.732,30.291,-97.729,Active
bicycle,1320,22,2209,09/27/2018 02:45:00,09/27/2018 03:15:00,9,14,4,9,9,14389,14075,2018,30.261,-97.749,30.263,-97.754,Active
bicycle,5268,87.8,2124,07-11-2018 19:45,07-11-2018 21:15,7,19,3,9,9,14706,13916,2018,30.265,-97.745,30.26,-97.755,Active
bicycle,480,8,39,09/18/2018 05:45:00,09/18/2018 05:45:00,9,17,2,8,8,13289,13289,2018,30.266,-97.765,30.266,-97.765,Active
bicycle,5279,87.98,2301,07-11-2018 19:45,07-11-2018 21:15,7,19,3,9,9,14706,13916,2018,30.265,-97.745,30.26,-97.755,Active
bicycle,1867,31.12,7564,07-11-2018 19:45,07-11-2018 20:15,7,19,3,9,3,14714,15800,2018,30.285,-97.743,30.246,-97.727,Active
bicycle,1122,18.7,1370,09/26/2018 09:45:00,09/26/2018 10:00:00,9,9,3,9,9,14546,14384,2018,30.259,-97.747,30.249,-97.75,Active
bicycle,550,9.17,3154,07-11-2018 19:45,07-11-2018 20:00,7,19,3,9,9,14864,14558,2018,30.267,-97.741,30.289,-97.746,Active
bicycle,994,16.57,5005,07-11-2018 20:00,07-11-2018 20:15,7,20,3,5,3,13760,15798,2018,30.263,-97.759,30.241,-97.726,Active
bicycle,2186,36.43,4925,07-11-2018 20:15,07-11-2018 20:45,7,20,3,9,9,13917,13917,2018,30.263,-97.755,30.263,-97.755,Active
bicycle,833,13.88,2285,07-11-2018 20:15,07-11-2018 20:30,7,20,3,1,1,16442,16123,2018,30.274,-97.719,30.264,-97.722,Active
bicycle,180,3,565,09-08-2018 16:15,09-08-2018 16:15,9,16,6,5,5,13445,13760,2018,30.263,-97.763,30.263,-97.758,Active
bicycle,2961,49.35,6598,07-11-2018 20:15,07-11-2018 21:00,7,20,3,10,3,12820,15962,2018,30.275,-97.772,30.257,-97.725,Active
bicycle,1564,26.07,4393,07-11-2018 20:15,07-11-2018 20:45,7,20,3,9,9,13917,13917,2018,30.263,-97.755,30.263,-97.755,Active
bicycle,811,13.52,982,07-11-2018 20:30,07-11-2018 20:45,7,20,3,9,9,15504,15662,2018,30.291,-97.732,30.291,-97.729,Active
bicycle,966,16.1,1963,07-11-2018 20:45,07-11-2018 21:00,7,20,3,1,9,15967,15178,2018,30.269,-97.725,30.265,-97.737,Active
bicycle,3469,57.82,24,09-01-2018 10:30,09-01-2018 11:30,9,10,6,9,9,14865,14865,2018,30.268,-97.742,30.268,-97.742,Active
