Vehicle Type,Trip Duration,duration,Trip Distance,datetime,End Time,month,hour,day ,Start District,End District,checkout_kiosk_id,checkin_kiosk_id,year,lat,lon,lat1,lon1,status
bicycle,60,1,87,10-05-2018 11:00,10-05-2018 11:00,10,11,5,9,9,15178,15178,2018,30.264,-97.738,30.264,-97.737,Active
bicycle,540,9,0,09/13/2018 10:45:00,09/13/2018 11:00:00,9,22,4,9,9,14389,14389,2018,30.261,-97.748,30.261,-97.748,Active
bicycle,444,7.4,1690,07-06-2018 21:30,07-06-2018 21:30,7,21,5,9,9,14225,14546,2018,30.245,-97.751,30.259,-97.747,Active
bicycle,717,11.95,2401,10-01-2018 09:15,10-01-2018 09:30,10,9,1,9,9,14701,14706,2018,30.254,-97.744,30.265,-97.742,Active
bicycle,180,3,437,09/23/2018 06:00:00,09/23/2018 06:00:00,9,18,7,9,9,14861,14861,2018,30.26,-97.741,30.26,-97.741,Active
bicycle,3515,58.58,3637,07-06-2018 21:45,07-06-2018 22:30,7,21,5,9,9,14243,14243,2018,30.288,-97.751,30.289,-97.751,Active
bicycle,1175,19.58,4635,07-06-2018 21:45,07-06-2018 22:15,7,21,5,9,9,14877,14876,2018,30.297,-97.742,30.296,-97.742,Active
bicycle,582,9.7,1642,07-06-2018 22:00,07-06-2018 22:15,7,22,5,9,9,14392,15019,2018,30.268,-97.748,30.261,-97.738,Active
bicycle,2176,36.27,4997,10-07-2018 01:30,10-07-2018 02:15,10,1,7,9,3,15021,15638,2018,30.264,-97.738,30.234,-97.73,Active
bicycle,839,13.98,1786,07-06-2018 22:30,07-06-2018 22:45,7,22,5,9,9,14707,14546,2018,30.269,-97.743,30.26,-97.747,Active
bicycle,4344,72.4,982,07-06-2018 23:30,07-07-2018 00:45,7,23,5,9,3,15019,15335,2018,30.261,-97.738,30.263,-97.734,Active
bicycle,60,1,23,09/27/2018 10:45:00,09/27/2018 10:45:00,9,22,4,9,9,15180,15180,2018,30.269,-97.736,30.269,-97.736,Active
bicycle,16200,270,3,11/22/2018 05:45:00,11/22/2018 10:15:00,11,17,4,5,9,13603,15199,2018,30.264,-97.761,30.314,-97.736,Active
bicycle,578,9.63,3299,07-07-2018 00:15,07-07-2018 00:30,7,0,6,3,1,16279,16604,2018,30.262,-97.72,30.285,-97.715,Active
bicycle,1417,23.62,1062,07-07-2018 00:30,07-07-2018 00:45,7,0,6,9,9,15021,15021,2018,30.266,-97.739,30.266,-97.739,Active
bicycle,403,6.72,1481,07-07-2018 08:15,07-07-2018 08:15,7,8,6,9,9,14392,14712,2018,30.268,-97.748,30.281,-97.744,Active
bicycle,377,6.28,1513,07-07-2018 09:30,07-07-2018 09:30,7,9,6,9,9,14712,14392,2018,30.281,-97.744,30.268,-97.749,Active
bicycle,540,9,1722,09-10-2018 18:15,09-10-2018 18:30,9,18,1,9,9,14548,14385,2018,30.263,-97.745,30.251,-97.749,Active
bicycle,1596,26.6,3299,07-07-2018 09:45,07-07-2018 10:15,7,9,6,3,3,16593,16433,2018,30.259,-97.715,30.252,-97.718,Active
bicycle,2599,43.32,8690,07-07-2018 11:00,07-07-2018 11:45,7,11,6,3,9,16122,13912,2018,30.262,-97.722,30.25,-97.755,Active
bicycle,420,7,838,09/15/2018 11:15:00,09/15/2018 11:15:00,9,23,6,9,9,14391,14546,2018,30.265,-97.747,30.259,-97.747,Active
bicycle,5444,90.73,13486,07-07-2018 11:45,07-07-2018 13:15,7,11,6,9,9,14707,14708,2018,30.269,-97.743,30.27,-97.744,Active
bicycle,720,12,1593,07-07-2018 12:00,07-07-2018 12:15,7,12,6,9,9,14546,14384,2018,30.26,-97.747,30.249,-97.75,Active
bicycle,1503,25.05,3299,07-07-2018 12:15,07-07-2018 12:45,7,12,6,3,9,16436,14549,2018,30.26,-97.719,30.266,-97.747,Active
bicycle,1357,22.62,4925,07-07-2018 12:15,07-07-2018 12:45,7,12,6,9,3,13912,15807,2018,30.25,-97.755,30.262,-97.727,Active
bicycle,1359,22.65,4764,07-07-2018 12:15,07-07-2018 12:45,7,12,6,9,3,13912,15807,2018,30.25,-97.755,30.262,-97.727,Active
bicycle,527,8.78,1400,07-07-2018 12:15,07-07-2018 12:30,7,12,6,9,5,14236,13760,2018,30.271,-97.752,30.263,-97.759,Active
bicycle,1014,16.9,3299,07-07-2018 12:30,07-07-2018 12:45,7,12,6,9,10,14717,14884,2018,30.291,-97.744,30.315,-97.741,Active
bicycle,876,14.6,2655,07-07-2018 12:30,07-07-2018 12:45,7,12,6,9,9,14877,14869,2018,30.297,-97.741,30.279,-97.742,Active
bicycle,849,14.15,3299,07-07-2018 12:45,07-07-2018 13:00,7,12,6,10,9,14884,14716,2018,30.315,-97.741,30.289,-97.743,Active
bicycle,0,0,0,10/13/2018 02:15:00,10/13/2018 02:15:00,10,14,6,9,9,14392,14392,2018,30.267,-97.748,30.267,-97.748,Active
bicycle,1060,17.67,5263,07-07-2018 13:00,07-07-2018 13:30,7,13,6,1,9,16287,14234,2018,30.28,-97.721,30.266,-97.752,Active
bicycle,1988,33.13,2478,07-07-2018 13:15,07-07-2018 13:45,7,13,6,9,9,14711,14711,2018,30.278,-97.745,30.278,-97.745,Active
bicycle,717,11.95,1674,07-07-2018 13:15,07-07-2018 13:30,7,13,6,5,9,13760,14235,2018,30.263,-97.759,30.269,-97.75,Active
bicycle,710,11.83,1770,07-07-2018 13:15,07-07-2018 13:30,7,13,6,5,9,13760,14235,2018,30.263,-97.759,30.269,-97.75,Active
bicycle,2525,42.08,8256,07-07-2018 13:15,07-07-2018 14:00,7,13,6,9,9,14243,15033,2018,30.289,-97.751,30.294,-97.739,Active
bicycle,589,9.82,2301,07-07-2018 13:45,07-07-2018 14:00,7,13,6,1,9,14869,14877,2018,30.279,-97.741,30.297,-97.742,Active
bicycle,4159,69.32,17091,07-07-2018 14:00,07-07-2018 15:00,7,14,6,9,3,14705,16426,2018,30.264,-97.743,30.236,-97.718,Active
bicycle,247,4.12,708,07-07-2018 14:00,07-07-2018 14:00,7,14,6,9,9,14234,14234,2018,30.266,-97.752,30.267,-97.752,Active
bicycle,2777,46.28,6083,07-07-2018 14:30,07-07-2018 15:15,7,14,6,9,3,15033,16594,2018,30.294,-97.739,30.261,-97.715,Active
bicycle,60,1,97,10/23/2018 02:00:00,10/23/2018 02:00:00,10,14,2,8,8,12973,12973,2018,30.264,-97.771,30.264,-97.771,Active
bicycle,2621,43.68,6228,07-07-2018 14:30,07-07-2018 15:15,7,14,6,9,3,15033,16594,2018,30.294,-97.739,30.261,-97.715,Active
bicycle,2575,42.92,7564,07-07-2018 15:30,07-07-2018 16:00,7,15,6,1,5,16285,12973,2018,30.274,-97.72,30.264,-97.77,Active
bicycle,2811,46.85,7596,07-07-2018 15:45,07-07-2018 16:30,7,15,6,3,9,16594,14392,2018,30.261,-97.715,30.267,-97.749,Active
bicycle,1196,19.93,6212,07-07-2018 16:00,07-07-2018 16:30,7,16,6,2,3,14209,15798,2018,30.208,-97.75,30.24,-97.728,Active
bicycle,1589,26.48,3618,10-04-2018 16:30,10-04-2018 16:45,10,16,4,9,9,14549,15028,2018,30.267,-97.747,30.282,-97.739,Active
bicycle,299,4.98,724,07-07-2018 16:15,07-07-2018 16:15,7,16,6,9,9,14550,14706,2018,30.268,-97.746,30.265,-97.744,Active
bicycle,1827,30.45,5488,07-07-2018 16:30,07-07-2018 17:00,7,16,6,5,1,12973,15494,2018,30.264,-97.77,30.267,-97.733,Active
bicycle,536,8.93,368,09/30/2018 03:45:00,09/30/2018 03:45:00,9,15,7,5,9,13918,14077,2018,30.264,-97.756,30.267,-97.753,Active
bicycle,657,10.95,966,07-07-2018 16:30,07-07-2018 16:45,7,16,6,3,3,15964,15962,2018,30.262,-97.725,30.257,-97.724,Active
bicycle,160,2.67,402,07-07-2018 16:30,07-07-2018 16:30,7,16,6,3,3,16111,16426,2018,30.236,-97.722,30.236,-97.718,Active
bicycle,120,2,9,10-02-2018 18:45,10-02-2018 18:45,10,18,2,8,8,12973,12973,2018,30.264,-97.771,30.264,-97.771,Active
bicycle,2394,39.9,1947,07-07-2018 16:30,07-07-2018 17:15,7,16,6,9,9,14717,14559,2018,30.291,-97.744,30.29,-97.747,Active
bicycle,423,7.05,1497,07-07-2018 17:00,07-07-2018 17:15,7,17,6,9,3,15179,15965,2018,30.267,-97.737,30.263,-97.725,Active
bicycle,5,0.08,81,10/24/2018 10:00:00,10/24/2018 10:00:00,10,22,3,9,9,15009,15008,2018,30.236,-97.738,30.235,-97.739,Active
bicycle,383,6.38,1497,07-07-2018 17:00,07-07-2018 17:15,7,17,6,9,3,15179,15965,2018,30.267,-97.737,30.263,-97.725,Active
bicycle,306,5.1,1159,07-07-2018 17:30,07-07-2018 17:45,7,17,6,9,9,14711,14708,2018,30.278,-97.745,30.27,-97.745,Active
bicycle,563,9.38,1738,07-07-2018 17:45,07-07-2018 17:45,7,17,6,3,1,15962,15810,2018,30.257,-97.724,30.268,-97.727,Active
bicycle,5,0.08,0,09/21/2018 09:30:00,09/21/2018 09:30:00,9,21,5,9,9,14080,14080,2018,30.276,-97.752,30.276,-97.752,Active
bicycle,11401,190.02,10799,07-07-2018 17:45,07-07-2018 21:00,7,17,6,9,9,14716,14549,2018,30.289,-97.743,30.266,-97.746,Active
bicycle,1625,27.08,3798,07-07-2018 18:00,07-07-2018 18:30,7,18,6,3,3,16426,16426,2018,30.236,-97.718,30.236,-97.718,Active
bicycle,3417,56.95,9238,07-07-2018 18:15,07-07-2018 19:15,7,18,6,3,9,15965,14549,2018,30.263,-97.726,30.267,-97.746,Active
bicycle,3224,53.73,9382,07-07-2018 18:30,07-07-2018 19:15,7,18,6,9,3,14225,15650,2018,30.245,-97.751,30.264,-97.729,Active
bicycle,2677,44.62,4812,07-07-2018 18:30,07-07-2018 19:15,7,18,6,5,9,13442,15017,2018,30.256,-97.762,30.256,-97.74,Active
bicycle,2674,44.57,4748,07-07-2018 18:30,07-07-2018 19:15,7,18,6,5,9,13442,15017,2018,30.256,-97.762,30.256,-97.74,Active
bicycle,408,6.8,1835,07-07-2018 18:45,07-07-2018 19:00,7,18,6,3,1,15965,16285,2018,30.263,-97.725,30.275,-97.72,Active
bicycle,920,15.33,3766,07-07-2018 19:00,07-07-2018 19:15,7,19,6,5,9,13599,14226,2018,30.255,-97.762,30.248,-97.75,Active
bicycle,463,7.72,1207,07-07-2018 19:15,07-07-2018 19:30,7,19,6,3,9,15965,15180,2018,30.263,-97.726,30.268,-97.737,Active
bicycle,656,10.93,18,09/23/2018 07:30:00,09/23/2018 07:30:00,9,19,7,9,9,15019,14705,2018,30.261,-97.739,30.262,-97.744,Active
bicycle,956,15.93,2018,09/29/2018 02:45:00,09/29/2018 03:00:00,9,14,6,9,9,14869,15019,2018,30.278,-97.741,30.26,-97.738,Active
bicycle,660,11,34,09/15/2018 05:15:00,09/15/2018 05:30:00,9,17,6,9,9,13292,13292,2018,30.274,-97.764,30.274,-97.764,Active
bicycle,1544,25.73,6582,07-07-2018 19:30,07-07-2018 19:45,7,19,6,5,9,13599,15019,2018,30.255,-97.762,30.26,-97.739,Active
bicycle,658,10.97,1003,09-03-2018 10:30,09-03-2018 10:45,9,10,1,3,9,15650,15021,2018,30.264,-97.729,30.265,-97.738,Active
bicycle,6983,116.38,3718,07-07-2018 19:45,07-07-2018 21:45,7,19,6,9,9,13911,14388,2018,30.248,-97.756,30.259,-97.749,Active
bicycle,4778,79.63,8047,07-07-2018 19:45,07-07-2018 21:00,7,19,6,9,9,14546,14546,2018,30.259,-97.747,30.259,-97.747,Active
bicycle,5233,87.22,3074,07-07-2018 19:45,07-07-2018 21:15,7,19,6,9,9,14401,14875,2018,30.29,-97.748,30.294,-97.742,Active
bicycle,2174,36.23,3959,07-07-2018 20:00,07-07-2018 20:45,7,20,6,9,9,14401,14559,2018,30.29,-97.748,30.291,-97.746,Active
bicycle,895,14.92,2527,07-07-2018 20:15,07-07-2018 20:30,7,20,6,3,9,15650,14546,2018,30.264,-97.729,30.259,-97.746,Active
bicycle,1665,27.75,2881,07-07-2018 20:15,07-07-2018 20:45,7,20,6,9,9,14384,14227,2018,30.249,-97.75,30.25,-97.75,Active
bicycle,500,8.33,2157,07-07-2018 20:30,07-07-2018 20:45,7,20,6,9,9,14715,14708,2018,30.286,-97.743,30.27,-97.743,Active
bicycle,540,9,1764,09/17/2018 12:45:00,09/17/2018 01:00:00,9,12,1,9,9,13133,14077,2018,30.271,-97.767,30.267,-97.752,Active
bicycle,1080,18,0,09/21/2018 04:00:00,09/21/2018 04:15:00,9,16,5,9,9,14389,14389,2018,30.261,-97.747,30.261,-97.747,Active
bicycle,178,2.97,708,07-07-2018 20:45,07-07-2018 20:45,7,20,6,9,3,15021,15335,2018,30.265,-97.738,30.264,-97.735,Active
bicycle,1264,21.07,3879,07-07-2018 21:00,07-07-2018 21:15,7,21,6,9,3,14392,12965,2018,30.268,-97.749,30.245,-97.769,Active
bicycle,4331,72.18,9495,07-07-2018 21:00,07-07-2018 22:15,7,21,6,9,9,14714,14717,2018,30.285,-97.743,30.291,-97.744,Active
bicycle,948,15.8,3347,07-07-2018 21:15,07-07-2018 21:30,7,21,6,9,9,14080,15180,2018,30.276,-97.753,30.27,-97.736,Active
bicycle,698,11.63,3009,07-07-2018 21:30,07-07-2018 21:45,7,21,6,5,9,13282,14699,2018,30.251,-97.766,30.248,-97.744,Active
bicycle,1331,22.18,3476,07-07-2018 22:00,07-07-2018 22:30,7,22,6,9,9,14385,14385,2018,30.251,-97.749,30.251,-97.749,Active
bicycle,1772,29.53,5440,07-07-2018 22:00,07-07-2018 22:30,7,22,6,3,9,12965,14712,2018,30.245,-97.769,30.281,-97.744,Active
bicycle,653,10.88,3154,07-07-2018 23:15,07-07-2018 23:15,7,23,6,9,3,14384,13428,2018,30.249,-97.75,30.224,-97.763,Active
bicycle,357,5.95,1336,07-07-2018 23:15,07-07-2018 23:15,7,23,6,9,9,14546,15019,2018,30.259,-97.747,30.261,-97.738,Active
bicycle,1975,32.92,3122,07-07-2018 23:15,07-07-2018 23:45,7,23,6,9,9,14235,15018,2018,30.269,-97.75,30.259,-97.739,Active
bicycle,1496,24.93,0,10/27/2018 10:45:00,10/27/2018 11:15:00,10,10,6,3,3,16593,16593,2018,30.259,-97.715,30.259,-97.715,Active
bicycle,1199,19.98,2462,07-07-2018 23:30,07-07-2018 23:45,7,23,6,9,9,14549,15018,2018,30.267,-97.746,30.259,-97.739,Active
bicycle,1233,20.55,4200,07-08-2018 00:00,07-08-2018 00:15,7,0,7,9,5,15019,13441,2018,30.26,-97.739,30.254,-97.763,Active
bicycle,2340,39,1102,10-04-2018 20:30,10-04-2018 21:00,10,20,4,9,9,14395,14080,2018,30.276,-97.749,30.276,-97.752,Active
bicycle,394,6.57,901,07-08-2018 00:15,07-08-2018 00:30,7,0,7,9,9,15019,15022,2018,30.26,-97.739,30.267,-97.739,Active
bicycle,1173,19.55,4748,07-08-2018 00:45,07-08-2018 01:15,7,0,7,5,9,13441,14717,2018,30.254,-97.763,30.291,-97.744,Active
bicycle,300,5,644,09/13/2018 08:00:00,09/13/2018 08:00:00,9,20,4,9,9,14389,14230,2018,30.26,-97.747,30.257,-97.75,Active
bicycle,497,8.28,2366,07-08-2018 01:00,07-08-2018 01:15,7,1,7,9,3,15017,16118,2018,30.256,-97.74,30.252,-97.723,Active
bicycle,603,10.05,1400,07-08-2018 01:30,07-08-2018 01:45,7,1,7,9,9,15179,14549,2018,30.266,-97.737,30.266,-97.747,Active
bicycle,530,8.83,1577,07-08-2018 01:45,07-08-2018 01:45,7,1,7,9,9,15179,14549,2018,30.266,-97.737,30.266,-97.747,Active
bicycle,60,1,65,08/24/2018 11:00:00,08/24/2018 11:00:00,8,11,5,9,9,15020,15020,2018,30.262,-97.738,30.262,-97.738,Active
bicycle,1200,20,380,08/30/2018 07:45:00,08/30/2018 08:00:00,8,19,4,9,9,14555,14080,2018,30.28,-97.746,30.274,-97.752,Active
bicycle,267,4.45,515,07-08-2018 03:15,07-08-2018 03:30,7,3,7,9,9,14708,14707,2018,30.27,-97.745,30.267,-97.743,Active
bicycle,1191,19.85,5665,07-08-2018 03:30,07-08-2018 03:45,7,3,7,9,9,14707,15032,2018,30.267,-97.743,30.292,-97.74,Active
bicycle,300,5,175,09-08-2018 16:45,09-08-2018 16:45,9,16,6,9,9,14227,14385,2018,30.25,-97.749,30.251,-97.749,Active
bicycle,921,15.35,3701,07-08-2018 09:30,07-08-2018 09:45,7,9,7,9,9,15819,14714,2018,30.29,-97.728,30.285,-97.743,Active
bicycle,220,3.67,724,07-08-2018 10:15,07-08-2018 10:30,7,10,7,3,3,16593,16122,2018,30.259,-97.715,30.262,-97.722,Active
bicycle,523,8.72,2157,07-08-2018 10:45,07-08-2018 11:00,7,10,7,3,9,16121,14863,2018,30.26,-97.723,30.265,-97.742,Active
bicycle,600,10,0,10-12-2018 11:45,10-12-2018 12:00,10,11,5,5,5,13603,13603,2018,30.264,-97.76,30.264,-97.76,Active
bicycle,1179,19.65,2672,07-08-2018 11:00,07-08-2018 11:30,7,11,7,9,1,14386,14866,2018,30.254,-97.748,30.272,-97.741,Active
bicycle,399,6.65,7516,07-08-2018 11:30,07-08-2018 11:30,7,11,7,9,9,14862,14077,2018,30.263,-97.742,30.267,-97.753,Active
bicycle,1112,18.53,1329,10-06-2018 18:15,10-06-2018 18:45,10,18,6,9,9,15017,14861,2018,30.255,-97.739,30.26,-97.741,Active
bicycle,540,9,4,09/30/2018 04:00:00,09/30/2018 04:15:00,9,16,7,3,9,15650,15022,2018,30.263,-97.728,30.267,-97.74,Active
bicycle,1739,28.98,2028,07-08-2018 11:30,07-08-2018 12:00,7,11,7,8,5,13289,12973,2018,30.266,-97.765,30.264,-97.769,Active
bicycle,2040,34,2816,07-08-2018 11:45,07-08-2018 12:15,7,11,7,9,9,15022,15179,2018,30.267,-97.739,30.266,-97.736,Active
bicycle,1800,30,6283,10/13/2018 05:30:00,10/13/2018 06:00:00,10,17,6,9,8,14870,13288,2018,30.281,-97.741,30.265,-97.765,Active
bicycle,60,1,203,09/28/2018 11:30:00,09/28/2018 11:30:00,9,11,5,5,5,13442,13442,2018,30.255,-97.763,30.255,-97.761,Active
bicycle,2047,34.12,2865,07-08-2018 11:45,07-08-2018 12:15,7,11,7,9,9,15022,15179,2018,30.267,-97.739,30.266,-97.736,Active
bicycle,739,12.32,821,07-08-2018 11:45,07-08-2018 12:00,7,11,7,9,9,15017,14862,2018,30.256,-97.74,30.261,-97.741,Active
bicycle,120,2,225,09/23/2018 02:45:00,09/23/2018 02:45:00,9,2,7,5,5,13445,13288,2018,30.262,-97.762,30.264,-97.763,Active
bicycle,3421,57.02,11056,07-08-2018 12:00,07-08-2018 13:00,7,12,7,9,1,14234,16285,2018,30.266,-97.75,30.275,-97.72,Active
bicycle,7959,132.65,8626,07-08-2018 12:00,07-08-2018 14:15,7,12,7,9,9,14389,14389,2018,30.261,-97.75,30.261,-97.749,Active
bicycle,868,14.47,1690,07-08-2018 12:15,07-08-2018 12:30,7,12,7,9,9,13923,13610,2018,30.276,-97.755,30.282,-97.761,Active
bicycle,3896,64.93,6582,07-08-2018 12:30,07-08-2018 13:30,7,12,7,9,9,14225,15018,2018,30.245,-97.751,30.258,-97.739,Active
bicycle,242,4.03,579,07-08-2018 12:30,07-08-2018 12:30,7,12,7,9,9,14708,14550,2018,30.27,-97.743,30.269,-97.745,Active
bicycle,1673,27.88,4410,07-08-2018 12:30,07-08-2018 13:00,7,12,7,9,8,14862,13131,2018,30.261,-97.742,30.265,-97.767,Active
bicycle,1324,22.07,5134,07-08-2018 12:30,07-08-2018 13:00,7,12,7,9,1,14076,16285,2018,30.266,-97.753,30.275,-97.72,Active
bicycle,900,15,1949,10-03-2018 09:45,10-03-2018 10:00,10,9,3,9,9,15174,14549,2018,30.254,-97.737,30.265,-97.745,Active
bicycle,300,5,437,08/24/2018 11:30:00,08/24/2018 11:45:00,8,23,5,9,9,14707,14707,2018,30.268,-97.742,30.268,-97.742,Active
bicycle,1200,20,3637,07-08-2018 12:45,07-08-2018 13:00,7,12,7,9,8,15018,13131,2018,30.259,-97.739,30.265,-97.767,Active
bicycle,972,16.2,1754,07-08-2018 12:45,07-08-2018 13:00,7,12,7,5,9,13760,14548,2018,30.263,-97.758,30.265,-97.747,Active
bicycle,1102,18.37,3283,07-08-2018 13:15,07-08-2018 13:30,7,13,7,9,9,15179,14225,2018,30.266,-97.736,30.246,-97.751,Active
bicycle,1053,17.55,3299,07-08-2018 13:15,07-08-2018 13:30,7,13,7,9,9,15179,14225,2018,30.266,-97.736,30.246,-97.751,Active
bicycle,360,6,1327,08/26/2018 12:15:00,08/26/2018 12:30:00,8,12,7,9,10,13134,12821,2018,30.272,-97.768,30.277,-97.771,Active
bicycle,1533,25.55,5359,07-08-2018 13:15,07-08-2018 13:45,7,13,7,5,5,13759,13760,2018,30.261,-97.759,30.263,-97.759,Active
bicycle,766,12.77,2752,07-08-2018 13:15,07-08-2018 13:30,7,13,7,3,9,16436,15018,2018,30.26,-97.719,30.258,-97.739,Active
bicycle,384,6.4,1786,07-08-2018 13:30,07-08-2018 13:45,7,13,7,3,3,16593,15493,2018,30.259,-97.716,30.264,-97.733,Active
bicycle,2365,39.42,5343,07-08-2018 13:30,07-08-2018 14:15,7,13,7,5,9,13130,15800,2018,30.264,-97.767,30.245,-97.727,Active
bicycle,725,12.08,1802,07-08-2018 13:45,07-08-2018 14:00,7,13,7,5,5,13442,12972,2018,30.256,-97.762,30.263,-97.77,Active
bicycle,2083,34.72,4780,07-08-2018 14:00,07-08-2018 14:30,7,14,7,9,9,15180,15022,2018,30.268,-97.737,30.267,-97.739,Active
bicycle,951,15.85,2173,07-08-2018 14:00,07-08-2018 14:15,7,14,7,9,9,14227,14391,2018,30.25,-97.75,30.265,-97.748,Active
bicycle,1297,21.62,2044,07-08-2018 14:15,07-08-2018 14:30,7,14,7,3,1,16122,15495,2018,30.262,-97.722,30.27,-97.731,Active
bicycle,1823,30.38,6856,07-08-2018 14:15,07-08-2018 14:45,7,14,7,9,10,14225,12821,2018,30.246,-97.751,30.277,-97.773,Active
bicycle,827,13.78,1207,07-08-2018 14:30,07-08-2018 14:45,7,14,7,9,9,14077,14706,2018,30.268,-97.753,30.265,-97.744,Active
bicycle,15133,252.22,12585,07-08-2018 14:30,07-08-2018 18:45,7,14,7,9,9,15180,14548,2018,30.268,-97.737,30.265,-97.746,Active
bicycle,3664,61.07,12505,07-08-2018 14:45,07-08-2018 15:45,7,14,7,5,4,13760,16460,2018,30.263,-97.759,30.316,-97.718,Active
bicycle,792,13.2,2124,07-08-2018 15:15,07-08-2018 15:30,7,15,7,9,5,14078,13602,2018,30.271,-97.754,30.262,-97.761,Active
bicycle,3632,60.53,7934,07-08-2018 15:30,07-08-2018 16:30,7,15,7,9,9,14235,14389,2018,30.269,-97.75,30.26,-97.748,Active
bicycle,252,4.2,612,07-08-2018 16:30,07-08-2018 16:30,7,16,7,9,9,14865,14551,2018,30.27,-97.742,30.271,-97.747,Active
bicycle,420,7,950,07-08-2018 16:45,07-08-2018 16:45,7,16,7,3,3,15493,15493,2018,30.265,-97.731,30.265,-97.732,Active
bicycle,4462,74.37,13873,07-08-2018 16:45,07-08-2018 18:00,7,16,7,5,5,13442,13442,2018,30.256,-97.762,30.256,-97.763,Active
bicycle,4517,75.28,13535,07-08-2018 17:00,07-08-2018 18:15,7,17,7,5,5,13442,13442,2018,30.256,-97.762,30.256,-97.763,Active
bicycle,1983,33.05,1314,09-02-2018 19:45,09-02-2018 20:30,9,19,7,9,9,14226,14864,2018,30.248,-97.75,30.267,-97.741,Active
bicycle,600,10,1878,10/13/2018 04:45:00,10/13/2018 04:45:00,10,16,6,1,9,15341,15031,2018,30.278,-97.734,30.29,-97.738,Active
bicycle,751,12.52,3267,07-08-2018 17:00,07-08-2018 17:15,7,17,7,3,9,15487,14546,2018,30.25,-97.733,30.259,-97.747,Active
bicycle,956,15.93,2033,08/31/2018 03:15:00,08/31/2018 03:30:00,8,15,5,8,9,12973,13916,2018,30.264,-97.77,30.26,-97.755,Active
bicycle,1045,17.42,7,10/27/2018 10:45:00,10/27/2018 11:00:00,10,10,6,9,9,14862,14862,2018,30.261,-97.741,30.261,-97.741,Active
bicycle,452,7.53,1529,07-08-2018 17:00,07-08-2018 17:15,7,17,7,9,9,14707,14870,2018,30.268,-97.743,30.28,-97.741,Active
bicycle,963,16.05,2253,07-08-2018 17:15,07-08-2018 17:30,7,17,7,9,9,15018,14861,2018,30.258,-97.739,30.26,-97.742,Active
bicycle,582,9.7,1658,07-08-2018 17:15,07-08-2018 17:15,7,17,7,5,5,13441,12493,2018,30.253,-97.764,30.247,-97.778,Active
bicycle,432,7.2,2704,07-08-2018 17:15,07-08-2018 17:15,7,17,7,9,9,15018,14396,2018,30.258,-97.739,30.277,-97.748,Active
bicycle,636,10.6,1915,07-08-2018 17:15,07-08-2018 17:30,7,17,7,9,9,14077,15176,2018,30.268,-97.752,30.26,-97.738,Active
bicycle,1338,22.3,3042,07-08-2018 17:15,07-08-2018 17:45,7,17,7,3,3,15493,15493,2018,30.265,-97.732,30.265,-97.732,Active
bicycle,1468,24.47,5327,07-08-2018 17:15,07-08-2018 17:45,7,17,7,8,3,13131,15799,2018,30.265,-97.767,30.244,-97.727,Active
bicycle,360,6,823,09/20/2018 10:15:00,09/20/2018 10:15:00,9,10,4,9,9,14388,14389,2018,30.258,-97.747,30.261,-97.749,Active
bicycle,314,5.23,966,07-08-2018 17:30,07-08-2018 17:30,7,17,7,9,9,13610,13450,2018,30.282,-97.761,30.275,-97.762,Active
bicycle,120,2,527,09/24/2018 07:30:00,09/24/2018 07:30:00,9,19,1,9,9,15178,14864,2018,30.263,-97.737,30.265,-97.741,Active
bicycle,3798,63.3,8513,07-08-2018 17:30,07-08-2018 18:30,7,17,7,9,9,15178,14707,2018,30.264,-97.736,30.268,-97.743,Active
bicycle,1461,24.35,2929,07-08-2018 17:30,07-08-2018 18:00,7,17,7,9,5,14549,13759,2018,30.267,-97.746,30.26,-97.758,Active
bicycle,3418,56.97,6888,07-08-2018 17:30,07-08-2018 18:30,7,17,7,9,9,14549,14707,2018,30.266,-97.746,30.268,-97.743,Active
bicycle,4595,76.58,6309,07-08-2018 17:45,07-08-2018 19:00,7,17,7,9,3,14861,15807,2018,30.26,-97.742,30.262,-97.727,Active
bicycle,452,7.53,1545,07-08-2018 17:45,07-08-2018 18:00,7,17,7,5,5,12493,13441,2018,30.246,-97.778,30.253,-97.764,Active
bicycle,1440,24,5386,09/24/2018 07:15:00,09/24/2018 07:45:00,9,19,1,5,3,13918,16270,2018,30.264,-97.756,30.239,-97.72,Active
bicycle,49,0.82,4,09/25/2018 11:15:00,09/25/2018 11:15:00,9,11,2,9,9,15177,15178,2018,30.262,-97.735,30.264,-97.738,Active
bicycle,1155,19.25,2285,07-08-2018 18:00,07-08-2018 18:30,7,18,7,9,9,15176,14707,2018,30.26,-97.738,30.268,-97.745,Active
bicycle,1017,16.95,4007,07-08-2018 18:15,07-08-2018 18:30,7,18,7,3,3,12804,13275,2018,30.237,-97.771,30.233,-97.765,Active
bicycle,51,0.85,10,10-12-2018 20:30,10-12-2018 20:30,10,20,5,5,5,13603,13603,2018,30.264,-97.76,30.264,-97.76,Active
bicycle,4417,73.62,13695,07-08-2018 18:30,07-08-2018 19:45,7,18,7,9,9,14389,14389,2018,30.261,-97.749,30.261,-97.749,Active
bicycle,1202,20.03,1915,07-08-2018 18:45,07-08-2018 19:00,7,18,7,5,9,13441,13753,2018,30.253,-97.764,30.247,-97.757,Active
