Vehicle Type,duration,Trip Distance,datetime,End Time,month,hour,day ,Start District,End District,checkout_kiosk_id,checkin_kiosk_id,year,lat,lon,lat1,lon1
bicycle,262,644,11/07/2018 08:15:00,11/07/2018 08:15:00,7,8,3,9,9,14078,14392,2018,30.27,-97.754,30.268,-97.75
bicycle,347,451,11/07/2018 08:30:00,11/07/2018 08:30:00,7,8,3,9,9,14707,14708,2018,30.268,-97.743,30.27,-97.744
bicycle,720,2662,09/28/2018 12:00:00,09/28/2018 12:15:00,9,12,5,5,9,13442,13437,2018,30.255,-97.762,30.245,-97.763
bicycle,540,1407,08/25/2018 08:00:00,08/25/2018 08:15:00,8,20,6,8,8,12973,12659,2018,30.264,-97.77,30.266,-97.774
bicycle,362,1835,11/07/2018 08:30:00,11/07/2018 08:45:00,7,8,3,3,9,15807,14707,2018,30.262,-97.726,30.268,-97.743
bicycle,504,1786,11/07/2018 09:00:00,11/07/2018 09:00:00,7,9,3,9,9,14385,14706,2018,30.251,-97.749,30.266,-97.744
bicycle,564,3203,11/07/2018 09:15:00,11/07/2018 09:30:00,7,9,3,5,9,13441,14705,2018,30.253,-97.764,30.264,-97.743
bicycle,1776,2301,11/07/2018 09:45:00,11/07/2018 10:15:00,7,9,3,9,9,14389,14389,2018,30.262,-97.749,30.262,-97.749
bicycle,413,1577,11/07/2018 10:00:00,11/07/2018 10:00:00,7,10,3,9,9,14869,14549,2018,30.279,-97.742,30.266,-97.747
bicycle,780,2088,09/25/2018 04:00:00,09/25/2018 04:15:00,9,16,2,9,9,14078,13134,2018,30.27,-97.754,30.272,-97.768
bicycle,1369,2446,11/07/2018 10:00:00,11/07/2018 10:15:00,7,10,3,9,9,14389,14389,2018,30.262,-97.749,30.262,-97.749
bicycle,600,0,09/28/2018 09:15:00,09/28/2018 09:15:00,9,9,5,3,3,16119,16119,2018,30.254,-97.722,30.254,-97.722
bicycle,2664,2157,11/07/2018 10:30:00,11/07/2018 11:15:00,7,10,3,9,9,14392,14235,2018,30.268,-97.75,30.27,-97.751
bicycle,1774,5150,11/07/2018 11:30:00,11/07/2018 12:00:00,7,11,3,9,9,15350,15350,2018,30.3,-97.734,30.3,-97.734
bicycle,527,1867,11/07/2018 12:15:00,11/07/2018 12:15:00,7,12,3,3,9,15492,14550,2018,30.262,-97.733,30.269,-97.745
bicycle,868,1561,11/07/2018 12:30:00,11/07/2018 12:45:00,7,12,3,9,9,15021,14706,2018,30.265,-97.739,30.266,-97.743
bicycle,29,4,03/10/2018 15:45:00,03/10/2018 15:45:00,10,15,3,5,5,13445,13445,2018,30.264,-97.763,30.264,-97.763
bicycle,240,310,02/09/2018 16:15:00,02/09/2018 16:15:00,9,16,7,9,9,14389,14389,2018,30.261,-97.749,30.261,-97.749
bicycle,919,4281,11/07/2018 12:45:00,11/07/2018 13:00:00,7,12,3,9,9,15665,14393,2018,30.299,-97.73,30.27,-97.748
bicycle,319,628,11/07/2018 13:00:00,11/07/2018 13:00:00,7,13,3,9,9,14863,14549,2018,30.265,-97.742,30.267,-97.745
bicycle,3420,0,09/16/2018 06:00:00,09/16/2018 06:45:00,9,18,7,8,9,12973,14708,2018,30.264,-97.77,30.27,-97.743
bicycle,403,950,11/07/2018 13:00:00,11/07/2018 13:15:00,7,13,3,9,9,14863,14549,2018,30.264,-97.742,30.267,-97.746
bicycle,1504,5311,11/07/2018 13:15:00,11/07/2018 13:45:00,7,13,3,9,9,14864,14863,2018,30.266,-97.742,30.265,-97.742
bicycle,1595,5086,11/07/2018 13:15:00,11/07/2018 13:45:00,7,13,3,9,9,13920,13920,2018,30.269,-97.757,30.269,-97.757
bicycle,60,41,09/25/2018 12:15:00,09/25/2018 12:15:00,9,12,2,3,3,16429,16429,2018,30.243,-97.718,30.243,-97.718
bicycle,540,2312,12/10/2018 22:30:00,12/10/2018 22:45:00,10,22,5,9,9,14225,14705,2018,30.246,-97.751,30.263,-97.743
bicycle,763,3589,11/07/2018 13:30:00,11/07/2018 13:45:00,7,13,3,9,9,14862,13437,2018,30.262,-97.743,30.245,-97.763
bicycle,692,3042,11/07/2018 13:45:00,11/07/2018 14:00:00,7,13,3,9,9,14859,14226,2018,30.255,-97.74,30.248,-97.751
bicycle,6895,9222,11/07/2018 14:00:00,11/07/2018 15:45:00,7,14,3,9,5,14385,12339,2018,30.251,-97.749,30.254,-97.78
bicycle,240,467,11/07/2018 14:15:00,11/07/2018 14:15:00,7,14,3,1,1,15181,15338,2018,30.272,-97.738,30.27,-97.734
bicycle,774,2218,09/09/2018 23:15:00,09/09/2018 23:30:00,9,23,7,9,9,15021,14079,2018,30.264,-97.738,30.271,-97.754
bicycle,5675,8369,11/07/2018 14:15:00,11/07/2018 15:45:00,7,14,3,9,5,14225,12339,2018,30.245,-97.752,30.254,-97.78
bicycle,170,418,11/07/2018 14:15:00,11/07/2018 14:30:00,7,14,3,1,1,15338,15023,2018,30.271,-97.734,30.271,-97.738
bicycle,418,5423,11/07/2018 14:30:00,11/07/2018 14:45:00,7,14,3,9,9,15017,14556,2018,30.257,-97.74,30.283,-97.746
bicycle,772,1545,11/07/2018 15:30:00,11/07/2018 15:45:00,7,15,3,9,9,14715,14244,2018,30.286,-97.743,30.29,-97.75
bicycle,840,2993,11/07/2018 15:30:00,11/07/2018 15:45:00,7,15,3,9,9,14226,15017,2018,30.248,-97.751,30.256,-97.74
bicycle,237,772,11/07/2018 15:45:00,11/07/2018 15:45:00,7,15,3,9,9,14714,14716,2018,30.284,-97.745,30.289,-97.743
bicycle,679,1819,11/07/2018 16:00:00,11/07/2018 16:15:00,7,16,3,9,9,14225,15010,2018,30.245,-97.751,30.24,-97.739
bicycle,780,2426,09/24/2018 07:30:00,09/24/2018 07:45:00,9,19,1,5,5,12814,12335,2018,30.261,-97.772,30.245,-97.779
bicycle,571,1690,11/07/2018 16:30:00,11/07/2018 16:45:00,7,16,3,9,9,14865,14077,2018,30.27,-97.742,30.269,-97.753
bicycle,1080,4458,11/07/2018 16:45:00,11/07/2018 17:00:00,7,16,3,3,9,15175,14701,2018,30.257,-97.736,30.254,-97.744
bicycle,718,1572,03/09/2018 14:00:00,03/09/2018 14:15:00,9,14,1,9,9,14235,14705,2018,30.268,-97.75,30.264,-97.743
bicycle,2767,7757,11/07/2018 17:00:00,11/07/2018 17:45:00,7,17,3,1,9,16289,16613,2018,30.284,-97.719,30.306,-97.715
bicycle,1259,1,03/10/2018 19:00:00,03/10/2018 19:30:00,10,19,3,9,9,14075,14075,2018,30.263,-97.754,30.263,-97.754
bicycle,302,1046,11/07/2018 17:00:00,11/07/2018 17:00:00,7,17,3,9,9,14550,14077,2018,30.269,-97.746,30.269,-97.754
bicycle,621,3026,11/07/2018 17:00:00,11/07/2018 17:15:00,7,17,3,9,1,15023,16285,2018,30.271,-97.74,30.275,-97.72
bicycle,355,799,12/10/2018 15:00:00,12/10/2018 15:00:00,10,15,5,5,5,13288,13603,2018,30.264,-97.764,30.264,-97.76
bicycle,3496,17542,11/07/2018 17:00:00,11/07/2018 18:00:00,7,17,3,1,3,18512,12804,2018,30.328,-97.686,30.237,-97.771
bicycle,3313,8256,11/07/2018 17:15:00,11/07/2018 18:00:00,7,17,3,9,9,14225,14225,2018,30.245,-97.751,30.245,-97.752
bicycle,7200,130776,09/24/2018 03:00:00,09/24/2018 05:00:00,9,15,1,9,9,15027,14864,2018,30.28,-97.739,30.267,-97.741
bicycle,782,3701,11/07/2018 17:15:00,11/07/2018 17:30:00,7,17,3,9,9,13437,14863,2018,30.245,-97.764,30.264,-97.742
bicycle,2931,8095,11/07/2018 17:15:00,11/07/2018 18:00:00,7,17,3,9,9,14225,14225,2018,30.245,-97.752,30.245,-97.752
bicycle,1334,3798,11/07/2018 17:30:00,11/07/2018 18:00:00,7,17,3,9,9,14876,14706,2018,30.296,-97.742,30.266,-97.743
bicycle,253,241,11/07/2018 17:45:00,11/07/2018 18:00:00,7,17,3,9,9,14393,14235,2018,30.27,-97.748,30.27,-97.751
bicycle,1704,1864,02/09/2018 08:45:00,02/09/2018 09:15:00,9,8,7,8,8,12658,12658,2018,30.263,-97.775,30.263,-97.775
bicycle,1560,3250,05/10/2018 22:45:00,05/10/2018 23:00:00,10,22,5,9,9,14388,14221,2018,30.259,-97.749,30.236,-97.751
bicycle,445,1175,11/07/2018 18:00:00,11/07/2018 18:00:00,7,18,3,9,9,15010,15641,2018,30.24,-97.739,30.242,-97.731
bicycle,384,1802,11/07/2018 18:00:00,11/07/2018 18:00:00,7,18,3,9,3,14706,15965,2018,30.265,-97.743,30.263,-97.726
bicycle,651,2559,11/07/2018 18:00:00,11/07/2018 18:15:00,7,18,3,9,3,14077,15334,2018,30.269,-97.754,30.262,-97.735
bicycle,60,272,07/10/2018 15:15:00,07/10/2018 15:15:00,10,15,7,5,5,13445,13603,2018,30.262,-97.763,30.264,-97.76
bicycle,828,504,07/10/2018 15:15:00,07/10/2018 15:30:00,10,15,7,9,9,14388,14389,2018,30.258,-97.75,30.261,-97.749
bicycle,987,4136,11/07/2018 18:00:00,11/07/2018 18:15:00,7,18,3,9,9,14234,15018,2018,30.267,-97.752,30.259,-97.739
bicycle,636,1497,11/07/2018 18:15:00,11/07/2018 18:30:00,7,18,3,9,9,16613,17239,2018,30.306,-97.715,30.297,-97.707
bicycle,425,1513,11/07/2018 18:30:00,11/07/2018 18:45:00,7,18,3,9,9,14078,14706,2018,30.27,-97.753,30.266,-97.743
bicycle,300,700,03/10/2018 18:30:00,03/10/2018 18:30:00,10,18,3,9,9,14391,14077,2018,30.266,-97.747,30.268,-97.753
bicycle,567,1706,11/07/2018 18:45:00,11/07/2018 19:00:00,7,18,3,9,9,17239,16920,2018,30.297,-97.707,30.286,-97.711
bicycle,1095,5053,11/07/2018 18:45:00,11/07/2018 19:15:00,7,18,3,9,3,14078,15332,2018,30.27,-97.753,30.255,-97.735
bicycle,806,1947,11/07/2018 19:00:00,11/07/2018 19:00:00,7,19,3,9,9,14551,15019,2018,30.271,-97.746,30.261,-97.738
bicycle,814,4941,11/07/2018 19:00:00,11/07/2018 19:00:00,7,19,3,5,3,12657,15335,2018,30.262,-97.775,30.264,-97.735
bicycle,2340,636,06/09/2018 14:15:00,06/09/2018 15:00:00,9,14,4,9,9,14079,14079,2018,30.271,-97.753,30.271,-97.753
bicycle,575,1336,11/07/2018 19:00:00,11/07/2018 19:00:00,7,19,3,9,9,14862,15018,2018,30.263,-97.741,30.259,-97.739
bicycle,1883,6051,11/07/2018 19:00:00,11/07/2018 19:30:00,7,19,3,5,5,13760,13760,2018,30.263,-97.759,30.263,-97.759
bicycle,37,38,10/23/2018 12:15:00,10/23/2018 12:15:00,10,12,2,5,5,13918,13918,2018,30.263,-97.756,30.263,-97.756
bicycle,590,1786,11/07/2018 19:00:00,11/07/2018 19:15:00,7,19,3,9,9,14865,14389,2018,30.27,-97.742,30.26,-97.749
bicycle,346,1464,11/07/2018 19:15:00,11/07/2018 19:15:00,7,19,3,9,9,13920,13609,2018,30.269,-97.756,30.278,-97.761
bicycle,1449,8481,11/07/2018 19:15:00,11/07/2018 19:30:00,7,19,3,5,5,12966,11702,2018,30.248,-97.771,30.239,-97.789
bicycle,445,1722,11/07/2018 19:15:00,11/07/2018 19:15:00,7,19,3,9,9,14549,13764,2018,30.267,-97.746,30.272,-97.759
bicycle,1192,4007,11/07/2018 19:30:00,11/07/2018 19:45:00,7,19,3,9,9,14392,15661,2018,30.268,-97.748,30.289,-97.729
bicycle,120,341,10/09/2018 12:15:00,10/09/2018 12:30:00,9,12,1,9,9,15178,15020,2018,30.264,-97.737,30.262,-97.738
bicycle,424,1835,11/07/2018 19:30:00,11/07/2018 19:30:00,7,19,3,9,9,14706,14385,2018,30.266,-97.744,30.251,-97.749
bicycle,495,1786,11/07/2018 19:30:00,11/07/2018 19:30:00,7,19,3,5,5,13760,13442,2018,30.263,-97.759,30.256,-97.763
bicycle,1014,4007,11/07/2018 19:45:00,11/07/2018 20:00:00,7,19,3,9,5,15021,12972,2018,30.265,-97.738,30.262,-97.77
bicycle,3155,4200,11/07/2018 20:00:00,11/07/2018 21:00:00,7,20,3,1,1,17075,17075,2018,30.28,-97.709,30.28,-97.709
bicycle,2129,5069,11/07/2018 20:15:00,11/07/2018 20:45:00,7,20,3,9,9,13917,13917,2018,30.263,-97.755,30.263,-97.755
bicycle,392,1690,11/07/2018 20:15:00,11/07/2018 20:30:00,7,20,3,5,5,13442,13760,2018,30.256,-97.763,30.263,-97.759
bicycle,728,2832,11/07/2018 20:30:00,11/07/2018 20:30:00,7,20,3,9,9,14235,14385,2018,30.27,-97.751,30.252,-97.748
bicycle,5575,17494,11/07/2018 20:30:00,11/07/2018 22:00:00,7,20,3,9,9,14557,15018,2018,30.285,-97.747,30.258,-97.739
bicycle,3515,2591,11/07/2018 20:30:00,11/07/2018 21:30:00,7,20,3,1,1,16285,16284,2018,30.274,-97.72,30.273,-97.72
bicycle,45365,51,08/26/2018 09:00:00,08/27/2018 09:30:00,8,21,7,9,9,15031,15031,2018,30.289,-97.739,30.289,-97.739
bicycle,1531,2462,11/07/2018 20:30:00,11/07/2018 21:00:00,7,20,3,5,9,12972,14078,2018,30.262,-97.77,30.271,-97.754
bicycle,3158,259,10/20/2018 11:15:00,10/20/2018 12:00:00,10,11,6,5,5,13759,13759,2018,30.26,-97.758,30.261,-97.758
bicycle,430,1304,11/07/2018 20:45:00,11/07/2018 20:45:00,7,20,3,9,9,14389,14077,2018,30.262,-97.749,30.268,-97.753
bicycle,267,467,11/07/2018 21:00:00,11/07/2018 21:00:00,7,21,3,9,9,15018,15017,2018,30.259,-97.739,30.256,-97.74
bicycle,463,1110,11/07/2018 21:00:00,11/07/2018 21:15:00,7,21,3,9,9,15018,14706,2018,30.259,-97.74,30.265,-97.745
bicycle,645,1786,11/07/2018 21:00:00,11/07/2018 21:15:00,7,21,3,9,9,14716,14716,2018,30.289,-97.743,30.29,-97.743
bicycle,943,1899,11/07/2018 21:00:00,11/07/2018 21:15:00,7,21,3,9,5,14077,13599,2018,30.268,-97.753,30.255,-97.762
bicycle,2829,9,08/25/2018 11:00:00,08/25/2018 11:45:00,8,23,6,9,9,14706,14706,2018,30.265,-97.743,30.265,-97.743
bicycle,290,869,11/07/2018 21:15:00,11/07/2018 21:15:00,7,21,3,9,9,14549,14077,2018,30.266,-97.746,30.269,-97.754
bicycle,982,3782,11/07/2018 21:15:00,11/07/2018 21:30:00,7,21,3,9,9,15661,15019,2018,30.289,-97.729,30.261,-97.738
bicycle,759,2704,11/07/2018 21:15:00,11/07/2018 21:30:00,7,21,3,9,5,14701,13599,2018,30.254,-97.744,30.255,-97.762
bicycle,985,2301,11/07/2018 21:15:00,11/07/2018 21:30:00,7,21,3,9,9,14078,15021,2018,30.271,-97.754,30.265,-97.738
bicycle,2279,4925,11/07/2018 21:15:00,11/07/2018 22:00:00,7,21,3,9,9,15021,13437,2018,30.265,-97.738,30.245,-97.763
bicycle,804,2768,11/07/2018 21:30:00,11/07/2018 21:45:00,7,21,3,9,9,15350,14870,2018,30.3,-97.734,30.282,-97.742
bicycle,554,2688,11/07/2018 21:30:00,11/07/2018 21:30:00,7,21,3,9,3,14393,15964,2018,30.27,-97.748,30.26,-97.725
bicycle,694,2897,11/07/2018 21:30:00,11/07/2018 21:45:00,7,21,3,1,1,17075,17075,2018,30.28,-97.709,30.28,-97.709
bicycle,1785,6180,11/07/2018 21:45:00,11/07/2018 22:15:00,7,21,3,3,9,15483,14714,2018,30.241,-97.731,30.285,-97.743
bicycle,1030,3557,11/07/2018 22:00:00,11/07/2018 22:15:00,7,22,3,9,9,14870,15350,2018,30.282,-97.742,30.3,-97.734
bicycle,780,3482,08/22/2018 05:30:00,08/22/2018 05:45:00,8,17,3,3,3,16751,15493,2018,30.259,-97.711,30.264,-97.732
bicycle,1591,3219,11/07/2018 22:00:00,11/07/2018 22:30:00,7,22,3,9,9,13925,13925,2018,30.281,-97.757,30.281,-97.757
bicycle,2392,3042,11/07/2018 22:15:00,11/07/2018 22:45:00,7,22,3,5,5,13602,13602,2018,30.262,-97.761,30.262,-97.761
bicycle,494,2173,11/07/2018 22:30:00,11/07/2018 22:45:00,7,22,3,5,5,13442,12493,2018,30.256,-97.762,30.247,-97.777
bicycle,503,2173,11/07/2018 22:30:00,11/07/2018 22:45:00,7,22,3,5,5,13599,12494,2018,30.255,-97.762,30.248,-97.777
bicycle,825,3991,11/07/2018 22:45:00,11/07/2018 23:00:00,7,22,3,9,9,15019,15975,2018,30.261,-97.738,30.288,-97.725
bicycle,2064,4603,11/07/2018 23:00:00,11/07/2018 23:45:00,7,23,3,1,9,15652,15176,2018,30.269,-97.729,30.26,-97.738
bicycle,1485,4184,12/07/2018 00:00:00,12/07/2018 00:30:00,7,0,4,9,1,15018,15967,2018,30.259,-97.739,30.268,-97.724
bicycle,1644,2430,12/07/2018 06:45:00,12/07/2018 07:15:00,7,6,4,1,9,15652,14394,2018,30.269,-97.729,30.273,-97.75
bicycle,740,1802,12/07/2018 07:30:00,12/07/2018 07:45:00,7,7,4,9,9,14077,14865,2018,30.269,-97.753,30.27,-97.742
bicycle,60,242,09/28/2018 02:45:00,09/28/2018 02:45:00,9,14,5,9,9,14547,14389,2018,30.261,-97.746,30.261,-97.747
bicycle,2220,186,01/09/2018 19:45:00,01/09/2018 20:15:00,9,19,6,3,3,15807,15807,2018,30.262,-97.726,30.262,-97.727
bicycle,9,58,09/28/2018 02:15:00,09/28/2018 02:15:00,9,14,5,9,9,14388,14388,2018,30.258,-97.748,30.258,-97.749
bicycle,540,2471,03/09/2018 17:45:00,03/09/2018 18:00:00,9,17,1,9,9,14385,14705,2018,30.251,-97.749,30.262,-97.743
bicycle,4352,17654,12/07/2018 07:45:00,12/07/2018 09:00:00,7,7,4,3,7,13121,15374,2018,30.241,-97.767,30.355,-97.734
bicycle,1801,7837,12/07/2018 07:45:00,12/07/2018 08:15:00,7,7,4,3,9,14690,14873,2018,30.227,-97.744,30.287,-97.742
bicycle,603,3653,12/07/2018 07:45:00,12/07/2018 08:00:00,7,7,4,9,9,13437,14862,2018,30.245,-97.763,30.262,-97.743
bicycle,932,2607,12/07/2018 08:00:00,12/07/2018 08:15:00,7,8,4,9,1,15975,15496,2018,30.288,-97.725,30.271,-97.731
bicycle,360,731,12/09/2018 18:15:00,12/09/2018 18:30:00,9,18,3,3,3,15332,15646,2018,30.255,-97.734,30.253,-97.728
bicycle,1007,3943,12/07/2018 08:00:00,12/07/2018 08:15:00,7,8,4,9,1,16451,15024,2018,30.295,-97.718,30.273,-97.739
bicycle,915,4474,12/07/2018 08:15:00,12/07/2018 08:30:00,7,8,4,9,9,16920,14865,2018,30.286,-97.711,30.268,-97.741
bicycle,474,1883,12/07/2018 08:15:00,12/07/2018 08:30:00,7,8,4,3,9,15964,14706,2018,30.26,-97.725,30.265,-97.743
bicycle,420,0,04/10/2018 23:15:00,04/10/2018 23:15:00,10,23,4,3,3,15493,15493,2018,30.264,-97.731,30.264,-97.731
bicycle,588,1754,12/07/2018 08:15:00,12/07/2018 08:30:00,7,8,4,3,9,15334,14550,2018,30.262,-97.735,30.269,-97.746
bicycle,588,2012,12/07/2018 08:30:00,12/07/2018 08:30:00,7,8,4,9,9,14385,14707,2018,30.251,-97.749,30.268,-97.743
bicycle,629,2575,12/07/2018 08:30:00,12/07/2018 08:45:00,7,8,4,9,9,14873,14865,2018,30.287,-97.742,30.268,-97.741
bicycle,419,0,09/26/2018 07:45:00,09/26/2018 08:00:00,9,19,3,9,9,14546,14546,2018,30.26,-97.745,30.26,-97.745
bicycle,1342,1577,12/07/2018 08:45:00,12/07/2018 09:15:00,7,8,4,9,9,14714,15188,2018,30.285,-97.743,30.289,-97.736
bicycle,372,1448,12/07/2018 09:45:00,12/07/2018 10:00:00,7,9,4,9,9,14244,15029,2018,30.29,-97.75,30.285,-97.74
bicycle,583,2382,12/07/2018 10:00:00,12/07/2018 10:00:00,7,10,4,9,9,14386,15485,2018,30.254,-97.748,30.246,-97.732
bicycle,1347,6614,12/07/2018 10:00:00,12/07/2018 10:30:00,7,10,4,1,8,16285,12973,2018,30.275,-97.72,30.264,-97.771
bicycle,458,1996,12/07/2018 10:00:00,12/07/2018 10:15:00,7,10,4,1,9,15967,15177,2018,30.267,-97.724,30.261,-97.737
bicycle,423,1432,12/07/2018 10:15:00,12/07/2018 10:15:00,7,10,4,9,9,14544,14706,2018,30.254,-97.747,30.265,-97.744
bicycle,1008,0,02/10/2018 09:15:00,02/10/2018 09:30:00,10,9,2,9,9,14549,14549,2018,30.267,-97.746,30.267,-97.746
bicycle,928,4249,12/07/2018 10:45:00,12/07/2018 11:00:00,7,10,4,9,9,13925,14705,2018,30.281,-97.757,30.264,-97.743
bicycle,557,2527,12/07/2018 10:45:00,12/07/2018 11:00:00,7,10,4,1,3,15652,15808,2018,30.269,-97.729,30.264,-97.727
bicycle,245,1143,12/07/2018 11:00:00,12/07/2018 11:00:00,7,11,4,9,9,14866,14235,2018,30.271,-97.742,30.27,-97.751
bicycle,3300,593,02/09/2018 16:15:00,02/09/2018 17:15:00,9,16,7,9,9,13916,14390,2018,30.26,-97.755,30.262,-97.748
bicycle,42,692,12/07/2018 11:00:00,12/07/2018 11:00:00,7,11,4,9,9,15177,15019,2018,30.261,-97.737,30.261,-97.738
bicycle,835,1903,02/09/2018 19:15:00,02/09/2018 19:30:00,9,19,7,9,9,14549,14546,2018,30.266,-97.746,30.26,-97.747
bicycle,232,9,10/13/2018 07:00:00,10/13/2018 07:00:00,10,19,6,9,9,15343,15343,2018,30.281,-97.735,30.281,-97.735
bicycle,1020,4990,06/09/2018 17:45:00,06/09/2018 18:00:00,9,17,4,9,9,14705,13912,2018,30.263,-97.744,30.249,-97.755
bicycle,386,1336,12/07/2018 11:00:00,12/07/2018 11:15:00,7,11,4,9,3,15177,15807,2018,30.261,-97.737,30.262,-97.727
bicycle,5871,18202,12/07/2018 11:00:00,12/07/2018 12:45:00,7,11,4,3,1,15808,17393,2018,30.264,-97.727,30.287,-97.703
bicycle,2521,2092,12/07/2018 11:30:00,12/07/2018 12:15:00,7,11,4,9,9,15188,15344,2018,30.288,-97.736,30.285,-97.735
bicycle,2597,910,09/14/2018 10:00:00,09/14/2018 10:45:00,9,10,5,3,3,15800,16429,2018,30.244,-97.727,30.242,-97.717
bicycle,1567,2253,12/07/2018 11:45:00,12/07/2018 12:15:00,7,11,4,9,9,15020,15020,2018,30.263,-97.739,30.263,-97.739
bicycle,224,950,12/07/2018 12:00:00,12/07/2018 12:00:00,7,12,4,9,9,15032,14714,2018,30.292,-97.74,30.285,-97.743
bicycle,564,1899,12/07/2018 12:15:00,12/07/2018 12:15:00,7,12,4,9,9,14706,14079,2018,30.265,-97.745,30.272,-97.754
bicycle,1772,5021,12/07/2018 12:30:00,12/07/2018 13:00:00,7,12,4,9,9,14865,14865,2018,30.27,-97.742,30.269,-97.741
bicycle,288,917,12/07/2018 12:45:00,12/07/2018 12:45:00,7,12,4,9,9,14714,15187,2018,30.285,-97.743,30.285,-97.736
bicycle,2252,3074,12/07/2018 13:00:00,12/07/2018 13:30:00,7,13,4,1,1,16917,16917,2018,30.281,-97.71,30.281,-97.71
bicycle,851,3943,12/07/2018 13:00:00,12/07/2018 13:15:00,7,13,4,3,9,15648,15344,2018,30.258,-97.729,30.285,-97.734
bicycle,1477,1117,06/10/2018 20:45:00,06/10/2018 21:15:00,10,20,6,9,9,14864,14864,2018,30.267,-97.741,30.267,-97.74
bicycle,434,1996,12/07/2018 13:15:00,12/07/2018 13:15:00,7,13,4,9,1,14394,15495,2018,30.273,-97.75,30.269,-97.732
bicycle,39,125,08/30/2018 01:30:00,08/30/2018 01:30:00,8,13,4,9,9,14393,14393,2018,30.269,-97.749,30.269,-97.748
bicycle,599,519,02/09/2018 18:15:00,02/09/2018 18:30:00,9,18,7,9,9,14544,14704,2018,30.255,-97.747,30.26,-97.745
bicycle,1482,3508,12/07/2018 13:15:00,12/07/2018 13:45:00,7,13,4,1,1,17075,17075,2018,30.281,-97.709,30.281,-97.709
bicycle,621,2893,07/09/2018 23:15:00,07/09/2018 23:30:00,9,23,5,9,1,15019,15494,2018,30.26,-97.738,30.266,-97.731
bicycle,1083,1722,12/07/2018 13:15:00,12/07/2018 13:45:00,7,13,4,9,9,15029,14244,2018,30.285,-97.74,30.29,-97.75
bicycle,203,241,12/07/2018 13:30:00,12/07/2018 13:30:00,7,13,4,9,9,14705,14862,2018,30.263,-97.743,30.262,-97.743
bicycle,3535,4973,12/07/2018 13:30:00,12/07/2018 14:30:00,7,13,4,8,8,12973,12973,2018,30.264,-97.771,30.264,-97.771
bicycle,60,0,10/23/2018 01:45:00,10/23/2018 01:45:00,10,13,2,8,8,12973,12973,2018,30.264,-97.771,30.264,-97.771
bicycle,1584,2607,12/07/2018 13:30:00,12/07/2018 14:00:00,7,13,4,1,1,17075,17075,2018,30.281,-97.709,30.281,-97.709
bicycle,1049,4410,12/07/2018 13:30:00,12/07/2018 14:00:00,7,13,4,9,9,14699,14234,2018,30.248,-97.744,30.266,-97.752
bicycle,1344,2559,12/07/2018 13:30:00,12/07/2018 14:00:00,7,13,4,1,1,17075,17075,2018,30.28,-97.709,30.281,-97.709
bicycle,60,266,09/26/2018 02:45:00,09/26/2018 02:45:00,9,14,3,9,9,14548,14706,2018,30.264,-97.745,30.264,-97.744
bicycle,1359,0,09/14/2018 11:45:00,09/15/2018 12:00:00,9,23,5,9,9,14389,14389,2018,30.261,-97.749,30.261,-97.749
bicycle,234,917,12/07/2018 13:45:00,12/07/2018 13:45:00,7,13,4,3,3,16278,16279,2018,30.259,-97.72,30.26,-97.72
bicycle,776,1078,12/07/2018 14:00:00,12/07/2018 14:15:00,7,14,4,9,9,14716,15033,2018,30.29,-97.744,30.295,-97.739
bicycle,1869,23,12/10/2018 13:45:00,12/10/2018 14:15:00,10,13,5,9,9,15179,13605,2018,30.267,-97.737,30.268,-97.76
bicycle,367,756,12/07/2018 14:15:00,12/07/2018 14:30:00,7,14,4,9,9,15187,14872,2018,30.286,-97.736,30.285,-97.742
bicycle,1029,31,10/23/2018 05:30:00,10/23/2018 06:00:00,10,17,2,5,5,13599,13599,2018,30.255,-97.76,30.255,-97.76
bicycle,325,853,12/07/2018 14:15:00,12/07/2018 14:30:00,7,14,4,9,9,15344,14714,2018,30.285,-97.735,30.285,-97.743
bicycle,1460,5665,12/07/2018 14:15:00,12/07/2018 14:45:00,7,14,4,1,1,17075,17075,2018,30.281,-97.709,30.28,-97.709
bicycle,1325,6228,12/07/2018 14:30:00,12/07/2018 14:45:00,7,14,4,1,1,17075,17075,2018,30.28,-97.709,30.28,-97.709
bicycle,180,398,09/23/2018 06:30:00,09/23/2018 06:30:00,9,18,7,9,9,15020,15178,2018,30.262,-97.738,30.265,-97.737
bicycle,618,2366,12/07/2018 14:45:00,12/07/2018 14:45:00,7,14,4,9,3,14707,15334,2018,30.268,-97.745,30.262,-97.735
bicycle,2701,6695,12/07/2018 14:45:00,12/07/2018 15:30:00,7,14,4,9,8,15177,12973,2018,30.262,-97.738,30.264,-97.771
bicycle,2633,6486,12/07/2018 14:45:00,12/07/2018 15:30:00,7,14,4,9,8,15020,12973,2018,30.263,-97.738,30.264,-97.771
bicycle,551,1223,12/07/2018 14:45:00,12/07/2018 15:00:00,7,14,4,9,9,14716,14716,2018,30.289,-97.743,30.29,-97.743
bicycle,3397,16222,12/07/2018 14:45:00,12/07/2018 15:45:00,7,14,4,9,0,14225,8674,2018,30.246,-97.751,30.153,-97.834
bicycle,786,3653,12/07/2018 15:00:00,12/07/2018 15:00:00,7,15,4,3,9,15807,14227,2018,30.262,-97.727,30.25,-97.75
