stationid,lat,lon
14551,30.272,-97.746
15646,30.253,-97.728
15493,30.265,-97.732
16436,30.26,-97.717
14863,30.265,-97.742
14544,30.256,-97.746
14552,30.274,-97.746
14545,30.257,-97.747
14391,30.266,-97.749
13437,30.245,-97.763
13442,30.256,-97.763
14717,30.292,-97.744
14080,30.276,-97.753
14389,30.26,-97.749
14705,30.264,-97.743
15021,30.265,-97.74
14075,30.263,-97.754
15808,30.265,-97.728
14388,30.258,-97.749
14707,30.267,-97.743
14863,30.265,-97.742
14557,30.285,-97.747
15964,30.261,-97.724
16119,30.256,-97.722
15178,30.265,-97.737
14548,30.264,-97.745
14549,30.265,-97.746
14863,30.265,-97.741
16119,30.256,-97.722
13919,30.266,-97.755
14234,30.266,-97.75
16277,30.255,-97.72
14558,30.288,-97.747
13123,30.246,-97.768
14551,30.27,-97.746
13437,30.245,-97.763
13442,30.256,-97.763
13285,30.257,-97.765
14865,30.268,-97.741
14079,30.271,-97.754
12346,30.271,-97.779
15178,30.264,-97.737
14863,30.264,-97.741
14552,30.274,-97.746
15978,30.294,-97.726
13603,30.264,-97.76
14234,30.267,-97.75
14391,30.266,-97.749
14394,30.273,-97.75
14548,30.264,-97.746
14865,30.268,-97.741
14548,30.264,-97.747
14234,30.267,-97.752
14707,30.268,-97.743
14706,30.265,-97.743
14863,30.265,-97.742
14077,30.267,-97.752
13293,30.276,-97.766
14076,30.265,-97.753
13447,30.268,-97.764
14870,30.28,-97.741
14870,30.281,-97.742
14076,30.266,-97.753
14863,30.265,-97.741
14549,30.267,-97.745
14548,30.265,-97.747
14864,30.266,-97.741
14398,30.283,-97.748
14073,30.258,-97.753
15020,30.264,-97.74
14862,30.263,-97.741
16114,30.242,-97.723
13288,30.264,-97.766
14707,30.268,-97.745
14389,30.26,-97.749
14701,30.254,-97.744
14235,30.27,-97.75
14549,30.267,-97.745
12815,30.264,-97.772
14078,30.27,-97.754
14389,30.261,-97.748
15010,30.24,-97.739
12972,30.263,-97.77
16289,30.284,-97.72
14078,30.27,-97.754
15021,30.265,-97.739
16279,30.262,-97.72
14557,30.285,-97.747
14236,30.271,-97.751
14550,30.268,-97.745
14078,30.271,-97.753
14078,30.27,-97.752
14077,30.267,-97.752
16592,30.257,-97.715
14078,30.271,-97.753
15021,30.265,-97.74
14863,30.264,-97.74
14242,30.285,-97.75
14232,30.263,-97.751
15176,30.26,-97.738
14389,30.261,-97.748
14717,30.292,-97.744
13442,30.255,-97.761
14230,30.257,-97.752
14230,30.257,-97.752
13287,30.261,-97.766
14075,30.264,-97.754
13446,30.264,-97.762
15489,30.256,-97.732
14717,30.292,-97.745
14548,30.265,-97.746
13759,30.26,-97.758
14865,30.269,-97.74
13760,30.263,-97.759
13760,30.263,-97.759
14232,30.263,-97.75
15180,30.27,-97.736
14386,30.253,-97.747
14548,30.264,-97.745
14548,30.264,-97.745
14077,30.269,-97.753
15018,30.258,-97.739
14547,30.262,-97.746
15807,30.262,-97.728
14401,30.289,-97.749
14075,30.263,-97.754
14399,30.285,-97.749
16121,30.26,-97.723
15810,30.269,-97.728
15021,30.265,-97.74
14238,30.277,-97.75
14385,30.25,-97.749
14714,30.284,-97.745
15807,30.262,-97.726
13764,30.273,-97.758
13594,30.242,-97.759
16287,30.28,-97.72
14077,30.267,-97.753
12973,30.264,-97.771
15188,30.288,-97.736
13444,30.262,-97.763
15018,30.259,-97.738
15799,30.244,-97.727
12973,30.264,-97.771
13920,30.269,-97.757
13760,30.263,-97.758
14072,30.257,-97.753
15493,30.264,-97.733
16280,30.263,-97.721
14878,30.299,-97.741
16121,30.26,-97.723
14077,30.269,-97.754
16121,30.26,-97.723
14546,30.259,-97.747
14870,30.28,-97.741
13924,30.278,-97.755
14234,30.266,-97.751
14234,30.266,-97.75
13918,30.264,-97.756
15020,30.264,-97.74
14555,30.282,-97.746
13760,30.263,-97.759
14401,30.289,-97.748
15192,30.297,-97.736
16267,30.233,-97.72
14391,30.265,-97.747
13446,30.265,-97.762
14078,30.27,-97.754
14078,30.27,-97.754
14555,30.281,-97.745
14872,30.286,-97.742
14234,30.266,-97.75
15176,30.26,-97.738
14073,30.258,-97.753
14716,30.29,-97.745
14709,30.273,-97.745
16136,30.296,-97.723
14864,30.267,-97.741
14863,30.265,-97.742
14705,30.263,-97.743
15964,30.261,-97.724
13760,30.264,-97.759
14861,30.26,-97.741
14077,30.269,-97.754
12973,30.264,-97.771
14707,30.267,-97.743
14236,30.271,-97.752
14873,30.287,-97.741
14865,30.268,-97.742
15187,30.285,-97.737
14863,30.264,-97.742
14872,30.286,-97.742
15807,30.262,-97.726
14870,30.28,-97.741
14072,30.256,-97.752
14557,30.285,-97.747
14702,30.256,-97.743
13445,30.263,-97.763
14865,30.27,-97.742
13602,30.262,-97.762
14073,30.258,-97.753
14233,30.264,-97.749
14864,30.267,-97.74
15340,30.275,-97.734
16295,30.3,-97.72
13764,30.273,-97.757
14865,30.269,-97.741
14388,30.258,-97.749
14863,30.264,-97.742
14234,30.266,-97.75
14234,30.266,-97.75
14707,30.268,-97.743
16751,30.259,-97.713
15021,30.265,-97.739
13920,30.268,-97.756
14550,30.269,-97.747
15020,30.264,-97.74
15489,30.256,-97.732
14548,30.264,-97.747
15807,30.262,-97.726
14389,30.26,-97.747
13293,30.276,-97.765
14863,30.265,-97.742
15020,30.264,-97.74
14547,30.261,-97.746
15020,30.264,-97.74
15964,30.261,-97.725
14864,30.267,-97.74
14548,30.265,-97.746
15021,30.265,-97.738
16122,30.261,-97.722
13759,30.261,-97.756
14234,30.267,-97.75
16751,30.259,-97.712
13447,30.268,-97.764
14715,30.287,-97.743
15021,30.265,-97.738
13759,30.26,-97.757
15799,30.244,-97.728
14232,30.261,-97.75
14712,30.281,-97.744
15503,30.287,-97.732
15023,30.269,-97.739
15019,30.262,-97.739
13917,30.263,-97.755
15022,30.267,-97.739
14391,30.265,-97.749
13917,30.262,-97.755
14702,30.255,-97.744
15189,30.29,-97.736
15964,30.262,-97.725
14389,30.261,-97.75
16121,30.26,-97.723
16121,30.26,-97.723
13918,30.264,-97.756
17075,30.281,-97.709
15799,30.244,-97.728
16118,30.252,-97.723
12973,30.264,-97.77
15330,30.252,-97.734
13764,30.273,-97.757
15807,30.262,-97.726
14549,30.267,-97.747
15022,30.267,-97.739
14871,30.283,-97.742
15021,30.265,-97.738
14078,30.27,-97.754
14389,30.261,-97.749
15493,30.264,-97.731
14391,30.265,-97.749
15807,30.262,-97.727
16293,30.294,-97.72
14864,30.267,-97.741
14557,30.285,-97.747
15019,30.262,-97.739
15022,30.267,-97.739
15179,30.267,-97.738
13441,30.253,-97.764
15179,30.266,-97.737
17075,30.28,-97.709
14077,30.268,-97.752
16598,30.271,-97.715
14389,30.261,-97.749
15011,30.241,-97.739
15329,30.248,-97.734
14848,30.228,-97.741
14077,30.269,-97.754
13441,30.253,-97.764
13760,30.263,-97.757
14866,30.271,-97.741
14224,30.243,-97.751
14701,30.253,-97.744
14552,30.274,-97.747
15021,30.264,-97.737
15495,30.269,-97.732
14704,30.261,-97.742
15964,30.262,-97.725
14870,30.28,-97.741
14401,30.289,-97.748
13919,30.267,-97.755
13607,30.273,-97.76
14877,30.298,-97.742
16286,30.277,-97.721
14864,30.266,-97.742
14864,30.267,-97.741
15493,30.264,-97.733
13602,30.261,-97.761
14545,30.256,-97.747
12973,30.263,-97.768
13442,30.256,-97.762
15021,30.265,-97.738
15021,30.264,-97.738
14225,30.245,-97.752
14863,30.264,-97.742
15018,30.257,-97.738
14555,30.282,-97.746
14080,30.274,-97.752
14391,30.266,-97.749
14391,30.266,-97.749
14391,30.265,-97.749
14234,30.266,-97.75
14230,30.257,-97.752
12657,30.262,-97.775
14077,30.268,-97.753
16434,30.255,-97.719
14707,30.268,-97.745
16751,30.259,-97.712
12973,30.264,-97.771
14865,30.269,-97.741
14234,30.266,-97.75
14393,30.27,-97.749
14234,30.266,-97.751
14394,30.273,-97.75
15341,30.278,-97.735
12973,30.264,-97.77
14558,30.288,-97.747
15021,30.265,-97.74
13292,30.274,-97.764
16121,30.26,-97.723
14077,30.268,-97.753
15021,30.265,-97.738
14863,30.264,-97.741
15493,30.264,-97.732
14863,30.264,-97.741
14863,30.265,-97.742
16907,30.257,-97.711
14077,30.268,-97.753
14868,30.277,-97.742
15020,30.262,-97.738
14712,30.28,-97.744
14548,30.265,-97.746
14391,30.265,-97.749
15018,30.258,-97.739
13289,30.266,-97.765
16119,30.256,-97.722
16434,30.255,-97.717
13442,30.255,-97.762
12973,30.264,-97.771
14546,30.259,-97.747
15964,30.26,-97.724
14237,30.274,-97.751
14549,30.267,-97.745
14544,30.254,-97.746
14230,30.257,-97.752
15010,30.24,-97.739
14706,30.265,-97.742
14549,30.267,-97.745
14558,30.288,-97.747
13442,30.256,-97.763
16885,30.204,-97.71
16128,30.276,-97.723
13917,30.262,-97.756
14873,30.287,-97.742
16595,30.263,-97.714
14078,30.27,-97.754
14705,30.263,-97.744
15964,30.262,-97.725
14393,30.269,-97.748
14706,30.265,-97.744
14548,30.264,-97.746
15180,30.268,-97.736
13917,30.262,-97.756
14234,30.267,-97.752
14389,30.261,-97.75
14390,30.264,-97.748
14389,30.261,-97.75
14389,30.261,-97.75
15807,30.262,-97.727
17075,30.281,-97.709
13131,30.264,-97.767
15799,30.244,-97.727
15021,30.265,-97.738
15645,30.251,-97.73
16604,30.285,-97.715
15965,30.263,-97.726
12814,30.261,-97.771
15964,30.262,-97.725
14079,30.272,-97.753
13911,30.247,-97.754
13598,30.252,-97.759
14075,30.264,-97.754
14399,30.284,-97.749
14233,30.264,-97.751
15186,30.284,-97.737
15965,30.263,-97.725
14864,30.267,-97.74
14863,30.263,-97.741
12973,30.264,-97.77
15011,30.241,-97.74
15334,30.261,-97.734
14853,30.24,-97.742
15337,30.269,-97.734
14862,30.261,-97.742
14705,30.263,-97.745
15179,30.265,-97.737
15348,30.293,-97.735
14077,30.268,-97.752
13442,30.255,-97.761
14872,30.286,-97.742
12973,30.264,-97.771
13761,30.265,-97.757
14701,30.254,-97.745
15019,30.26,-97.739
14551,30.271,-97.745
14705,30.263,-97.745
16121,30.26,-97.723
16121,30.26,-97.723
15021,30.265,-97.739
13917,30.262,-97.756
14862,30.262,-97.74
14717,30.291,-97.744
14864,30.266,-97.741
14393,30.27,-97.749
16751,30.259,-97.712
16118,30.252,-97.723
16595,30.263,-97.715
15178,30.264,-97.737
16119,30.255,-97.722
13293,30.275,-97.764
14385,30.252,-97.748
14557,30.285,-97.747
15019,30.262,-97.739
14544,30.256,-97.746
14864,30.267,-97.742
14705,30.263,-97.745
15021,30.265,-97.739
15179,30.267,-97.737
13602,30.262,-97.762
14558,30.289,-97.747
14401,30.289,-97.748
14230,30.257,-97.752
15021,30.266,-97.74
14389,30.26,-97.747
16121,30.26,-97.723
14077,30.268,-97.752
14864,30.267,-97.742
14557,30.285,-97.747
14870,30.28,-97.741
15020,30.263,-97.739
14389,30.261,-97.749
14391,30.265,-97.749
14389,30.261,-97.749
15017,30.257,-97.739
14865,30.268,-97.741
15808,30.264,-97.727
13921,30.272,-97.756
14392,30.269,-97.748
14705,30.263,-97.745
14550,30.269,-97.745
14705,30.263,-97.744
14548,30.263,-97.747
12972,30.262,-97.768
15018,30.258,-97.738
14556,30.283,-97.746
14546,30.259,-97.746
15335,30.263,-97.735
14557,30.285,-97.747
14863,30.263,-97.741
14242,30.286,-97.75
15495,30.269,-97.732
14241,30.284,-97.75
13451,30.277,-97.764
15645,30.251,-97.73
16600,30.275,-97.715
15335,30.264,-97.735
14077,30.267,-97.752
15799,30.243,-97.727
13442,30.255,-97.763
15340,30.276,-97.734
15800,30.245,-97.726
14391,30.264,-97.747
12029,30.266,-97.784
16279,30.262,-97.72
16907,30.256,-97.712
13450,30.275,-97.763
13920,30.269,-97.757
15647,30.256,-97.73
13920,30.27,-97.756
14548,30.264,-97.745
13442,30.255,-97.762
14548,30.264,-97.745
16436,30.26,-97.717
14865,30.268,-97.741
14077,30.268,-97.753
13925,30.281,-97.757
14707,30.268,-97.743
14546,30.259,-97.746
13450,30.274,-97.763
15020,30.262,-97.738
17075,30.28,-97.709
12972,30.263,-97.77
12972,30.263,-97.77
14389,30.261,-97.747
13912,30.249,-97.754
15018,30.258,-97.738
16114,30.243,-97.723
14865,30.269,-97.741
14880,30.304,-97.741
15017,30.257,-97.739
15338,30.27,-97.734
14862,30.263,-97.741
14233,30.265,-97.75
14716,30.29,-97.744
14550,30.269,-97.746
12972,30.263,-97.77
14877,30.298,-97.741
16428,30.24,-97.718
17075,30.28,-97.709
16758,30.276,-97.712
16591,30.254,-97.716
16595,30.263,-97.715
15493,30.264,-97.733
14384,30.249,-97.75
13760,30.263,-97.759
13760,30.263,-97.759
13441,30.253,-97.764
15807,30.262,-97.726
14546,30.26,-97.745
14232,30.261,-97.751
13442,30.256,-97.762
14707,30.268,-97.743
13131,30.265,-97.767
15020,30.262,-97.738
15964,30.262,-97.725
16446,30.284,-97.717
14233,30.265,-97.751
15648,30.259,-97.729
15177,30.262,-97.738
14863,30.265,-97.742
14393,30.271,-97.748
15020,30.264,-97.74
15964,30.262,-97.724
16122,30.262,-97.723
13282,30.251,-97.765
14388,30.259,-97.748
14389,30.261,-97.75
14232,30.262,-97.751
14864,30.266,-97.741
14707,30.268,-97.743
14077,30.268,-97.752
15018,30.258,-97.74
14389,30.261,-97.75
16596,30.265,-97.715
15495,30.269,-97.732
14226,30.248,-97.75
14874,30.29,-97.742
14230,30.257,-97.752
15967,30.267,-97.725
14389,30.262,-97.749
15807,30.262,-97.727
15964,30.262,-97.725
14863,30.265,-97.741
14707,30.268,-97.743
17075,30.28,-97.709
15964,30.26,-97.725
13437,30.245,-97.763
14859,30.255,-97.743
16121,30.26,-97.723
15807,30.262,-97.726
14383,30.246,-97.749
13442,30.255,-97.762
15031,30.29,-97.74
15017,30.257,-97.739
14386,30.254,-97.748
15174,30.253,-97.736
14385,30.251,-97.749
15650,30.264,-97.729
15021,30.265,-97.74
15021,30.265,-97.74
13918,30.264,-97.756
13918,30.264,-97.755
13760,30.263,-97.759
14869,30.279,-97.741
13920,30.27,-97.756
13288,30.264,-97.765
13760,30.263,-97.759
14390,30.264,-97.749
14390,30.264,-97.749
14391,30.266,-97.749
13917,30.263,-97.756
14395,30.276,-97.748
14385,30.25,-97.748
15183,30.276,-97.737
15328,30.247,-97.733
13445,30.263,-97.763
13603,30.264,-97.76
12973,30.264,-97.771
14863,30.265,-97.742
12972,30.262,-97.768
14234,30.265,-97.751
13919,30.267,-97.754
14863,30.264,-97.741
14546,30.259,-97.746
14391,30.266,-97.749
14385,30.251,-97.749
14234,30.267,-97.752
13919,30.267,-97.755
14862,30.262,-97.741
14548,30.265,-97.746
14385,30.251,-97.749
14389,30.261,-97.75
15024,30.273,-97.739
15178,30.264,-97.737
15020,30.263,-97.739
17075,30.28,-97.709
16760,30.281,-97.712
12973,30.264,-97.77
14389,30.261,-97.749
14549,30.265,-97.745
14864,30.267,-97.741
14385,30.251,-97.749
13134,30.273,-97.768
14548,30.265,-97.747
16749,30.254,-97.713
15021,30.266,-97.739
14078,30.271,-97.754
14389,30.261,-97.749
14709,30.273,-97.745
14557,30.286,-97.745
15964,30.26,-97.725
15021,30.265,-97.738
15638,30.234,-97.73
15021,30.265,-97.738
16270,30.239,-97.72
14385,30.251,-97.749
14382,30.245,-97.749
13442,30.256,-97.763
15021,30.265,-97.738
15022,30.268,-97.74
16115,30.244,-97.722
16111,30.236,-97.722
13759,30.26,-97.758
13293,30.275,-97.764
14078,30.271,-97.753
15021,30.264,-97.739
14863,30.264,-97.741
15021,30.265,-97.738
14550,30.269,-97.746
15022,30.269,-97.74
13289,30.267,-97.765
15189,30.289,-97.736
15178,30.264,-97.737
14863,30.264,-97.742
14863,30.265,-97.742
13445,30.263,-97.763
15022,30.267,-97.74
14710,30.276,-97.744
15020,30.264,-97.739
15186,30.284,-97.737
15187,30.285,-97.737
14389,30.26,-97.749
14077,30.268,-97.752
14384,30.249,-97.75
14077,30.268,-97.753
14391,30.266,-97.749
14717,30.291,-97.743
14549,30.267,-97.746
15021,30.265,-97.74
13131,30.265,-97.768
12973,30.264,-97.77
14865,30.268,-97.741
14074,30.26,-97.753
16446,30.284,-97.717
15964,30.262,-97.725
14225,30.245,-97.751
15020,30.263,-97.738
14863,30.265,-97.742
14862,30.263,-97.741
15021,30.265,-97.74
14863,30.265,-97.742
16593,30.259,-97.715
14863,30.265,-97.742
14706,30.266,-97.745
14863,30.265,-97.742
14225,30.245,-97.752
14389,30.261,-97.749
14864,30.266,-97.74
14227,30.25,-97.749
14707,30.268,-97.743
14863,30.264,-97.741
15021,30.265,-97.74
15178,30.264,-97.737
14866,30.272,-97.741
14078,30.27,-97.753
15493,30.263,-97.732
14549,30.266,-97.746
14705,30.263,-97.744
14549,30.266,-97.746
14065,30.239,-97.753
14864,30.266,-97.742
14385,30.251,-97.749
15018,30.258,-97.739
13442,30.255,-97.762
15493,30.265,-97.731
14706,30.266,-97.745
14863,30.264,-97.742
13442,30.256,-97.762
15964,30.262,-97.725
14706,30.266,-97.744
13442,30.256,-97.762
14861,30.26,-97.741
12041,30.294,-97.783
14391,30.266,-97.748
14544,30.256,-97.746
16434,30.255,-97.717
14706,30.266,-97.745
14546,30.259,-97.747
14707,30.269,-97.743
13293,30.276,-97.766
14244,30.29,-97.75
15493,30.265,-97.732
16114,30.243,-97.723
13919,30.267,-97.755
14551,30.272,-97.746
13292,30.275,-97.765
13917,30.261,-97.755
14706,30.265,-97.745
14392,30.268,-97.75
14862,30.261,-97.742
16593,30.259,-97.715
14705,30.264,-97.744
14872,30.285,-97.741
14872,30.285,-97.742
15188,30.289,-97.737
14706,30.266,-97.742
15964,30.262,-97.725
13918,30.264,-97.756
14078,30.27,-97.754
13453,30.282,-97.763
14872,30.285,-97.742
13123,30.246,-97.768
14872,30.285,-97.742
15017,30.256,-97.739
13442,30.255,-97.761
13920,30.27,-97.755
14232,30.261,-97.751
14865,30.269,-97.742
15180,30.27,-97.735
14385,30.251,-97.749
15650,30.264,-97.729
12041,30.295,-97.784
14866,30.272,-97.741
15016,30.253,-97.738
13919,30.265,-97.755
14395,30.276,-97.749
15178,30.264,-97.737
14872,30.285,-97.742
13293,30.276,-97.766
14389,30.261,-97.749
14707,30.267,-97.743
15500,30.281,-97.732
15021,30.266,-97.738
14078,30.27,-97.753
14078,30.27,-97.753
15659,30.285,-97.728
14707,30.269,-97.744
14549,30.266,-97.747
15178,30.264,-97.737
14548,30.264,-97.746
14225,30.246,-97.751
13124,30.249,-97.769
15335,30.263,-97.734
13440,30.252,-97.764
14075,30.264,-97.754
14385,30.251,-97.749
14385,30.251,-97.749
15021,30.266,-97.74
14393,30.27,-97.749
13759,30.261,-97.759
14234,30.266,-97.75
15493,30.265,-97.731
15493,30.265,-97.731
14705,30.263,-97.744
14706,30.264,-97.744
14067,30.244,-97.752
13599,30.255,-97.762
15493,30.265,-97.732
14387,30.255,-97.748
14387,30.255,-97.748
14858,30.251,-97.74
14546,30.259,-97.747
14077,30.269,-97.753
14075,30.264,-97.754
14859,30.255,-97.742
14393,30.27,-97.748
15019,30.26,-97.738
14393,30.27,-97.748
14385,30.251,-97.749
14226,30.248,-97.75
15799,30.242,-97.728
15343,30.282,-97.735
14714,30.285,-97.744
15020,30.263,-97.738
15018,30.259,-97.739
14873,30.287,-97.742
14717,30.291,-97.744
13442,30.256,-97.763
13599,30.255,-97.761
14548,30.265,-97.747
15964,30.261,-97.726
15020,30.264,-97.74
15817,30.286,-97.728
14871,30.284,-97.742
14709,30.272,-97.744
14717,30.291,-97.744
15176,30.259,-97.735
14546,30.26,-97.747
14550,30.268,-97.745
14385,30.25,-97.749
14872,30.285,-97.742
12814,30.261,-97.771
13917,30.262,-97.755
14078,30.271,-97.753
14231,30.259,-97.75
14225,30.246,-97.751
16285,30.275,-97.72
12975,30.269,-97.77
14226,30.248,-97.751
14865,30.268,-97.741
14705,30.263,-97.745
14225,30.246,-97.751
14073,30.259,-97.753
14715,30.286,-97.743
14078,30.27,-97.753
14546,30.26,-97.745
14707,30.268,-97.743
14862,30.261,-97.741
13130,30.263,-97.768
15335,30.263,-97.734
14234,30.266,-97.75
14231,30.259,-97.75
14861,30.26,-97.742
14389,30.26,-97.749
14389,30.262,-97.749
13921,30.271,-97.756
14550,30.268,-97.747
14234,30.266,-97.75
13442,30.256,-97.763
13442,30.256,-97.763
13600,30.257,-97.76
15019,30.26,-97.739
15340,30.275,-97.734
14385,30.25,-97.749
14872,30.285,-97.742
15019,30.26,-97.739
14244,30.29,-97.75
16118,30.252,-97.723
14863,30.265,-97.742
16285,30.275,-97.72
14077,30.268,-97.752
14389,30.261,-97.749
16122,30.261,-97.722
13445,30.263,-97.762
14385,30.252,-97.749
15178,30.264,-97.738
16600,30.275,-97.714
15018,30.258,-97.739
15179,30.266,-97.737
14075,30.262,-97.754
15021,30.265,-97.739
14708,30.27,-97.743
15009,30.236,-97.738
12804,30.237,-97.771
13445,30.263,-97.763
14077,30.268,-97.752
13918,30.264,-97.756
13437,30.245,-97.763
14385,30.251,-97.749
14078,30.27,-97.754
14707,30.268,-97.743
13442,30.255,-97.762
12973,30.264,-97.77
15807,30.262,-97.726
14385,30.251,-97.749
13441,30.253,-97.764
14389,30.262,-97.749
14869,30.279,-97.742
14078,30.27,-97.754
14389,30.262,-97.749
16119,30.254,-97.722
14392,30.268,-97.75
15350,30.3,-97.734
15492,30.262,-97.733
15021,30.265,-97.739
13445,30.264,-97.763
14389,30.261,-97.749
15665,30.299,-97.73
14863,30.265,-97.742
12973,30.264,-97.77
14863,30.264,-97.742
14864,30.266,-97.742
13920,30.269,-97.757
16429,30.243,-97.718
14225,30.246,-97.751
14862,30.262,-97.743
14859,30.255,-97.74
14385,30.251,-97.749
15181,30.272,-97.738
15021,30.264,-97.738
14225,30.245,-97.752
15338,30.271,-97.734
15017,30.257,-97.74
14715,30.286,-97.743
14226,30.248,-97.751
14714,30.284,-97.745
14225,30.245,-97.751
12814,30.261,-97.772
14865,30.27,-97.742
15175,30.257,-97.736
14235,30.268,-97.75
16289,30.284,-97.719
14075,30.263,-97.754
14550,30.269,-97.746
15023,30.271,-97.74
13288,30.264,-97.764
18512,30.328,-97.686
14225,30.245,-97.751
15027,30.28,-97.739
13437,30.245,-97.764
14225,30.245,-97.752
14876,30.296,-97.742
14393,30.27,-97.748
12658,30.263,-97.775
14388,30.259,-97.749
15010,30.24,-97.739
14706,30.265,-97.743
14077,30.269,-97.754
13445,30.262,-97.763
14388,30.258,-97.75
14234,30.267,-97.752
16613,30.306,-97.715
14078,30.27,-97.753
14391,30.266,-97.747
17239,30.297,-97.707
14078,30.27,-97.753
14551,30.271,-97.746
12657,30.262,-97.775
14079,30.271,-97.753
14862,30.263,-97.741
13760,30.263,-97.759
13918,30.263,-97.756
14865,30.27,-97.742
13920,30.269,-97.756
12966,30.248,-97.771
14549,30.267,-97.746
14392,30.268,-97.748
15178,30.264,-97.737
14706,30.266,-97.744
13760,30.263,-97.759
15021,30.265,-97.738
17075,30.28,-97.709
13917,30.263,-97.755
13442,30.256,-97.763
14235,30.27,-97.751
14557,30.285,-97.747
16285,30.274,-97.72
15031,30.289,-97.739
12972,30.262,-97.77
13759,30.26,-97.758
14389,30.262,-97.749
15018,30.259,-97.739
15018,30.259,-97.74
14716,30.289,-97.743
14077,30.268,-97.753
14706,30.265,-97.743
14549,30.266,-97.746
15661,30.289,-97.729
14701,30.254,-97.744
14078,30.271,-97.754
15021,30.265,-97.738
15350,30.3,-97.734
14393,30.27,-97.748
17075,30.28,-97.709
15483,30.241,-97.731
14870,30.282,-97.742
16751,30.259,-97.711
13925,30.281,-97.757
13602,30.262,-97.761
13442,30.256,-97.762
13599,30.255,-97.762
15019,30.261,-97.738
15652,30.269,-97.729
15018,30.259,-97.739
15652,30.269,-97.729
14077,30.269,-97.753
14547,30.261,-97.746
15807,30.262,-97.726
14388,30.258,-97.748
14385,30.251,-97.749
13121,30.241,-97.767
14690,30.227,-97.744
13437,30.245,-97.763
15975,30.288,-97.725
15332,30.255,-97.734
16451,30.295,-97.718
16920,30.286,-97.711
15964,30.26,-97.725
15493,30.264,-97.731
15334,30.262,-97.735
14385,30.251,-97.749
14873,30.287,-97.742
14546,30.26,-97.745
14714,30.285,-97.743
14244,30.29,-97.75
14386,30.254,-97.748
16285,30.275,-97.72
15967,30.267,-97.724
14544,30.254,-97.747
14549,30.267,-97.746
13925,30.281,-97.757
15652,30.269,-97.729
14866,30.271,-97.742
13916,30.26,-97.755
15177,30.261,-97.737
14549,30.266,-97.746
15343,30.281,-97.735
14705,30.263,-97.744
15177,30.261,-97.737
15808,30.264,-97.727
15188,30.288,-97.736
15800,30.244,-97.727
15020,30.263,-97.739
15032,30.292,-97.74
14706,30.265,-97.745
14865,30.27,-97.742
14714,30.285,-97.743
16917,30.281,-97.71
15648,30.258,-97.729
14864,30.267,-97.741
14394,30.273,-97.75
14393,30.269,-97.749
14544,30.255,-97.747
17075,30.281,-97.709
15019,30.26,-97.738
15029,30.285,-97.74
14705,30.263,-97.743
12973,30.264,-97.771
12973,30.264,-97.771
17075,30.281,-97.709
14699,30.248,-97.744
17075,30.28,-97.709
14548,30.264,-97.745
14389,30.261,-97.749
16278,30.259,-97.72
14716,30.29,-97.744
15179,30.267,-97.737
15187,30.286,-97.736
13599,30.255,-97.76
15344,30.285,-97.735
17075,30.281,-97.709
17075,30.28,-97.709
15020,30.262,-97.738
14707,30.268,-97.745
15177,30.262,-97.738
15020,30.263,-97.738
14716,30.289,-97.743
14225,30.246,-97.751
15807,30.262,-97.727
14863,30.265,-97.742
14865,30.27,-97.742
13920,30.269,-97.757
15024,30.273,-97.739
14707,30.268,-97.743
14866,30.271,-97.742
12819,30.273,-97.772
14866,30.271,-97.741
14705,30.263,-97.743
13603,30.264,-97.76
16120,30.256,-97.722
14080,30.275,-97.752
14872,30.285,-97.742
12973,30.264,-97.771
14716,30.289,-97.743
17075,30.281,-97.709
14707,30.268,-97.744
15345,30.286,-97.735
14389,30.261,-97.748
15975,30.288,-97.725
14707,30.268,-97.744
14228,30.252,-97.75
14701,30.254,-97.744
14227,30.25,-97.75
15033,30.295,-97.739
13606,30.272,-97.76
14235,30.27,-97.751
15495,30.269,-97.732
15346,30.289,-97.735
14864,30.267,-97.741
13602,30.262,-97.761
17075,30.281,-97.709
14389,30.261,-97.749
14707,30.268,-97.744
13917,30.263,-97.755
13758,30.258,-97.759
14078,30.271,-97.754
16119,30.256,-97.723
16120,30.257,-97.723
16118,30.252,-97.723
14078,30.27,-97.753
14705,30.263,-97.745
14232,30.261,-97.75
16436,30.26,-97.719
14065,30.239,-97.753
16920,30.286,-97.711
14859,30.254,-97.742
15490,30.258,-97.732
15178,30.264,-97.737
14385,30.252,-97.748
15330,30.251,-97.734
15807,30.263,-97.726
14075,30.262,-97.754
15173,30.251,-97.736
13921,30.272,-97.756
13917,30.262,-97.754
12335,30.245,-97.779
16121,30.26,-97.723
15018,30.258,-97.738
14546,30.259,-97.746
14547,30.261,-97.746
14707,30.268,-97.743
15019,30.26,-97.737
14393,30.269,-97.749
14549,30.266,-97.747
15178,30.265,-97.737
14866,30.272,-97.741
14549,30.265,-97.745
14864,30.267,-97.741
15650,30.263,-97.728
15178,30.264,-97.738
13603,30.264,-97.76
13442,30.255,-97.761
14859,30.254,-97.742
15021,30.264,-97.74
14077,30.268,-97.752
14230,30.256,-97.751
12814,30.26,-97.773
14238,30.276,-97.751
14701,30.254,-97.744
12973,30.264,-97.77
12973,30.264,-97.77
14547,30.262,-97.746
15798,30.241,-97.726
14078,30.27,-97.753
14713,30.282,-97.743
15017,30.256,-97.739
