stationid,lat,lon
15021,30.264,-97.738
14707,30.269,-97.743
15019,30.261,-97.738
15180,30.269,-97.736
13603,30.264,-97.761
16279,30.262,-97.72
15021,30.266,-97.739
14392,30.268,-97.748
14712,30.281,-97.744
14548,30.263,-97.745
16593,30.259,-97.715
16122,30.262,-97.722
14391,30.265,-97.747
14707,30.269,-97.743
14546,30.26,-97.747
16436,30.26,-97.719
13912,30.25,-97.755
13912,30.25,-97.755
14236,30.271,-97.752
14717,30.291,-97.744
14877,30.297,-97.741
14884,30.315,-97.741
14392,30.267,-97.748
16287,30.28,-97.721
14711,30.278,-97.745
13760,30.263,-97.759
13760,30.263,-97.759
14243,30.289,-97.751
14869,30.279,-97.741
14705,30.264,-97.743
14234,30.266,-97.752
15033,30.294,-97.739
12973,30.264,-97.771
15033,30.294,-97.739
16285,30.274,-97.72
16594,30.261,-97.715
14209,30.208,-97.75
14549,30.267,-97.747
14550,30.268,-97.746
12973,30.264,-97.77
13918,30.264,-97.756
15964,30.262,-97.725
16111,30.236,-97.722
12973,30.264,-97.771
14717,30.291,-97.744
15179,30.267,-97.737
15009,30.236,-97.738
15179,30.267,-97.737
14711,30.278,-97.745
15962,30.257,-97.724
14080,30.276,-97.752
14716,30.289,-97.743
16426,30.236,-97.718
15965,30.263,-97.726
14225,30.245,-97.751
13442,30.256,-97.762
13442,30.256,-97.762
15965,30.263,-97.725
13599,30.255,-97.762
15965,30.263,-97.726
15019,30.261,-97.739
14869,30.278,-97.741
13292,30.274,-97.764
13599,30.255,-97.762
15650,30.264,-97.729
13911,30.248,-97.756
14546,30.259,-97.747
14401,30.29,-97.748
14401,30.29,-97.748
15650,30.264,-97.729
14384,30.249,-97.75
14715,30.286,-97.743
13133,30.271,-97.767
14389,30.261,-97.747
15021,30.265,-97.738
14392,30.268,-97.749
14714,30.285,-97.743
14080,30.276,-97.753
13282,30.251,-97.766
14385,30.251,-97.749
12965,30.245,-97.769
14384,30.249,-97.75
14546,30.259,-97.747
14235,30.269,-97.75
16593,30.259,-97.715
14549,30.267,-97.746
15019,30.26,-97.739
14395,30.276,-97.749
15019,30.26,-97.739
13441,30.254,-97.763
14389,30.26,-97.747
15017,30.256,-97.74
15179,30.266,-97.737
15179,30.266,-97.737
15020,30.262,-97.738
14555,30.28,-97.746
14708,30.27,-97.745
14707,30.267,-97.743
14227,30.25,-97.749
15819,30.29,-97.728
16593,30.259,-97.715
16121,30.26,-97.723
13603,30.264,-97.76
14386,30.254,-97.748
14862,30.263,-97.742
15017,30.255,-97.739
15650,30.263,-97.728
13289,30.266,-97.765
15022,30.267,-97.739
14870,30.281,-97.741
13442,30.255,-97.763
15022,30.267,-97.739
15017,30.256,-97.74
13445,30.262,-97.762
14234,30.266,-97.75
14389,30.261,-97.75
13923,30.276,-97.755
14225,30.245,-97.751
14708,30.27,-97.743
14862,30.261,-97.742
14076,30.266,-97.753
15174,30.254,-97.737
14707,30.268,-97.742
15018,30.259,-97.739
13760,30.263,-97.758
15179,30.266,-97.736
15179,30.266,-97.736
13134,30.272,-97.768
13759,30.261,-97.759
16436,30.26,-97.719
16593,30.259,-97.716
13130,30.264,-97.767
13442,30.256,-97.762
15180,30.268,-97.737
14227,30.25,-97.75
16122,30.262,-97.722
14225,30.246,-97.751
14077,30.268,-97.753
15180,30.268,-97.737
13760,30.263,-97.759
14078,30.271,-97.754
14235,30.269,-97.75
14865,30.27,-97.742
15493,30.265,-97.731
13442,30.256,-97.762
13442,30.256,-97.762
14226,30.248,-97.75
15341,30.278,-97.734
15487,30.25,-97.733
12973,30.264,-97.77
14862,30.261,-97.741
14707,30.268,-97.743
15018,30.258,-97.739
13441,30.253,-97.764
15018,30.258,-97.739
14077,30.268,-97.752
15493,30.265,-97.732
13131,30.265,-97.767
14388,30.258,-97.747
13610,30.282,-97.761
15178,30.263,-97.737
15178,30.264,-97.736
14549,30.267,-97.746
14549,30.266,-97.746
14861,30.26,-97.742
12493,30.246,-97.778
13918,30.264,-97.756
15177,30.262,-97.735
15176,30.26,-97.738
12804,30.237,-97.771
13603,30.264,-97.76
14389,30.261,-97.749
13441,30.253,-97.764
12820,30.275,-97.771
14556,30.284,-97.746
15019,30.261,-97.738
14546,30.258,-97.746
14077,30.268,-97.754
14077,30.268,-97.754
15800,30.246,-97.727
12966,30.248,-97.771
13759,30.26,-97.758
15800,30.245,-97.727
13753,30.247,-97.757
14706,30.266,-97.743
14707,30.268,-97.743
14235,30.27,-97.75
14394,30.272,-97.748
14393,30.271,-97.748
15495,30.27,-97.731
14227,30.25,-97.75
14707,30.268,-97.743
14546,30.259,-97.746
14549,30.267,-97.745
15336,30.266,-97.735
14866,30.272,-97.741
14392,30.268,-97.747
14233,30.265,-97.75
14233,30.265,-97.75
14707,30.268,-97.742
13289,30.266,-97.765
15495,30.269,-97.731
15186,30.283,-97.738
16285,30.274,-97.72
14544,30.255,-97.745
14716,30.29,-97.743
12019,30.243,-97.783
14389,30.26,-97.747
13920,30.268,-97.755
14236,30.271,-97.751
14079,30.272,-97.754
13450,30.275,-97.762
15180,30.27,-97.736
13600,30.257,-97.76
16433,30.252,-97.718
16436,30.26,-97.719
12808,30.247,-97.772
15807,30.262,-97.727
14391,30.265,-97.748
13918,30.264,-97.756
13917,30.261,-97.755
16119,30.256,-97.723
14391,30.266,-97.749
14701,30.254,-97.744
14233,30.263,-97.75
14546,30.259,-97.747
16593,30.259,-97.715
14389,30.262,-97.749
15178,30.264,-97.737
14863,30.265,-97.742
13760,30.263,-97.759
13913,30.252,-97.757
14234,30.266,-97.751
13917,30.263,-97.755
13600,30.257,-97.76
14705,30.264,-97.744
14391,30.266,-97.748
14863,30.265,-97.742
14866,30.27,-97.741
15018,30.258,-97.739
15021,30.266,-97.739
16121,30.26,-97.723
15187,30.285,-97.736
15335,30.264,-97.735
16116,30.248,-97.723
14391,30.266,-97.749
12979,30.279,-97.769
14708,30.27,-97.743
14705,30.264,-97.744
14705,30.264,-97.744
13759,30.261,-97.758
14705,30.263,-97.744
13442,30.256,-97.763
14234,30.267,-97.751
14546,30.259,-97.747
13765,30.276,-97.758
13921,30.271,-97.755
15964,30.26,-97.725
15964,30.261,-97.725
14866,30.272,-97.741
13289,30.266,-97.765
15021,30.265,-97.739
14077,30.268,-97.753
15178,30.264,-97.737
14869,30.279,-97.741
14716,30.289,-97.745
13446,30.264,-97.763
13760,30.263,-97.759
15964,30.261,-97.726
14393,30.271,-97.749
14393,30.271,-97.749
13441,30.253,-97.764
14389,30.261,-97.749
15962,30.257,-97.724
14080,30.275,-97.753
14863,30.264,-97.742
14550,30.269,-97.745
14394,30.273,-97.75
15186,30.283,-97.737
14389,30.261,-97.748
14863,30.264,-97.741
14862,30.262,-97.743
13442,30.256,-97.763
14705,30.262,-97.744
14859,30.254,-97.741
13751,30.242,-97.759
13907,30.238,-97.757
13918,30.264,-97.756
15019,30.262,-97.739
12973,30.264,-97.771
13437,30.245,-97.763
15021,30.265,-97.738
14389,30.26,-97.749
13442,30.256,-97.762
14558,30.289,-97.746
14077,30.267,-97.753
14077,30.268,-97.753
15799,30.244,-97.727
16285,30.274,-97.72
13442,30.256,-97.763
14385,30.251,-97.749
14701,30.254,-97.744
14065,30.238,-97.752
14546,30.259,-97.747
14389,30.261,-97.749
13917,30.262,-97.756
13760,30.264,-97.759
14225,30.245,-97.751
13760,30.263,-97.759
14865,30.268,-97.742
15188,30.288,-97.737
13760,30.263,-97.759
14714,30.284,-97.745
15499,30.279,-97.733
14863,30.265,-97.742
14706,30.265,-97.744
14391,30.266,-97.749
14705,30.264,-97.744
14389,30.261,-97.749
14076,30.266,-97.753
14711,30.278,-97.743
15187,30.285,-97.736
15020,30.262,-97.738
15807,30.262,-97.727
13917,30.263,-97.755
14862,30.262,-97.743
14714,30.285,-97.743
16279,30.261,-97.721
14077,30.268,-97.752
14550,30.269,-97.745
14548,30.264,-97.747
15188,30.287,-97.736
14385,30.251,-97.749
14385,30.252,-97.749
13132,30.269,-97.768
14705,30.264,-97.744
16447,30.285,-97.717
14077,30.269,-97.753
14705,30.263,-97.745
14079,30.272,-97.754
14386,30.254,-97.748
14864,30.267,-97.741
15008,30.235,-97.738
14392,30.267,-97.749
15807,30.262,-97.726
16119,30.256,-97.723
14392,30.267,-97.748
14077,30.268,-97.752
16907,30.257,-97.711
15799,30.244,-97.727
15021,30.264,-97.74
12973,30.264,-97.771
12972,30.262,-97.77
13760,30.263,-97.759
13918,30.263,-97.756
16285,30.275,-97.72
14074,30.259,-97.753
15493,30.265,-97.732
13912,30.251,-97.755
13760,30.263,-97.759
13446,30.265,-97.762
14865,30.269,-97.742
15494,30.267,-97.733
14707,30.267,-97.743
15020,30.262,-97.738
15343,30.283,-97.734
14718,30.295,-97.744
16608,30.293,-97.716
13282,30.25,-97.766
15962,30.257,-97.725
13442,30.255,-97.763
14873,30.287,-97.741
14389,30.262,-97.748
13445,30.264,-97.763
15018,30.258,-97.739
13911,30.247,-97.755
14706,30.265,-97.744
14868,30.277,-97.742
14706,30.265,-97.744
14705,30.264,-97.744
13920,30.269,-97.757
13917,30.263,-97.755
15962,30.257,-97.724
13918,30.264,-97.756
14225,30.245,-97.751
13293,30.277,-97.766
12973,30.263,-97.77
14389,30.261,-97.749
15964,30.262,-97.725
13764,30.273,-97.757
13761,30.265,-97.758
14715,30.287,-97.745
16118,30.252,-97.723
14551,30.272,-97.745
13917,30.263,-97.755
14078,30.27,-97.754
14701,30.254,-97.745
14235,30.269,-97.751
14235,30.269,-97.751
12972,30.263,-97.77
15031,30.29,-97.74
13760,30.263,-97.758
14391,30.265,-97.747
13288,30.265,-97.765
12972,30.263,-97.77
14225,30.245,-97.751
14706,30.265,-97.744
14706,30.265,-97.744
14706,30.265,-97.744
14706,30.265,-97.745
13446,30.265,-97.763
13917,30.263,-97.755
13917,30.263,-97.755
12973,30.264,-97.77
14075,30.264,-97.754
14867,30.274,-97.743
15820,30.293,-97.726
17075,30.281,-97.709
14714,30.285,-97.745
15179,30.266,-97.736
12972,30.262,-97.77
12821,30.277,-97.773
15022,30.267,-97.74
14870,30.282,-97.742
14387,30.255,-97.748
15493,30.265,-97.731
14859,30.255,-97.743
15797,30.238,-97.726
14389,30.261,-97.75
15807,30.262,-97.727
15018,30.258,-97.738
14713,30.283,-97.744
15329,30.249,-97.735
15186,30.284,-97.737
15495,30.27,-97.731
15799,30.242,-97.727
14389,30.26,-97.748
14385,30.251,-97.749
14716,30.289,-97.745
14080,30.276,-97.753
14389,30.261,-97.75
15493,30.265,-97.732
14077,30.268,-97.753
15022,30.267,-97.739
13760,30.263,-97.757
14385,30.252,-97.748
13920,30.269,-97.756
15174,30.254,-97.737
15018,30.259,-97.739
14546,30.26,-97.747
14864,30.267,-97.741
14716,30.29,-97.745
14705,30.264,-97.744
14544,30.256,-97.746
14862,30.261,-97.741
14544,30.254,-97.747
14546,30.259,-97.747
15495,30.27,-97.731
14870,30.28,-97.742
14389,30.261,-97.75
15020,30.263,-97.738
15017,30.257,-97.739
13289,30.267,-97.765
14545,30.257,-97.747
13917,30.261,-97.755
13289,30.267,-97.765
15964,30.261,-97.726
15962,30.257,-97.724
14239,30.279,-97.75
15962,30.257,-97.724
13916,30.26,-97.755
13599,30.255,-97.762
12972,30.263,-97.77
15799,30.243,-97.728
14714,30.284,-97.745
14865,30.268,-97.742
13918,30.264,-97.756
14868,30.276,-97.742
13920,30.268,-97.755
14385,30.252,-97.748
13919,30.267,-97.755
15019,30.261,-97.738
15648,30.258,-97.73
14225,30.245,-97.75
15017,30.257,-97.739
15179,30.266,-97.737
15179,30.266,-97.737
14226,30.247,-97.751
14544,30.254,-97.747
12971,30.259,-97.771
15022,30.268,-97.74
15178,30.264,-97.737
14546,30.26,-97.747
14075,30.263,-97.754
15017,30.256,-97.738
13760,30.263,-97.759
14386,30.254,-97.748
14386,30.254,-97.748
14706,30.266,-97.743
14870,30.28,-97.741
14549,30.266,-97.746
14549,30.266,-97.746
12973,30.264,-97.77
13759,30.261,-97.758
15963,30.258,-97.725
16121,30.26,-97.722
14868,30.276,-97.742
15962,30.257,-97.724
13918,30.264,-97.756
15799,30.242,-97.727
15799,30.243,-97.728
14550,30.268,-97.745
13588,30.229,-97.762
14546,30.259,-97.747
15341,30.278,-97.735
13762,30.267,-97.759
14705,30.264,-97.743
14389,30.261,-97.749
16133,30.288,-97.722
14717,30.291,-97.744
14716,30.29,-97.745
14549,30.266,-97.746
14393,30.27,-97.748
15021,30.265,-97.737
14391,30.266,-97.748
14546,30.259,-97.747
14392,30.267,-97.749
13602,30.262,-97.762
13599,30.255,-97.762
15178,30.265,-97.737
14548,30.263,-97.745
15799,30.244,-97.728
14548,30.264,-97.746
15180,30.269,-97.736
15807,30.263,-97.727
15330,30.251,-97.735
14389,30.26,-97.748
14864,30.267,-97.741
14389,30.261,-97.748
14864,30.267,-97.742
14705,30.264,-97.744
15960,30.251,-97.726
14548,30.265,-97.746
16443,30.276,-97.718
15021,30.265,-97.738
14392,30.267,-97.749
14387,30.257,-97.748
15807,30.262,-97.727
15021,30.266,-97.738
16285,30.275,-97.719
14548,30.264,-97.747
14393,30.269,-97.748
15340,30.276,-97.734
15962,30.257,-97.724
12973,30.264,-97.771
13283,30.252,-97.765
14701,30.253,-97.743
14390,30.263,-97.747
14707,30.267,-97.743
14385,30.251,-97.749
14877,30.297,-97.742
14075,30.264,-97.754
14389,30.26,-97.749
17075,30.281,-97.709
14546,30.259,-97.747
13918,30.264,-97.756
14557,30.286,-97.745
13123,30.246,-97.768
13131,30.266,-97.769
13283,30.252,-97.765
14077,30.268,-97.754
14706,30.266,-97.744
13442,30.256,-97.762
13442,30.256,-97.762
14389,30.26,-97.747
14862,30.263,-97.741
14863,30.265,-97.742
14864,30.266,-97.742
14389,30.262,-97.749
14705,30.264,-97.743
14385,30.251,-97.747
14389,30.262,-97.749
14544,30.256,-97.746
13761,30.265,-97.758
14863,30.265,-97.742
15960,30.252,-97.724
14704,30.261,-97.745
14548,30.265,-97.747
12973,30.264,-97.771
13917,30.263,-97.755
14707,30.268,-97.744
13917,30.263,-97.755
14699,30.248,-97.743
12973,30.264,-97.771
16751,30.259,-97.712
16917,30.28,-97.71
14393,30.269,-97.748
15017,30.255,-97.739
15018,30.258,-97.739
14860,30.258,-97.742
13442,30.256,-97.762
14075,30.264,-97.754
14715,30.287,-97.745
15022,30.267,-97.739
13918,30.264,-97.755
14705,30.264,-97.743
14076,30.266,-97.753
12976,30.272,-97.769
12976,30.272,-97.769
13445,30.264,-97.763
16285,30.275,-97.719
14705,30.264,-97.744
14078,30.27,-97.754
14074,30.259,-97.753
14546,30.259,-97.746
14078,30.27,-97.754
14706,30.266,-97.745
14389,30.26,-97.748
13130,30.264,-97.768
14233,30.264,-97.749
12805,30.239,-97.773
14401,30.289,-97.748
12974,30.266,-97.771
12974,30.266,-97.771
12972,30.263,-97.77
14544,30.256,-97.746
14385,30.251,-97.749
12662,30.275,-97.774
14548,30.265,-97.747
15186,30.284,-97.737
12974,30.266,-97.771
14227,30.25,-97.749
15493,30.264,-97.732
16751,30.26,-97.712
12973,30.265,-97.771
15022,30.267,-97.74
13758,30.258,-97.759
14078,30.27,-97.754
15179,30.266,-97.737
14553,30.276,-97.745
14077,30.269,-97.754
14716,30.29,-97.745
16434,30.255,-97.718
14389,30.261,-97.75
13600,30.257,-97.76
15812,30.273,-97.726
16601,30.278,-97.715
14557,30.286,-97.745
14234,30.266,-97.751
14863,30.264,-97.741
14714,30.284,-97.744
15812,30.274,-97.728
14707,30.268,-97.742
14234,30.266,-97.749
14080,30.275,-97.753
14389,30.26,-97.747
13603,30.264,-97.76
13762,30.268,-97.759
13442,30.256,-97.763
13292,30.274,-97.764
13758,30.258,-97.759
16762,30.285,-97.712
14391,30.265,-97.749
14078,30.27,-97.753
14235,30.27,-97.751
15810,30.269,-97.728
16758,30.277,-97.713
16438,30.265,-97.717
14871,30.283,-97.742
14865,30.27,-97.742
15022,30.267,-97.739
14399,30.285,-97.748
14865,30.27,-97.742
14548,30.265,-97.746
14705,30.263,-97.745
13450,30.275,-97.763
14549,30.267,-97.745
14233,30.265,-97.75
14393,30.27,-97.748
14859,30.254,-97.74
14863,30.264,-97.742
14865,30.269,-97.742
15021,30.265,-97.739
14392,30.267,-97.749
15965,30.263,-97.723
13450,30.275,-97.762
14561,30.295,-97.745
15807,30.263,-97.727
15332,30.256,-97.735
15807,30.262,-97.727
13123,30.246,-97.768
13599,30.255,-97.762
14243,30.289,-97.751
16424,30.232,-97.718
14543,30.253,-97.747
13920,30.269,-97.756
14075,30.262,-97.754
14235,30.269,-97.751
14859,30.255,-97.743
15335,30.262,-97.733
14077,30.269,-97.754
14714,30.284,-97.745
15964,30.262,-97.725
14549,30.267,-97.745
15014,30.248,-97.739
14716,30.29,-97.744
13759,30.26,-97.758
14702,30.255,-97.744
15187,30.285,-97.736
13917,30.263,-97.755
14863,30.264,-97.741
15965,30.263,-97.725
14399,30.285,-97.748
13911,30.248,-97.755
13131,30.265,-97.766
15173,30.251,-97.736
14863,30.265,-97.742
15188,30.288,-97.737
14549,30.267,-97.747
14877,30.297,-97.742
16132,30.286,-97.721
15187,30.285,-97.736
14074,30.262,-97.754
14550,30.269,-97.747
14544,30.256,-97.746
15029,30.284,-97.738
14549,30.267,-97.747
14863,30.265,-97.742
14705,30.263,-97.744
14388,30.258,-97.748
14865,30.27,-97.742
14234,30.266,-97.752
15810,30.269,-97.728
14863,30.264,-97.742
15023,30.271,-97.738
14863,30.264,-97.741
14865,30.268,-97.742
15020,30.263,-97.738
14389,30.26,-97.749
14389,30.261,-97.748
15498,30.276,-97.733
14865,30.27,-97.742
14550,30.269,-97.747
16749,30.255,-97.712
13442,30.256,-97.762
14705,30.262,-97.744
15964,30.261,-97.725
14386,30.254,-97.748
12657,30.262,-97.775
14075,30.263,-97.753
15178,30.264,-97.737
14863,30.265,-97.742
13759,30.26,-97.757
13294,30.278,-97.766
14705,30.264,-97.744
13442,30.255,-97.762
14549,30.267,-97.747
14549,30.267,-97.747
16133,30.288,-97.723
15179,30.266,-97.737
14392,30.268,-97.75
14865,30.269,-97.741
14863,30.265,-97.742
14078,30.27,-97.754
14549,30.266,-97.747
15019,30.26,-97.738
14077,30.269,-97.754
15807,30.262,-97.727
14862,30.263,-97.742
15964,30.262,-97.725
13760,30.264,-97.759
16438,30.265,-97.717
13920,30.27,-97.756
14387,30.256,-97.747
14863,30.265,-97.742
13760,30.263,-97.758
14731,30.326,-97.744
13916,30.259,-97.754
14548,30.265,-97.747
14877,30.298,-97.741
14864,30.267,-97.741
14078,30.269,-97.753
13760,30.263,-97.759
14717,30.292,-97.744
14550,30.268,-97.747
15022,30.268,-97.74
14870,30.282,-97.742
14870,30.282,-97.742
14077,30.268,-97.753
14871,30.283,-97.741
14078,30.271,-97.753
15019,30.262,-97.739
14707,30.268,-97.743
14864,30.267,-97.741
13921,30.272,-97.756
14871,30.284,-97.741
15807,30.262,-97.727
15022,30.268,-97.74
15495,30.269,-97.732
15964,30.261,-97.725
14560,30.293,-97.746
14392,30.267,-97.747
14690,30.227,-97.744
14244,30.29,-97.75
16115,30.245,-97.723
15798,30.241,-97.726
14386,30.254,-97.748
15012,30.244,-97.74
13441,30.253,-97.764
14544,30.256,-97.746
15332,30.256,-97.735
16121,30.26,-97.723
16121,30.26,-97.723
14385,30.251,-97.749
14864,30.266,-97.742
13441,30.253,-97.764
13445,30.264,-97.762
13446,30.264,-97.763
14718,30.293,-97.744
14076,30.265,-97.753
15187,30.285,-97.736
14226,30.248,-97.751
14549,30.266,-97.747
14080,30.276,-97.753
15330,30.251,-97.735
15020,30.263,-97.739
14389,30.261,-97.75
15332,30.257,-97.735
15017,30.256,-97.74
15021,30.265,-97.739
14706,30.265,-97.743
14708,30.27,-97.745
14545,30.256,-97.746
15336,30.264,-97.734
14706,30.266,-97.743
16267,30.233,-97.72
14079,30.272,-97.753
16280,30.263,-97.72
14550,30.268,-97.745
15033,30.294,-97.738
15639,30.237,-97.73
14391,30.264,-97.749
14078,30.271,-97.754
14075,30.262,-97.754
14876,30.296,-97.742
14548,30.265,-97.747
14385,30.251,-97.749
13759,30.261,-97.759
14393,30.27,-97.748
15650,30.264,-97.729
14394,30.273,-97.75
14863,30.265,-97.742
13916,30.26,-97.755
15498,30.276,-97.733
14708,30.27,-97.743
16593,30.259,-97.715
14705,30.264,-97.744
14232,30.261,-97.75
16279,30.261,-97.721
14385,30.251,-97.749
14705,30.264,-97.743
14865,30.269,-97.741
14707,30.268,-97.743
14235,30.27,-97.751
15495,30.27,-97.731
17077,30.286,-97.708
14865,30.269,-97.741
14076,30.266,-97.753
13445,30.263,-97.763
14862,30.263,-97.742
14389,30.261,-97.749
15493,30.264,-97.733
18197,30.327,-97.691
14861,30.26,-97.741
13442,30.256,-97.762
15799,30.244,-97.727
15178,30.264,-97.737
14863,30.264,-97.741
14708,30.27,-97.743
14706,30.265,-97.743
13760,30.263,-97.759
14392,30.267,-97.747
15021,30.266,-97.738
14393,30.27,-97.749
14079,30.271,-97.754
14863,30.264,-97.741
14389,30.261,-97.75
14078,30.271,-97.753
15335,30.264,-97.735
15964,30.261,-97.725
15967,30.268,-97.725
14391,30.265,-97.749
14707,30.267,-97.743
14079,30.272,-97.753
13760,30.263,-97.759
13917,30.263,-97.755
13760,30.263,-97.759
14391,30.266,-97.748
16594,30.262,-97.716
13292,30.274,-97.764
15967,30.268,-97.724
14389,30.261,-97.749
14230,30.256,-97.751
13284,30.255,-97.764
14872,30.286,-97.742
14705,30.263,-97.744
14548,30.265,-97.746
14233,30.264,-97.749
15178,30.264,-97.736
14713,30.283,-97.744
15964,30.261,-97.726
15176,30.258,-97.737
14543,30.253,-97.747
14862,30.263,-97.742
14859,30.254,-97.742
14548,30.264,-97.745
14545,30.256,-97.746
15493,30.264,-97.731
13760,30.263,-97.758
14235,30.27,-97.751
16121,30.26,-97.723
13920,30.269,-97.756
14557,30.286,-97.745
14870,30.281,-97.741
14077,30.268,-97.753
15343,30.283,-97.734
15021,30.266,-97.74
14717,30.291,-97.744
14389,30.261,-97.75
13750,30.24,-97.758
15967,30.267,-97.725
13446,30.265,-97.762
14872,30.286,-97.742
14706,30.265,-97.744
14706,30.265,-97.743
14859,30.255,-97.743
14090,30.299,-97.752
14391,30.266,-97.749
17201,30.206,-97.706
13912,30.249,-97.755
14400,30.288,-97.748
14867,30.273,-97.742
14707,30.268,-97.743
13760,30.263,-97.759
14558,30.287,-97.747
14075,30.264,-97.754
14075,30.264,-97.754
15018,30.259,-97.739
13602,30.262,-97.759
14707,30.267,-97.743
13759,30.261,-97.759
14385,30.251,-97.749
13441,30.253,-97.764
13919,30.267,-97.755
14863,30.265,-97.742
15022,30.268,-97.739
14234,30.266,-97.75
13764,30.271,-97.758
14707,30.267,-97.743
14550,30.269,-97.746
14389,30.261,-97.748
14550,30.269,-97.746
14234,30.266,-97.751
14391,30.266,-97.749
15188,30.289,-97.736
14865,30.269,-97.741
14548,30.265,-97.746
13918,30.264,-97.756
12973,30.264,-97.771
14865,30.269,-97.742
14548,30.264,-97.747
14873,30.287,-97.74
14863,30.265,-97.742
14233,30.265,-97.75
14865,30.269,-97.742
13917,30.261,-97.755
14705,30.263,-97.744
13445,30.263,-97.763
14705,30.264,-97.744
13441,30.253,-97.764
14552,30.274,-97.745
15027,30.28,-97.738
14234,30.266,-97.75
14863,30.264,-97.742
14864,30.267,-97.741
14872,30.285,-97.742
15180,30.269,-97.738
13760,30.263,-97.758
14706,30.265,-97.743
14707,30.268,-97.743
14863,30.265,-97.742
14557,30.286,-97.745
14389,30.262,-97.749
14716,30.29,-97.745
14549,30.267,-97.746
14078,30.27,-97.753
14863,30.264,-97.742
16118,30.252,-97.723
14866,30.272,-97.742
14863,30.264,-97.741
14389,30.262,-97.749
14389,30.261,-97.749
14704,30.26,-97.745
14231,30.259,-97.75
15021,30.265,-97.738
15021,30.265,-97.738
14863,30.264,-97.742
14389,30.261,-97.748
16751,30.259,-97.712
14863,30.264,-97.742
14706,30.265,-97.745
14706,30.265,-97.744
14394,30.273,-97.749
14871,30.284,-97.742
14553,30.276,-97.745
13445,30.263,-97.762
14705,30.263,-97.743
14077,30.268,-97.754
14705,30.264,-97.743
14391,30.266,-97.749
14706,30.265,-97.743
14234,30.267,-97.75
14548,30.264,-97.747
14707,30.268,-97.744
14707,30.268,-97.743
12657,30.261,-97.775
14077,30.268,-97.753
15491,30.26,-97.731
14705,30.264,-97.743
15018,30.259,-97.739
15799,30.244,-97.727
13919,30.267,-97.755
15329,30.249,-97.735
14865,30.269,-97.742
13767,30.28,-97.759
14712,30.281,-97.744
13920,30.269,-97.756
14870,30.28,-97.741
15493,30.264,-97.733
15022,30.267,-97.74
13599,30.255,-97.762
16122,30.262,-97.723
14705,30.264,-97.743
14865,30.268,-97.741
14077,30.268,-97.754
14385,30.251,-97.749
15022,30.267,-97.74
16277,30.256,-97.72
14548,30.265,-97.746
15017,30.256,-97.74
15180,30.269,-97.736
16121,30.26,-97.723
13289,30.267,-97.765
15807,30.262,-97.728
15186,30.283,-97.737
15178,30.264,-97.736
15021,30.265,-97.738
14859,30.255,-97.743
14226,30.247,-97.751
13131,30.265,-97.768
12977,30.274,-97.77
15018,30.258,-97.739
13441,30.253,-97.764
16590,30.251,-97.714
12973,30.265,-97.769
12973,30.264,-97.771
14549,30.267,-97.747
15020,30.263,-97.739
16907,30.256,-97.71
14402,30.291,-97.748
13442,30.256,-97.763
15022,30.268,-97.739
13440,30.252,-97.764
15022,30.268,-97.739
14075,30.264,-97.754
14389,30.261,-97.749
15020,30.263,-97.738
14385,30.251,-97.749
14077,30.268,-97.753
14549,30.266,-97.746
14391,30.266,-97.748
14863,30.264,-97.741
14716,30.29,-97.745
14716,30.289,-97.745
13760,30.262,-97.758
14716,30.289,-97.745
14716,30.29,-97.744
16121,30.26,-97.723
14067,30.244,-97.752
14546,30.26,-97.746
16121,30.26,-97.723
14391,30.266,-97.748
13911,30.248,-97.755
14401,30.289,-97.748
14224,30.243,-97.751
14075,30.264,-97.754
15019,30.262,-97.739
14075,30.264,-97.754
14075,30.264,-97.754
15180,30.27,-97.736
15180,30.27,-97.736
15020,30.264,-97.739
13916,30.26,-97.755
15021,30.265,-97.738
15021,30.265,-97.738
14078,30.27,-97.753
15021,30.265,-97.738
15020,30.263,-97.739
13441,30.253,-97.763
15964,30.261,-97.725
15493,30.264,-97.731
13917,30.262,-97.756
12975,30.269,-97.77
15018,30.258,-97.739
13921,30.272,-97.756
14557,30.285,-97.747
15642,30.245,-97.73
15180,30.268,-97.736
13442,30.256,-97.762
15024,30.272,-97.739
14866,30.272,-97.741
13132,30.269,-97.768
14707,30.268,-97.745
14391,30.266,-97.748
15807,30.262,-97.727
14557,30.286,-97.745
15799,30.244,-97.728
14078,30.27,-97.753
12804,30.237,-97.771
13915,30.258,-97.756
14544,30.256,-97.746
12973,30.264,-97.771
15178,30.264,-97.737
13920,30.268,-97.755
12651,30.247,-97.775
14078,30.27,-97.753
14544,30.256,-97.746
14223,30.241,-97.751
15807,30.262,-97.726
13919,30.267,-97.755
13126,30.253,-97.767
14401,30.289,-97.748
14701,30.254,-97.744
14077,30.268,-97.754
14389,30.261,-97.749
15495,30.269,-97.732
14552,30.273,-97.746
14864,30.266,-97.741
12820,30.275,-97.771
15019,30.262,-97.739
16279,30.261,-97.721
14393,30.269,-97.749
14234,30.266,-97.75
16604,30.285,-97.715
16280,30.263,-97.72
15036,30.302,-97.739
14389,30.261,-97.749
12975,30.269,-97.77
14702,30.256,-97.743
14556,30.283,-97.746
14859,30.255,-97.743
14864,30.267,-97.741
14558,30.288,-97.747
14230,30.257,-97.752
14551,30.272,-97.746
